loan_id,state_code,county,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,loan_type,loan_purpose,lien_position,reverse_mortgage,open_end_line_of_credit,loan_amount,closing_date,first_payment_date,maturity_date,loan_term,principal_interest_pmt,interest_rate,property_value,total_loan_costs,origition_charges,other_loan_costs,lender_credits,prepayment_pelty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,occupancy_type,manufactured_home,total_units,income_thousands,recurring_monthly_debt,median_fico_score,credit_score_type,aus_type,umbs_code,target_profit
5033855,CA,San Joaquin   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,355000,2021-08-27,2021-10-01,2051-09-01,360,1445.95,2.75,519462,2946.499999999989,2946.499999999989,0,,,,False,0,0,False,Primary residence,False,1,133,3325.0,685,FICO Risk Score Classic,DU,UMBS 15YR 2.5,17750.000000000015
5033948,NC,Davidson    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,165000,2021-08-30,2021-10-01,2051-09-01,360,682.9399999999999,2.875,208097,4053.7200000000007,2986.500000000001,1067.2199999999998,,,,False,0,0,False,Primary residence,False,1,48,1840.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,8250.000000000007
5034055,CA,Sacramento    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,495000,2021-08-30,2021-10-01,2051-09-01,360,2000.62,2.69,707143,25344.000000000065,25344.000000000065,0,,,,False,0,0,False,Primary residence,False,1,157,4580.0,685,FICO Risk Score Classic,LP,UMBS 30YR 2.0,24750.000000000022
5034060,TX,Collin    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,335000,2021-08-31,2021-10-01,2051-09-01,360,1407.07,2.99,352632,6460.090000000002,6063.500000000002,396.59,,,,False,0,0,False,Primary residence,False,1,93,3720.0,685,Experian Fair Isaac,DU,UMBS 30YR 2.5,16750.000000000015
5034135,SC,Georgetown    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,165000,2021-09-01,2021-10-01,2051-09-01,360,682.9399999999999,2.875,297244,4090.500000000001,2986.500000000001,1104,,,,False,0,0,False,Primary residence,False,1,28,980.0,685,Experian Fair Isaac,DU,UMBS 30YR 2.5,8250.000000000007
5034149,NJ,Somerset    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,335000,2021-09-01,2021-10-01,2041-09-01,240,1812.11,2.75,446667,7680.500000000002,6063.500000000002,1617,,,,False,0,0,False,Primary residence,False,1,123,3178.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,16750.000000000015
5034217,OK,Tulsa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,155000,2021-09-02,2021-10-01,2051-09-01,360,651.03,2.99,493160,5818.0,2805.500000000001,3012.4999999999995,,,,False,0,0,False,Second residence,False,1,134,3462.0,685,FICO Risk Score Classic,LP,UMBS 30YR 2.5,7750.000000000007
5034233,NJ,Monmouth    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,215000,2021-09-02,2021-10-01,2051-09-01,360,918.62,3.125,476930,3747.4999999999945,1784.4999999999945,1962.9999999999998,,,,False,0,0,False,Primary residence,False,1,77,2760.0,685,Equifax Beacon 5.0,DU,UMBS 15YR 2.5,10750.00000000001
5034270,VA,Fairfax    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,475000,2021-09-02,2021-10-01,2036-09-01,180,3244.0200000000004,2.875,699353,10736.100000000002,8597.500000000004,2138.5999999999995,,,,False,0,0,False,Primary residence,False,1,187,4675.0,685,FICO Risk Score Classic,LP,UMBS 30YR 2.5,23750.000000000022
5034289,CA,Kern    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,215000,2021-09-03,2021-10-01,2051-09-01,360,875.72,2.75,293997,2793.9999999999945,1784.4999999999945,1009.5,,,,False,0,0,False,Primary residence,False,1,106,3004.0,685,Equifax Beacon 5.0,DU,UMBS 15YR 2.5,10750.00000000001
5034295,SC,Horry    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,365000,2021-09-03,2021-10-01,2041-09-01,240,1952.18,2.625,456250,7190.500000000016,7190.500000000016,0,,,,False,0,0,False,Primary residence,False,1,129,3333.0,685,Experian Fair Isaac,DU,UMBS 15YR 2.0,18250.000000000015
5034391,UT,Utah    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,265000,2021-09-03,2021-10-01,2051-09-01,360,1113.05,2.99,353334,3012.8699999999926,2199.4999999999927,813.3699999999999,,,,False,0,0,False,Primary residence,False,1,118,4720.0,685,Experian Fair Isaac,LP,UMBS 15YR 2.5,13250.000000000011
5034463,DE,Sussex    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,215000,2021-09-04,2021-10-01,2051-09-01,360,947.85,3.375,286667,3427.100000000002,838.5000000000018,2588.6000000000004,,,,False,0,0,False,Primary residence,False,1,77,1797.0,685,FICO Risk Score Classic,DU,UMBS 30YR 3.0,10750.00000000001
5034474,NY,Allegany    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,155000,2021-09-04,2021-10-01,2051-09-01,360,683.33,3.375,302735,3195.5000000000027,604.5000000000027,2591,,,,False,0,0,False,Primary residence,False,1,142,5444.0,685,Experian Fair Isaac,LP,UMBS 30YR 3.0,7750.000000000007
5034513,IL,DuPage    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,145000,2021-09-06,2021-10-01,2051-09-01,360,590.6,2.75,268569,2833.4999999999964,1203.4999999999964,1630,,,,False,0,0,False,Primary residence,False,1,47,1802.0,685,FICO Risk Score Classic,LP,UMBS 15YR 2.5,7250.000000000006
5034516,CA,Alameda    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,545000,2021-09-07,2021-10-01,2036-09-01,180,3498.82,1.99,993619,22181.499999999978,22181.499999999978,0,,,,False,0,0,False,Primary residence,False,1,394,4269.0,685,Equifax Beacon 5.0,DU,UMBS 15YR 1.5,27250.000000000025
5034545,PA,Montgomery    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,285000,2021-09-07,2021-10-01,2051-09-01,360,1236.99,3.25,381169,3763.5000000000036,1111.5000000000036,2652,,,,False,0,0,False,Primary residence,False,1,84,2100.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 3.0,14250.000000000013
5034697,CO,Boulder    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,415000,2021-09-07,2021-10-01,2051-09-01,360,1717.69,2.875,575032,3444.499999999989,3444.499999999989,0,2332.05,,,False,0,0,False,Primary residence,False,1,109,3725.0,685,FICO Risk Score Classic,DU,UMBS 15YR 2.5,20750.00000000002
5034774,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,355000,2021-09-07,2021-10-01,2041-09-01,240,1877.25,2.5,1014286,19453.000000000047,18176.000000000047,1277,,,,False,0,0,False,Primary residence,False,1,91,2730.0,685,FICO Risk Score Classic,DU,UMBS 30YR 2.0,17750.000000000015
5034798,GA,DeKalb    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-09-07,2021-10-01,2051-09-01,360,1019.98,3.25,379277,2463.5000000000036,916.5000000000036,1547,,,,False,0,0,False,Primary residence,False,1,65,1625.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 3.0,11750.000000000011
5034865,CA,Santa Clara   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,545000,2021-09-08,2021-10-01,2051-09-01,360,2255.76,2.875,720709,9864.500000000004,9864.500000000004,0,,,,False,0,0,False,Primary residence,False,1,135,3713.0,685,FICO Risk Score Classic,LP,UMBS 30YR 2.5,27250.000000000025
5034951,HI,Hawaii    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,575000,2021-09-08,2021-10-01,2051-09-01,360,2534.9300000000003,3.375,718750,7624.120000000007,2242.5000000000073,5381.62,,,,False,0,0,False,Primary residence,False,1,75,3063.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 3.0,28750.000000000025
5034990,CA,San Bernardino   ,False,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,575000,2021-09-09,2021-10-01,2051-09-01,360,2534.9300000000003,3.375,912699,4317.000000000007,2242.5000000000073,2074.5,,,,False,0,0,False,Primary residence,False,1,127,4551.0,685,Experian Fair Isaac,DU,UMBS 30YR 3.0,28750.000000000025
5034999,VA,Henrico    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,95000,2021-09-09,2021-10-01,2043-09-01,264,490.3,2.99,161538,2732.100000000001,1719.500000000001,1012.5999999999999,,,,False,0,0,False,Primary residence,False,1,36,1200.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,4750.000000000005
5035006,NY,Ulster    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,215000,2021-09-10,2021-10-01,2036-09-01,180,1430.62,2.5,420497,12262.50000000003,11008.00000000003,1254.5,,,,False,0,0,False,Primary residence,False,1,132,2750.0,685,FICO Risk Score Classic,DU,UMBS 30YR 2.0,10750.00000000001
5035095,CA,Merced    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,335000,2021-09-10,2021-10-01,2051-09-01,360,1364.49,2.75,434220,3365.499999999991,2780.499999999991,585,84.22,,84.0,False,0,0,False,Primary residence,False,1,188,6424.0,685,Equifax Beacon 5.0,LP,UMBS 15YR 2.5,16750.000000000015
5035122,NJ,Ocean    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,145000,2021-09-13,2021-10-01,2051-09-01,360,689.13,3.99,193334,772.0000000000264,-1116.4999999999736,1888.5,,,,False,0,0,False,Primary residence,False,1,62,2119.0,685,FICO Risk Score Classic,DU,UMBS 30YR 3.5,7250.000000000006
5035179,NY,Orange    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,215000,2021-09-13,2021-10-01,2051-09-01,360,903.04,2.99,271740,5922.000000000001,3891.500000000001,2030.5,,,,False,0,0,False,Primary residence,False,1,147,3308.0,685,Equifax Beacon 5.0,LP,UMBS 30YR 2.5,10750.00000000001
5035261,CA,San Diego   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,435000,2021-09-13,2021-10-01,2051-09-01,360,1800.47,2.875,580000,3752.2999999999893,3610.499999999989,141.8,,,,False,0,0,False,Primary residence,False,1,168,2800.0,685,Equifax Beacon 5.0,DU,UMBS 15YR 2.5,21750.00000000002
5035266,PA,Chester    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,265000,2021-09-14,2021-10-01,2051-09-01,360,1079.37,2.75,391375,7406.0,4796.5,2609.5,,,,False,0,0,False,Primary residence,False,1,163,1630.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,13250.000000000011
5035290,CA,Santa Clara   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,355000,2021-09-14,2021-10-01,2051-09-01,360,1434.79,2.69,1000000,18973.950000000048,18176.000000000047,797.95,,,,False,0,0,False,Primary residence,False,1,141,5640.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 2.0,17750.000000000015
5035396,WI,Kenosha    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,195000,2021-09-15,2021-11-01,2051-10-01,360,794.26,2.75,225799,3095.4999999999955,1618.4999999999955,1477,,,,False,0,0,False,Primary residence,False,1,75,2250.0,685,Equifax Beacon 5.0,DU,UMBS 15YR 2.5,9750.00000000001
5035423,MI,Oakland    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,115000,2021-09-15,2021-11-01,2051-10-01,360,483.03,2.99,254088,3310.000000000001,2081.500000000001,1228.5,,,,False,0,0,False,Primary residence,False,1,77,1733.0,685,FICO Risk Score Classic,DU,UMBS 30YR 2.5,5750.0000000000055
5035454,OH,Franklin    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,145000,2021-09-15,2021-11-01,2051-10-01,360,590.6,2.75,216515,4327.9000000000015,2624.500000000001,1703.4,,,,False,0,0,False,Primary residence,False,1,95,1505.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,7250.000000000006
5035508,WV,Mercer    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-09-16,2021-11-01,2039-10-01,216,1391.59,2.875,297733,5697.800000000002,4253.500000000002,1444.3000000000002,,,,False,0,0,False,Primary residence,False,1,182,5460.0,685,FICO Risk Score Classic,LP,UMBS 30YR 2.5,11750.000000000011
5035519,CA,San Bernardino   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,425000,2021-09-16,2021-11-01,2051-10-01,360,1759.08,2.875,595322,9484.500000000002,7692.500000000002,1792,,,,False,0,0,False,Primary residence,False,1,150,4375.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,21250.00000000002
5035672,IA,Polk    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Other,1,False,False,85000,2021-09-17,2021-11-01,2036-10-01,180,580.51,2.875,142022,2781.0000000000005,1538.5000000000005,1242.5,,,,False,0,0,False,Primary residence,False,1,87,1958.0,685,FICO Risk Score Classic,LP,UMBS 30YR 2.5,4250.000000000004
5035757,NC,Carteret    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-09-17,2021-11-01,2051-10-01,360,987.05,2.99,344626,5457.720000000002,4253.500000000002,1204.2200000000003,,,,False,0,0,False,Primary residence,False,1,79,2370.0,685,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,11750.000000000011
5035902,PA,Westmoreland    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,175000,2021-09-17,2021-11-01,2051-10-01,360,771.5,3.375,184211,3642.7100000000014,682.5000000000018,2960.2099999999996,,,,False,0,0,False,Primary residence,False,1,49,1225.0,685,Experian Fair Isaac,DU,UMBS 30YR 3.0,8750.000000000007
5035908,CA,Placer    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,595000,2021-09-17,2021-11-01,2051-10-01,360,2644.3500000000004,3.44,785168,4593.200000000007,2320.5000000000073,2272.7,,,,False,0,0,False,Primary residence,False,1,206,5494.0,685,FICO Risk Score Classic,LP,UMBS 30YR 3.0,29750.000000000025
5035954,UT,Salt Lake   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,285000,2021-08-25,2021-10-01,2051-09-01,360,1197.06,2.99,425056,6623.000000000002,5158.500000000002,1464.5,,,,False,0,0,False,Primary residence,False,1,75,2938.0,686,Equifax Beacon 5.0,LP,UMBS 30YR 2.5,14250.000000000013
5035998,MA,Suffolk    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,325000,2021-08-31,2021-10-01,2051-09-01,360,1410.61,3.25,625000,3294.5000000000055,1267.5000000000055,2027,,,,False,0,0,False,Investment property,False,1,248,8060.0,686,Equifax Beacon 5.0,DU,UMBS 30YR 3.0,16250.000000000015
5036079,CO,El Paso   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,375000,2021-08-26,2021-10-01,2051-09-01,360,1627.62,3.25,416667,2255.5000000000073,1462.5000000000073,793,,,,False,0,0,False,Second residence,False,1,143,4767.0,686,FICO Risk Score Classic,DU,UMBS 30YR 3.0,18750.00000000002
5036122,PA,Allegheny    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,305000,2021-08-27,2021-10-01,2051-09-01,360,1242.29,2.75,338889,8831.86,5520.5,3311.36,,,,False,0,0,False,Primary residence,False,1,119,4066.0,686,Experian Fair Isaac,DU,UMBS 30YR 2.5,15250.000000000013
5036158,MI,Kent    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,105000,2021-08-30,2021-10-01,2051-09-01,360,434.59999999999997,2.875,183407,2800.000000000001,1900.5000000000005,899.5000000000005,,,,False,0,0,False,Primary residence,False,1,19,602.0,686,Experian Fair Isaac,LP,UMBS 30YR 2.5,5250.000000000005
5036233,HI,Honolulu    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,245000,2021-08-31,2021-10-01,2041-09-01,240,1340.28,2.875,426755,7176.970000000001,4434.500000000001,2742.4700000000003,,,,False,0,0,False,Primary residence,False,1,82,1435.0,686,Experian Fair Isaac,DU,UMBS 30YR 2.5,12250.000000000011
5036250,CA,Del Norte   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,255000,2021-09-01,2021-10-01,2051-09-01,360,1071.05,2.99,429583,5772.500000000001,4615.500000000001,1157,,,,False,0,0,False,Primary residence,False,1,130,1192.0,686,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,12750.000000000011
5036296,MI,Lenawee    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,335000,2021-09-01,2021-10-01,2036-09-01,180,2268.19,2.75,512155,7720.660000000002,6063.500000000002,1657.1599999999999,,,,False,0,0,False,Primary residence,False,1,211,3869.0,686,Experian Fair Isaac,LP,UMBS 30YR 2.5,16750.000000000015
5036305,NC,Cumberland    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,105000,2021-09-01,2021-10-01,2051-09-01,360,455.74,3.25,183471,2287.820000000002,409.5000000000018,1878.3200000000002,,,,False,0,0,False,Primary residence,False,1,55,1605.0,686,Equifax Beacon 5.0,DU,UMBS 30YR 3.0,5250.000000000005
5036315,NY,Westchester    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,305000,2021-09-01,2021-10-01,2051-09-01,360,1262.4,2.875,884571,7383.0,5520.5,1862.5,,,,False,0,0,False,Primary residence,False,1,178,3264.0,686,FICO Risk Score Classic,DU,UMBS 30YR 2.5,15250.000000000013
5036335,MT,Valley    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,305000,2021-09-01,2021-10-01,2036-09-01,180,1994.27,2.25,386076,17438.50000000004,15616.00000000004,1822.5,,,,False,0,0,False,Primary residence,False,1,104,3554.0,686,FICO Risk Score Classic,DU,UMBS 30YR 2.0,15250.000000000013
5036379,AZ,Pinal    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,135000,2021-09-02,2021-10-01,2041-09-01,240,738.52,2.875,213338,4122.500000000001,2443.500000000001,1679,,,,False,0,0,False,Primary residence,False,1,38,1299.0,686,Experian Fair Isaac,DU,UMBS 30YR 2.5,6750.000000000006
5036399,TN,Sumner    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,215000,2021-09-03,2021-10-01,2051-09-01,360,889.89,2.875,329654,5683.420000000001,3891.500000000001,1791.92,,,,False,0,0,False,Primary residence,False,1,61,2491.0,686,Equifax Beacon 5.0,LP,UMBS 30YR 2.5,10750.00000000001
5036435,NY,Clinton    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,365000,2021-09-03,2021-10-01,2051-09-01,360,1559.51,3.125,544777,8160.0,6606.5,1553.5,,,,False,0,0,False,Primary residence,False,1,303,7828.0,686,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,18250.000000000015
5036440,TN,Shelby    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,215000,2021-09-03,2021-10-01,2036-09-01,180,1405.8,2.25,405661,5583.920000000011,4235.500000000011,1348.42,,,,False,0,0,False,Primary residence,False,1,118,2950.0,686,Experian Fair Isaac,DU,UMBS 15YR 2.0,10750.00000000001
5036468,AZ,Pinal    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,205000,2021-09-03,2021-10-01,2051-09-01,360,861.04,2.99,350129,2930.4999999999945,1701.4999999999945,1229,,,,False,0,0,False,Primary residence,False,1,73,1886.0,686,Experian Fair Isaac,DU,UMBS 15YR 2.5,10250.00000000001
5036554,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,525000,2021-09-04,2021-10-01,2036-09-01,180,3370.42,1.99,737775,39822.50000000001,39637.50000000001,185,,,,False,0,0,False,Primary residence,False,1,127,4022.0,686,Experian Fair Isaac,DU,UMBS 30YR 1.5,26250.000000000022
5036655,VA,Loudoun    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,535000,2021-09-04,2021-10-01,2051-09-01,360,2179.1000000000004,2.75,891667,11336.020000000004,9683.500000000004,1652.52,,,,False,0,0,False,Primary residence,False,1,107,3389.0,686,Experian Fair Isaac,DU,UMBS 30YR 2.5,26750.000000000025
5036673,TX,Bexar    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,295000,2021-09-04,2021-10-01,2041-09-01,240,1613.8,2.875,371771,8044.950000000002,5339.500000000002,2705.45,,,,False,0,0,False,Primary residence,False,1,100,3750.0,686,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,14750.000000000013
5036679,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,305000,2021-09-04,2021-10-01,2041-09-01,240,1631.28,2.625,516950,17032.00000000004,15616.00000000004,1416,,,,False,0,0,False,Primary residence,False,1,122,3660.0,686,Equifax Beacon 5.0,DU,UMBS 30YR 2.0,15250.000000000013
5036691,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,595000,2021-09-06,2021-10-01,2051-09-01,360,2499.11,2.99,993489,10796.250000000004,10769.500000000004,26.75,,,,False,0,0,False,Primary residence,False,1,90,3600.0,686,Experian Fair Isaac,DU,UMBS 30YR 2.5,29750.000000000025
5036862,IN,Clark    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,95000,2021-09-06,2021-10-01,2036-09-01,180,653.97,2.99,142515,2342.9999999999977,788.4999999999977,1554.5,,,,False,0,0,False,Primary residence,False,1,65,1734.0,686,FICO Risk Score Classic,DU,UMBS 15YR 2.5,4750.000000000005
5036949,UT,Utah    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,305000,2021-09-07,2021-10-01,2036-09-01,180,2065.07,2.75,586426,7889.0,5520.5,2368.5,,,,False,0,0,False,Investment property,False,1,371,9894.0,686,Experian Fair Isaac,DU,UMBS 30YR 2.5,15250.000000000013
5036975,NC,Surry    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,205000,2021-09-07,2021-10-01,2051-09-01,360,834.99,2.75,276654,4788.320000000001,3710.500000000001,1077.8199999999997,,,,False,0,0,False,Primary residence,False,1,69,1438.0,686,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,10250.00000000001
5037038,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,245000,2021-09-07,2021-10-01,2036-09-01,180,1572.87,1.99,373249,19878.500000000004,18497.500000000004,1381,,,,False,0,0,False,Primary residence,False,1,60,1850.0,686,Equifax Beacon 5.0,LP,UMBS 30YR 1.5,12250.000000000011
5037155,CA,San Bernardino   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,425000,2021-09-08,2021-10-01,2051-09-01,360,1675.78,2.5,575491,22725.00000000006,21760.00000000006,965,,,,False,0,0,False,Primary residence,False,1,131,4585.0,686,Equifax Beacon 5.0,LP,UMBS 30YR 2.0,21250.00000000002
5037189,TX,Nueces    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,205000,2021-09-09,2021-10-01,2036-09-01,180,1364.08,2.5,426019,13432.500000000027,10496.000000000027,2936.5,,,,False,0,0,False,Primary residence,False,1,161,2818.0,686,FICO Risk Score Classic,DU,UMBS 30YR 2.0,10250.00000000001
5037208,NY,Richmond    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,205000,2021-09-09,2021-10-01,2051-09-01,360,848.5,2.875,512500,3008.9999999999945,1701.4999999999945,1307.5,,,,False,0,0,False,Primary residence,False,1,82,2460.0,686,Experian Fair Isaac,LP,UMBS 15YR 2.5,10250.00000000001
5037218,KY,Warren    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,205000,2021-09-09,2021-10-01,2036-09-01,180,1388.0,2.75,323548,4970.380000000001,3710.500000000001,1259.8800000000006,,,,False,0,0,False,Primary residence,False,1,74,2590.0,686,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,10250.00000000001
5037239,TX,Guadalupe    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,235000,2021-09-09,2021-10-01,2051-09-01,360,1052.19,3.5,312667,3502.300000000004,916.5000000000036,2585.8,,,,False,0,0,False,Primary residence,False,1,152,4814.0,686,FICO Risk Score Classic,DU,UMBS 30YR 3.0,11750.000000000011
5037306,OH,Greene    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,165000,2021-09-11,2021-10-01,2051-09-01,360,727.42,3.375,206250,3138.050000000003,643.5000000000027,2494.55,,,,False,0,0,False,Primary residence,False,1,75,2688.0,686,Experian Fair Isaac,DU,UMBS 30YR 3.0,8250.000000000007
5037391,FL,Manatee    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Other,1,False,False,75000,2021-09-13,2021-10-01,2036-09-01,180,507.81,2.75,330106,2386.75,1357.5,1029.25,,,,False,0,0,False,Primary residence,False,1,88,1760.0,686,FICO Risk Score Classic,DU,UMBS 30YR 2.5,3750.000000000003
5037398,CT,Hartford    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,185000,2021-09-14,2021-10-01,2051-09-01,360,841.16,3.625,249360,2784.1200000000035,721.5000000000036,2062.62,,,,False,0,0,False,Primary residence,False,1,60,2050.0,686,Equifax Beacon 5.0,LP,UMBS 30YR 3.0,9250.00000000001
