loan_id,state_code,county,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,loan_type,loan_purpose,lien_position,reverse_mortgage,open_end_line_of_credit,loan_amount,closing_date,first_payment_date,maturity_date,loan_term,principal_interest_pmt,interest_rate,umbs_code,property_value,total_loan_costs,origition_charges,other_loan_costs,lender_credits,prepayment_pelty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,occupancy_type,manufactured_home,total_units,income_thousands,recurring_monthly_debt,median_fico_score,credit_score_type,aus_type,base_margin,umbs_price,trade_margin,target_profit,trade_premium,points_and_fees,total_loan_revenue,gross_profit,profit_margin,winning_bid,winner,actual_trade_premium,acctual_loan_revenue,actual_profit_margin
5029411,FL,Osceola    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-08-28,2021-10-01,2051-09-01,360,1019.98,3.25,UMBS 30YR 3.0,321918,2514.600000000004,916.5000000000036,1598.1000000000004,,,,False,0,0,False,Primary residence,False,1,92,1917.0,692,Experian Fair Isaac,DU,1.05,104.61,0.04610000000000003,11750.000000000011,10833.500000000007,916.5000000000036,11750.000000000011,11750.000000000011,0.050000000000000044,0.046099999999999995,umbs_price,10833.499999999998,,
5029453,CA,Stanislaus    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,125000,2021-08-28,2021-10-01,2051-09-01,360,525.03,2.99,UMBS 30YR 2.5,245918,3272.0000000000005,2262.5000000000005,1009.5,,,,False,0,0,False,Primary residence,False,1,46,422.0,692,Equifax Beacon 5.0,DU,1.05,103.19,0.03190000000000004,6250.0000000000055,3987.500000000005,2262.5000000000005,6250.0000000000055,6250.0000000000055,0.050000000000000044,0.03189999999999998,umbs_price,3987.4999999999973,,
5029488,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,135000,2021-08-30,2021-10-01,2051-09-01,360,558.77,2.875,UMBS 30YR 2.5,1026616,4113.000000000001,2443.500000000001,1669.5,,,,False,0,0,False,Primary residence,False,1,61,2491.0,692,Experian Fair Isaac,DU,1.05,103.19,0.03190000000000004,6750.000000000006,4306.5000000000055,2443.500000000001,6750.000000000006,6750.000000000006,0.050000000000000044,0.03189999999999998,umbs_price,4306.499999999997,,
5029489,CA,Santa Clara   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,825000,2021-08-30,2021-10-01,2051-09-01,360,3095.71,2.125,UMBS 30YR 1.5,2911080,62922.500000000015,62287.500000000015,635,,,60.0,False,0,0,False,Primary residence,False,1,159,6095.0,692,FICO Risk Score Classic,DU,1.05,97.45,-0.025499999999999967,41250.00000000004,-21037.499999999975,62287.500000000015,41250.000000000044,41250.000000000044,0.05000000000000005,-0.02549999999999997,umbs_price,-21037.499999999975,,
5029571,MO,Howell    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Other,1,False,False,95000,2021-09-01,2021-10-01,2036-09-01,180,648.81,2.875,UMBS 30YR 2.5,315092,3344.540000000001,1719.500000000001,1625.04,,,,False,0,0,False,Primary residence,False,1,24,980.0,692,Equifax Beacon 5.0,LP,1.05,103.19,0.03190000000000004,4750.000000000005,3030.5000000000036,1719.500000000001,4750.000000000005,4750.000000000005,0.050000000000000044,0.03189999999999998,umbs_price,3030.4999999999977,,
5029587,UT,Rich    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-09-01,2021-10-01,2041-09-01,240,1256.89,2.625,UMBS 30YR 2.0,559524,14045.500000000033,12032.000000000033,2013.5,,,,False,0,0,False,Second residence,False,1,451,16913.0,692,Equifax Beacon 5.0,DU,1.05,99.88,-0.0012000000000000899,11750.000000000011,-282.00000000002115,12032.000000000033,11750.000000000011,11750.000000000011,0.050000000000000044,-0.0012000000000000454,umbs_price,-282.0000000000107,,
5029675,TX,Harris    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,155000,2021-09-01,2021-10-01,2036-09-01,180,1067.0,2.99,UMBS 30YR 2.5,294509,4806.800000000001,2805.500000000001,2001.3000000000002,,,,False,0,0,False,Primary residence,False,1,70,2159.0,692,Experian Fair Isaac,LP,1.05,103.19,0.03190000000000004,7750.000000000007,4944.500000000006,2805.500000000001,7750.000000000007,7750.000000000007,0.050000000000000044,0.03189999999999998,umbs_price,4944.499999999996,,
5029676,GA,Paulding    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,245000,2021-09-01,2021-10-01,2051-09-01,360,1080.1,3.375,UMBS 15YR 3.0,329213,1547.0,0.0,1547,,,,False,0,0,False,Primary residence,False,1,86,1720.0,692,FICO Risk Score Classic,LP,1.05,105.0,0.050000000000000044,12250.000000000011,12250.000000000011,0.0,12250.000000000011,12250.000000000011,0.050000000000000044,0.05,umbs_price,12250.0,,
5029782,HI,Honolulu    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,255000,2021-09-02,2021-10-01,2041-09-01,240,1394.98,2.875,UMBS 30YR 2.5,796129,6540.470000000001,4615.500000000001,1924.9700000000003,,,,False,0,0,False,Primary residence,False,1,87,2973.0,692,FICO Risk Score Classic,DU,1.05,103.19,0.03190000000000004,12750.000000000011,8134.50000000001,4615.500000000001,12750.000000000011,12750.000000000011,0.050000000000000044,0.03189999999999998,umbs_price,8134.4999999999945,,
5029805,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,185000,2021-09-02,2021-10-01,2051-09-01,360,777.04,2.99,UMBS 30YR 2.5,268584,4723.500000000002,3348.500000000002,1375,,,,False,0,0,False,Primary residence,False,1,58,1305.0,692,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,9250.00000000001,5901.500000000007,3348.500000000002,9250.00000000001,9250.00000000001,0.05000000000000005,0.03189999999999998,umbs_price,5901.499999999995,,
5029896,GA,Forsyth    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,185000,2021-09-02,2021-10-01,2036-09-01,180,1199.05,2.125,UMBS 30YR 1.5,401389,14381.550000000003,13967.500000000004,414.04999999999995,,,,False,0,0,False,Primary residence,False,1,172,2724.0,692,FICO Risk Score Classic,DU,1.05,97.45,-0.025499999999999967,9250.00000000001,-4717.499999999994,13967.500000000004,9250.000000000011,9250.000000000011,0.05000000000000006,-0.02549999999999997,umbs_price,-4717.4999999999945,,
5029986,FL,Orange    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,315000,2021-09-02,2021-10-01,2051-09-01,360,1273.12,2.69,UMBS 15YR 2.0,400000,6205.500000000016,6205.500000000016,0,,,,False,0,0,False,Primary residence,False,1,80,2467.0,692,FICO Risk Score Classic,LP,1.05,103.03,0.030299999999999994,15750.000000000015,9544.499999999998,6205.500000000016,15750.000000000015,15750.000000000015,0.050000000000000044,0.03030000000000001,umbs_price,9544.500000000004,,
5030003,CA,San Bernardino   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,205000,2021-09-02,2021-10-01,2036-09-01,180,1316.07,1.99,UMBS 30YR 1.5,440766,16972.000000000004,15477.500000000004,1494.5,,,,False,0,0,False,Primary residence,False,1,84,2240.0,692,Equifax Beacon 5.0,LP,1.05,97.45,-0.025499999999999967,10250.00000000001,-5227.499999999994,15477.500000000004,10250.000000000011,10250.000000000011,0.05000000000000005,-0.02549999999999997,umbs_price,-5227.499999999994,,
5030028,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-09-02,2021-10-01,2036-09-01,180,1508.67,1.99,UMBS 30YR 1.5,612299,17975.000000000004,17742.500000000004,232.5,,,,False,0,0,False,Primary residence,False,1,95,2534.0,692,FICO Risk Score Classic,DU,1.05,97.45,-0.025499999999999967,11750.000000000011,-5992.499999999993,17742.500000000004,11750.000000000011,11750.000000000011,0.050000000000000044,-0.02549999999999997,umbs_price,-5992.499999999993,,
5030064,MI,Oakland    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,125000,2021-09-04,2021-10-01,2031-09-01,120,1168.97,2.375,UMBS 30YR 2.0,195313,7534.250000000016,6400.000000000016,1134.25,,,,False,0,0,False,Primary residence,False,1,59,2115.0,692,Equifax Beacon 5.0,DU,1.05,99.88,-0.0012000000000000899,6250.0000000000055,-150.00000000001123,6400.000000000016,6250.0000000000055,6250.0000000000055,0.050000000000000044,-0.0012000000000000454,umbs_price,-150.00000000000568,,
5030210,WA,King    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,495000,2021-09-06,2021-10-01,2047-09-01,312,2202.28,2.69,UMBS 30YR 2.0,990000,25344.000000000065,25344.000000000065,0,,,,False,0,0,False,Primary residence,False,1,173,4037.0,692,Equifax Beacon 5.0,DU,1.05,99.88,-0.0012000000000000899,24750.000000000022,-594.0000000000445,25344.000000000065,24750.000000000022,24750.000000000022,0.050000000000000044,-0.0012000000000000454,umbs_price,-594.0000000000225,,
5030227,VA,Prince William   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,355000,2021-09-06,2021-10-01,2041-09-01,240,1942.03,2.875,UMBS 15YR 2.5,384283,5422.749999999989,2946.499999999989,2476.25,,,,False,0,0,False,Primary residence,False,1,202,6734.0,692,Experian Fair Isaac,DU,1.05,104.17,0.04170000000000007,17750.000000000015,14803.500000000025,2946.499999999989,17750.000000000015,17750.000000000015,0.050000000000000044,0.041700000000000015,umbs_price,14803.500000000005,,
5030292,PA,Bucks    ,False,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,605000,2021-09-06,2021-10-01,2051-09-01,360,2504.11,2.875,UMBS 30YR 2.5,806667,11645.5,10950.5,695,,,,False,0,0,False,Primary residence,False,1,205,5125.0,692,Equifax Beacon 5.0,DU,1.05,103.19,0.03190000000000004,30250.000000000025,19299.500000000025,10950.5,30250.000000000025,30250.000000000025,0.050000000000000044,0.03189999999999998,umbs_price,19299.499999999985,,
5030351,ID,Bannock    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,215000,2021-09-07,2021-10-01,2051-09-01,360,947.85,3.375,UMBS 30YR 3.0,286667,2648.500000000002,838.5000000000018,1810,,,,False,0,0,False,Investment property,False,1,88,3080.0,692,Equifax Beacon 5.0,DU,1.05,104.61,0.04610000000000003,10750.00000000001,9911.500000000007,838.5000000000018,10750.00000000001,10750.00000000001,0.050000000000000044,0.046099999999999995,umbs_price,9911.499999999998,,
5030361,GA,Gwinnett    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,235000,2021-09-07,2021-10-01,2036-09-01,180,1591.12,2.75,UMBS 30YR 2.5,313334,6515.700000000002,4253.500000000002,2262.2,,,,False,0,0,False,Investment property,False,1,156,3900.0,692,Equifax Beacon 5.0,LP,1.05,103.19,0.03190000000000004,11750.000000000011,7496.500000000009,4253.500000000002,11750.000000000011,11750.000000000011,0.050000000000000044,0.03189999999999998,umbs_price,7496.4999999999945,,
5030409,CA,Alameda    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,435000,2021-09-07,2021-10-01,2051-09-01,360,1800.47,2.875,UMBS 30YR 2.5,758766,7873.500000000002,7873.500000000002,0,,,,False,0,0,False,Primary residence,False,1,80,3267.0,692,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,21750.00000000002,13876.500000000016,7873.500000000002,21750.00000000002,21750.00000000002,0.050000000000000044,0.03189999999999998,umbs_price,13876.499999999989,,
5030413,CA,San Mateo   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,815000,2021-09-07,2021-10-01,2036-09-01,180,5423.04,2.5,UMBS 30YR 2.0,1864989,41913.00000000011,41728.00000000011,185,,,,False,0,0,False,Primary residence,False,1,185,7246.0,692,Experian Fair Isaac,DU,1.05,99.88,-0.0012000000000000899,40750.00000000004,-978.0000000000732,41728.00000000011,40750.00000000004,40750.00000000004,0.050000000000000044,-0.0012000000000000454,umbs_price,-978.0000000000371,,
5030465,LA,Washington Parish   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,205000,2021-09-08,2021-10-01,2051-09-01,360,861.04,2.99,UMBS 15YR 2.5,251936,3963.899999999994,1701.4999999999945,2262.3999999999996,,,,False,0,0,False,Primary residence,False,1,136,3174.0,692,FICO Risk Score Classic,LP,1.05,104.17,0.04170000000000007,10250.00000000001,8548.500000000015,1701.4999999999945,10250.00000000001,10250.00000000001,0.050000000000000044,0.04388750000000002,storgan_manley,8996.937500000004,10698.437499999998,0.05218749999999999
5030468,NC,Durham    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,115000,2021-09-08,2021-10-01,2041-09-01,240,643.34,3.125,UMBS 30YR 2.5,208864,3646.310000000001,2081.500000000001,1564.81,,,,False,0,0,False,Primary residence,False,1,51,1615.0,692,FICO Risk Score Classic,DU,1.05,103.19,0.03190000000000004,5750.0000000000055,3668.5000000000045,2081.500000000001,5750.0000000000055,5750.0000000000055,0.050000000000000044,0.03189999999999998,umbs_price,3668.4999999999973,,
5030538,PA,Monroe    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,185000,2021-09-08,2021-10-01,2048-09-01,324,856.1,3.25,UMBS 30YR 3.0,198925,3622.0000000000036,721.5000000000036,2900.5,,,,False,0,0,False,Primary residence,False,1,60,1450.0,692,Experian Fair Isaac,DU,1.05,104.61,0.04610000000000003,9250.00000000001,8528.500000000005,721.5000000000036,9250.00000000001,9250.00000000001,0.05000000000000005,0.046099999999999995,umbs_price,8528.5,,
5030667,MA,Essex    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,175000,2021-09-09,2021-10-01,2031-09-01,120,1626.86,2.25,UMBS 30YR 2.0,434999,10144.500000000024,8960.000000000024,1184.5,,,,False,0,0,False,Primary residence,False,1,75,2313.0,692,FICO Risk Score Classic,DU,1.05,99.88,-0.0012000000000000899,8750.000000000007,-210.00000000001572,8960.000000000024,8750.000000000007,8750.000000000007,0.050000000000000044,-0.0012000000000000454,umbs_price,-210.00000000000796,,
5030812,MD,Baltimore city   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,215000,2021-09-09,2021-10-01,2051-09-01,360,875.72,2.75,UMBS 30YR 2.5,256197,3891.500000000001,3891.500000000001,0,,,,False,0,0,False,Primary residence,False,1,161,4830.0,692,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,10750.00000000001,6858.500000000008,3891.500000000001,10750.00000000001,10750.00000000001,0.050000000000000044,0.03189999999999998,umbs_price,6858.499999999995,,
5030851,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,295000,2021-09-09,2021-10-01,2036-09-01,180,1893.86,1.99,UMBS 30YR 1.5,526504,23942.000000000004,22272.500000000004,1669.500000000001,,,,False,0,0,False,Primary residence,False,1,75,2688.0,692,Equifax Beacon 5.0,LP,1.05,97.45,-0.025499999999999967,14750.000000000013,-7522.49999999999,22272.500000000004,14750.000000000015,14750.000000000015,0.05000000000000005,-0.02549999999999997,umbs_price,-7522.499999999991,,
5030864,KY,Fayette    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,135000,2021-09-09,2021-10-01,2051-09-01,360,558.77,2.875,UMBS 30YR 2.5,142106,4024.500000000001,2443.500000000001,1581,,,,False,0,0,False,Primary residence,False,1,43,1290.0,692,Experian Fair Isaac,DU,1.05,103.19,0.03190000000000004,6750.000000000006,4306.5000000000055,2443.500000000001,6750.000000000006,6750.000000000006,0.050000000000000044,0.03189999999999998,umbs_price,4306.499999999997,,
5030917,CA,Riverside    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,335000,2021-09-11,2021-10-01,2051-09-01,360,1386.57,2.875,UMBS 30YR 2.5,515385,7224.500000000002,6063.500000000002,1161,,,,False,0,0,False,Primary residence,False,1,72,2640.0,692,Experian Fair Isaac,DU,1.05,103.19,0.03190000000000004,16750.000000000015,10686.500000000013,6063.500000000002,16750.000000000015,16750.000000000015,0.050000000000000044,0.03189999999999998,umbs_price,10686.499999999993,,
5030950,MI,Macomb    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,205000,2021-09-11,2021-10-01,2036-09-01,180,1364.08,2.5,UMBS 30YR 2.0,277967,11818.000000000027,10496.000000000027,1322,,,,False,0,0,False,Primary residence,False,1,66,1705.0,692,Experian Fair Isaac,LP,1.05,99.88,-0.0012000000000000899,10250.00000000001,-246.00000000001842,10496.000000000027,10250.00000000001,10250.00000000001,0.050000000000000044,-0.0012000000000000454,umbs_price,-246.00000000000932,,
5030992,PA,Cumberland    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,105000,2021-09-13,2021-10-01,2036-09-01,180,710.93,2.75,UMBS 30YR 2.5,148515,4221.59,1900.5000000000005,2321.0899999999997,,,,False,0,0,False,Primary residence,False,1,51,1403.0,692,Equifax Beacon 5.0,DU,1.05,103.19,0.03190000000000004,5250.000000000005,3349.500000000004,1900.5000000000005,5250.000000000005,5250.000000000005,0.050000000000000044,0.03189999999999998,umbs_price,3349.4999999999977,,
5031096,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,205000,2021-09-13,2021-10-01,2051-09-01,360,828.54,2.69,UMBS 30YR 2.0,280784,11453.000000000027,10496.000000000027,956.9999999999995,,,,False,0,0,False,Primary residence,False,1,137,3654.0,692,Equifax Beacon 5.0,LP,1.05,99.88,-0.0012000000000000899,10250.00000000001,-246.00000000001842,10496.000000000027,10250.00000000001,10250.00000000001,0.050000000000000044,-0.0012000000000000454,umbs_price,-246.00000000000932,,
5031145,AR,Benton    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,75000,2021-09-15,2021-11-01,2048-10-01,324,342.11,3.125,UMBS 15YR 2.5,168767,1528.9999999999977,622.4999999999977,906.5,,,,False,0,0,False,Primary residence,False,1,45,1050.0,692,FICO Risk Score Classic,DU,1.05,104.17,0.04170000000000007,3750.000000000003,3127.5000000000055,622.4999999999977,3750.000000000003,3750.000000000003,0.050000000000000044,0.041700000000000015,umbs_price,3127.500000000001,,
5031179,AL,Mobile    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,215000,2021-09-16,2021-11-01,2051-10-01,360,933.17,3.25,UMBS 15YR 3.0,311595,1749.5,0.0,1749.5,,,,False,0,0,False,Primary residence,False,1,107,2497.0,692,Equifax Beacon 5.0,DU,1.05,105.0,0.050000000000000044,10750.00000000001,10750.00000000001,0.0,10750.00000000001,10750.00000000001,0.050000000000000044,0.05,umbs_price,10750.0,,
5031228,FL,Miami-Dade,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,245000,2021-09-16,2021-11-01,2036-10-01,180,1686.55,2.99,UMBS 30YR 2.5,422633,5831.52,4434.500000000001,1397.02,,,,False,0,0,False,Primary residence,False,1,123,4920.0,692,Equifax Beacon 5.0,DU,1.05,103.19,0.03190000000000004,12250.000000000011,7815.50000000001,4434.500000000001,12250.000000000011,12250.000000000011,0.050000000000000044,0.03189999999999998,umbs_price,7815.4999999999945,,
5031269,CA,San Diego   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,205000,2021-09-16,2021-11-01,2036-10-01,180,1376.01,2.625,UMBS 15YR 2.0,353632,5130.50000000001,4038.50000000001,1092,,,,False,0,0,False,Primary residence,False,1,67,2569.0,692,FICO Risk Score Classic,LP,1.05,103.03,0.030299999999999994,10250.00000000001,6211.499999999999,4038.50000000001,10250.00000000001,10250.00000000001,0.050000000000000044,0.03030000000000001,umbs_price,6211.500000000002,,
5031278,CA,Fresno    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,225000,2021-09-17,2021-11-01,2051-10-01,360,991.93,3.375,UMBS 30YR 3.0,303480,2462.000000000002,877.5000000000018,1584.5,,,,False,0,0,False,Primary residence,False,1,52,1344.0,692,FICO Risk Score Classic,DU,1.05,104.61,0.04610000000000003,11250.00000000001,10372.500000000007,877.5000000000018,11250.00000000001,11250.00000000001,0.05000000000000004,0.046099999999999995,umbs_price,10372.499999999998,,
5031395,NC,Mecklenburg    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,115000,2021-09-17,2021-11-01,2031-10-01,120,1069.08,2.25,UMBS 30YR 2.0,425926,6956.300000000016,5888.0000000000155,1068.3000000000002,,,,False,0,0,False,Primary residence,False,1,58,1740.0,692,Experian Fair Isaac,DU,1.05,99.88,-0.0012000000000000899,5750.0000000000055,-138.00000000001035,5888.0000000000155,5750.0000000000055,5750.0000000000055,0.050000000000000044,-0.0012000000000000454,umbs_price,-138.00000000000523,,
5031424,UT,Utah    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,145000,2021-09-14,2021-10-01,2051-09-01,360,659.29,3.625,UMBS 30YR 3.0,401329,1490.0000000000018,565.5000000000018,924.5,,,,False,0,0,False,Primary residence,False,1,51,1275.0,693,FICO Risk Score Classic,DU,1.05,104.61,0.04610000000000003,7250.000000000006,6684.500000000005,565.5000000000018,7250.000000000006,7250.000000000006,0.050000000000000044,0.046099999999999995,umbs_price,6684.499999999999,,
5031427,CA,Santa Clara   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,625000,2021-08-24,2021-10-01,2051-09-01,360,2608.46,2.94,UMBS 30YR 2.5,781250,14365.500000000004,11312.500000000004,3053,,,,False,0,0,False,Primary residence,False,1,114,4275.0,693,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,31250.00000000003,19937.500000000025,11312.500000000004,31250.00000000003,31250.00000000003,0.050000000000000044,0.03189999999999998,umbs_price,19937.499999999985,,
5031431,MI,Genesee    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,215000,2021-08-25,2021-10-01,2051-09-01,360,933.17,3.25,UMBS 15YR 3.0,221650,2255.5,0.0,2255.5,,,,False,0,0,False,Primary residence,False,1,62,2170.0,693,Equifax Beacon 5.0,DU,1.05,105.0,0.050000000000000044,10750.00000000001,10750.00000000001,0.0,10750.00000000001,10750.00000000001,0.050000000000000044,0.05,umbs_price,10750.0,,
5031479,WA,Thurston    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-08-26,2021-10-01,2051-09-01,360,972.67,2.875,UMBS 30YR 2.5,405173,6356.000000000002,4253.500000000002,2102.4999999999995,,,,False,0,0,False,Primary residence,False,1,37,1295.0,693,Equifax Beacon 5.0,DU,1.05,103.19,0.03190000000000004,11750.000000000011,7496.500000000009,4253.500000000002,11750.000000000011,11750.000000000011,0.050000000000000044,0.03189999999999998,umbs_price,7496.4999999999945,,
5031532,NY,Kings    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,325000,2021-08-28,2021-10-01,2051-09-01,360,1365.06,2.99,UMBS 30YR 2.5,580047,7417.000000000002,5882.500000000002,1534.5,,,,False,0,0,False,Primary residence,False,1,132,3960.0,693,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,16250.000000000015,10367.500000000013,5882.500000000002,16250.000000000015,16250.000000000015,0.050000000000000044,0.03189999999999998,umbs_price,10367.499999999993,,
5031558,CA,San Diego   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,375000,2021-08-31,2021-10-01,2051-09-01,360,1575.07,2.99,UMBS 30YR 2.5,552853,7987.000000000004,6787.500000000004,1199.5,,,,False,0,0,False,Primary residence,False,1,132,3960.0,693,Experian Fair Isaac,DU,1.05,103.19,0.03190000000000004,18750.00000000002,11962.500000000015,6787.500000000004,18750.00000000002,18750.00000000002,0.05000000000000005,0.03189999999999998,umbs_price,11962.49999999999,,
5031567,CA,Kern    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,185000,2021-08-31,2021-10-01,2051-09-01,360,765.72,2.875,UMBS 30YR 2.5,348137,4358.000000000002,3348.500000000002,1009.5,,,,False,0,0,False,Primary residence,False,1,58,1837.0,693,Equifax Beacon 5.0,LP,1.05,103.19,0.03190000000000004,9250.00000000001,5901.500000000007,3348.500000000002,9250.00000000001,9250.00000000001,0.05000000000000005,0.03189999999999998,umbs_price,5901.499999999995,,
5031568,FL,Duval    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,275000,2021-08-31,2021-10-01,2051-09-01,360,1155.06,2.99,UMBS 30YR 2.5,357143,7209.500000000002,4977.500000000002,2232,,,,False,0,0,False,Primary residence,False,1,109,2090.0,693,Experian Fair Isaac,DU,1.05,103.19,0.03190000000000004,13750.000000000013,8772.500000000011,4977.500000000002,13750.000000000013,13750.000000000013,0.050000000000000044,0.03189999999999998,umbs_price,8772.499999999995,,
5031583,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,305000,2021-09-01,2021-10-01,2051-09-01,360,1242.29,2.75,UMBS 15YR 2.5,610000,3936.249999999991,2531.499999999991,1404.75,,,,False,0,0,False,Primary residence,False,1,59,1918.0,693,FICO Risk Score Classic,DU,1.05,104.17,0.04170000000000007,15250.000000000013,12718.500000000022,2531.499999999991,15250.000000000013,15250.000000000013,0.050000000000000044,0.041700000000000015,umbs_price,12718.500000000004,,
5031629,KY,Jefferson    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,275000,2021-09-01,2021-10-01,2051-09-01,360,1231.29,3.5,UMBS 30YR 3.0,458334,2195.0000000000036,1072.5000000000036,1122.5,,,,False,0,0,False,Primary residence,False,1,114,3135.0,693,Equifax Beacon 5.0,DU,1.05,104.61,0.04610000000000003,13750.000000000013,12677.50000000001,1072.5000000000036,13750.000000000013,13750.000000000013,0.050000000000000044,0.046099999999999995,umbs_price,12677.499999999998,,
5031662,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,315000,2021-09-01,2021-10-01,2049-09-01,336,1332.49,2.69,UMBS 30YR 2.0,543104,16128.000000000044,16128.000000000044,0,,,,False,0,0,False,Primary residence,False,1,140,3500.0,693,Equifax Beacon 5.0,DU,1.05,99.88,-0.0012000000000000899,15750.000000000015,-378.0000000000283,16128.000000000044,15750.000000000015,15750.000000000015,0.050000000000000044,-0.0012000000000000454,umbs_price,-378.0000000000143,,
