loan_id,golden_sachs,storgan_manley,smells_largo,bank_of_americans,pj_logan
5025793,95.3875,95.48125,95.41875,95.45,95.35625
5025795,102.5475,102.64125,102.57875,102.61,102.51625
5025796,104.61,104.64125,104.51625,104.5475,104.51625
5025799,100.19,100.22125,100.15875,100.2525,100.09625
5025800,99.66125,99.72375,99.59875,99.59875,99.6925
5025805,105.17,105.20125,105.07625,105.1075,105.07625
5025807,102.19,102.22125,102.15875,102.19,102.15875
5025808,105.15625,105.21875,105.15625,105.1875,105.0625
5025811,101.90875,101.90875,101.90875,101.90875,101.7525
5025816,101.815,101.84625,101.72125,101.815,101.59625
5025821,102.97125,103.03375,102.90875,102.90875,103.0025
5025825,102.655,102.68625,102.56125,102.655,102.43625
5025827,101.40875,101.40875,101.34625,101.34625,101.3775
5025829,103.01625,103.07875,102.95375,103.01625,102.9225
5025833,102.405,102.31125,102.37375,102.405,102.24875
5025834,103.6275,103.59625,103.53375,103.565,103.65875
5025835,104.36,104.32875,104.26625,104.32875,104.20375
5025840,104.70375,104.70375,104.70375,104.735,104.5475
5025843,104.5,104.53125,104.46875,104.5,104.34375
5025847,101.52375,101.52375,101.46125,101.4925,101.43
5025848,104.19,104.22125,104.09625,104.1275,104.09625
5025849,101.7325,101.82625,101.76375,101.795,101.70125
5025851,104.20375,104.20375,104.20375,104.235,104.1725
5025854,102.69,102.72125,102.65875,102.72125,102.47125
5025859,103.26625,103.32875,103.32875,103.36,103.11
5025860,101.1275,101.09625,101.03375,101.065,101.09625
5025864,101.84625,101.78375,101.78375,101.78375,101.69
5025869,102.19,102.22125,102.15875,102.22125,102.09625
5025871,100.03625,100.09875,100.03625,100.0675,99.9425
5025873,105.17,105.20125,105.07625,105.1075,105.07625
5025876,101.3775,101.47125,101.34625,101.44,101.15875
5025878,103.40875,103.40875,103.34625,103.34625,103.315
5025880,104.065,104.09625,104.03375,104.03375,103.97125
5025885,101.2525,101.34625,101.22125,101.315,101.15875
5025890,102.2975,102.39125,102.26625,102.36,102.20375
5025891,104.38875,104.38875,104.32625,104.32625,104.295
5025893,101.34625,101.40875,101.40875,101.44,101.315
5025897,103.485,103.57875,103.45375,103.51625,103.32875
5025898,102.19,102.22125,102.15875,102.22125,102.09625
5025900,103.20375,103.20375,103.20375,103.235,103.1725
5025901,104.36375,104.36375,104.36375,104.395,104.2075
5025902,98.755,98.78625,98.78625,98.78625,98.72375
5025904,102.19,102.22125,102.15875,102.22125,102.09625
5025909,103.5475,103.51625,103.51625,103.5475,103.51625
5025912,103.40875,103.40875,103.34625,103.34625,103.315
5025913,103.795,103.82625,103.70125,103.795,103.57625
5025916,101.34625,101.28375,101.28375,101.28375,101.315
5025921,98.53625,98.59875,98.59875,98.63,98.38
5025925,101.315,101.34625,101.28375,101.3775,101.09625
5025926,101.1275,101.22125,101.15875,101.19,101.09625
5025930,101.78375,101.78375,101.78375,101.815,101.6275
5025931,105.17,105.20125,105.07625,105.1075,105.07625
5025933,98.0675,98.16125,98.03625,98.13,97.84875
5025935,103.985,103.89125,103.95375,103.985,103.82875
5025940,101.7325,101.82625,101.76375,101.795,101.70125
5025942,105.875,105.90625,105.84375,105.84375,105.78125
5025946,103.67,103.70125,103.57625,103.67,103.57625
5025951,102.2975,102.39125,102.26625,102.36,102.20375
5025953,105.375,105.28125,105.28125,105.3125,105.40625
5025954,106.07875,106.07875,106.01625,106.0475,106.11
5025957,97.9425,98.03625,97.97375,98.005,97.78625
5025959,99.53625,99.47375,99.47375,99.47375,99.5675
5025963,102.295,102.32625,102.26375,102.3575,102.07625
5025965,105.1075,105.07625,105.01375,105.045,105.01375
5025969,100.7525,100.84625,100.78375,100.815,100.72125
5025971,103.985,104.01625,103.95375,103.985,104.01625
5025973,0.0,0.0,0.0,0.0,0.0
5025978,102.1275,102.09625,102.03375,102.065,102.09625
5025982,102.76625,102.70375,102.76625,102.76625,102.61
5025985,104.11,104.14125,104.07875,104.14125,103.89125
5025987,102.2525,102.34625,102.22125,102.2525,102.28375
5025992,103.53,103.56125,103.43625,103.4675,103.43625
5025996,103.47125,103.53375,103.40875,103.40875,103.3775
5025999,104.67,104.70125,104.57625,104.6075,104.70125
5026000,101.94,101.90875,101.90875,101.97125,101.78375
5026002,99.38,99.41125,99.34875,99.38,99.28625
5026007,102.7525,102.84625,102.72125,102.7525,102.65875
5026008,104.86,104.89125,104.89125,104.9225,104.89125
5026011,101.72125,101.78375,101.78375,101.815,101.69
5026015,101.40875,101.40875,101.34625,101.34625,101.3775
5026018,104.01625,104.07875,104.01625,104.0475,103.9225
5026023,102.19,102.22125,102.15875,102.19,102.15875
5026028,103.295,103.26375,103.20125,103.26375,103.26375
5026032,103.39125,103.45375,103.39125,103.39125,103.235
5026036,94.95,94.98125,94.98125,95.0125,94.91875
5026039,99.59875,99.59875,99.53625,99.63,99.505
5026042,104.69,104.65875,104.65875,104.72125,104.53375
5026043,104.1725,104.26625,104.14125,104.1725,104.07875
5026048,100.97375,100.97375,100.91125,100.9425,101.005
5026051,100.755,100.78625,100.72375,100.72375,100.66125
5026053,102.57625,102.63875,102.51375,102.57625,102.4825
5026056,96.95,96.98125,96.91875,96.95,96.79375
5026059,105.76375,105.76375,105.70125,105.7325,105.67
5026064,98.41125,98.34875,98.34875,98.38,98.38
5026065,98.53625,98.47375,98.47375,98.47375,98.38
5026070,103.15625,103.21875,103.21875,103.25,103.125
5026074,102.17,102.20125,102.20125,102.2325,102.01375
5026079,100.88,100.91125,100.78625,100.8175,100.78625
5026083,102.53375,102.59625,102.53375,102.59625,102.5025
5026088,95.3875,95.35625,95.41875,95.45,95.23125
5026089,104.07875,104.14125,104.07875,104.14125,103.9225
5026093,95.575,95.60625,95.54375,95.6375,95.35625
5026095,102.0025,101.84625,101.90875,101.94,101.97125
5026099,102.2975,102.39125,102.26625,102.36,102.20375
5026100,103.3775,103.40875,103.34625,103.3775,103.22125
5026103,104.09625,104.09625,104.03375,104.09625,103.94
5026107,103.94,103.97125,103.97125,104.0025,103.84625
5026112,104.11,104.14125,104.01625,104.0475,104.14125
5026117,104.1275,104.09625,104.03375,104.065,104.03375
5026119,104.28375,104.28375,104.22125,104.2525,104.315
5026124,103.69,103.72125,103.59625,103.6275,103.72125
5026125,105.25,105.21875,105.15625,105.21875,105.09375
5026126,102.6275,102.59625,102.59625,102.6275,102.47125
5026129,102.19,102.22125,102.15875,102.19,102.15875
5026134,104.985,105.01625,104.89125,104.9225,105.01625
5026135,103.295,103.32625,103.20125,103.295,103.20125
5026140,101.03,101.06125,100.99875,101.0925,100.93625
5026143,104.6075,104.57625,104.51375,104.545,104.51375
5026145,102.0025,101.97125,101.97125,101.97125,101.97125
5026148,105.17,105.20125,105.07625,105.1075,105.07625
5026149,103.19,103.22125,103.09625,103.1275,103.09625
5026154,102.1275,102.09625,102.03375,102.065,102.09625
5026156,102.1725,102.26625,102.20375,102.235,102.14125
5026160,97.8175,97.78625,97.72375,97.755,97.78625
5026161,103.61,103.64125,103.57875,103.61,103.64125
5026163,100.4925,100.46125,100.39875,100.4925,100.27375
5026165,104.065,104.09625,103.97125,104.0025,104.09625
5026166,104.38875,104.38875,104.32625,104.32625,104.295
5026168,104.32875,104.32875,104.26625,104.26625,104.36
5026170,98.16125,98.22375,98.16125,98.255,98.0675
5026171,0.0,0.0,0.0,0.0,0.0
5026173,0.0,0.0,0.0,0.0,0.0
5026178,102.235,102.26625,102.20375,102.2975,102.14125
5026179,99.315,99.34625,99.34625,99.3775,99.28375
5026184,102.1275,102.09625,102.03375,102.065,102.09625
5026187,103.5,103.40625,103.40625,103.5,103.28125
5026190,101.19,101.22125,101.22125,101.2525,101.03375
5026191,98.66125,98.72375,98.66125,98.755,98.4425
5026192,102.94,102.90875,102.84625,102.90875,102.90875
5026196,102.2525,102.22125,102.15875,102.2525,102.15875
5026199,100.69,100.72125,100.72125,100.7525,100.65875
5026200,103.0025,103.03375,102.90875,102.97125,102.97125
5026203,103.565,103.59625,103.53375,103.53375,103.59625
5026207,102.6875,102.78125,102.65625,102.75,102.59375
5026209,102.90875,102.90875,102.84625,102.84625,102.94
5026212,104.26625,104.20375,104.20375,104.20375,104.2975
5026213,104.38875,104.38875,104.32625,104.32625,104.295
5026216,102.0025,101.84625,101.90875,101.94,101.97125
5026220,102.6875,102.78125,102.65625,102.75,102.46875
5026223,103.5025,103.53375,103.40875,103.47125,103.34625
5026228,102.19,102.22125,102.15875,102.19,102.15875
5026229,101.78375,101.78375,101.78375,101.815,101.6275
5026230,95.5125,95.48125,95.48125,95.575,95.29375
5026232,103.78375,103.78375,103.72125,103.7525,103.69
5026235,102.93625,102.93625,102.87375,102.93625,102.78
5026240,104.3575,104.26375,104.26375,104.32625,104.20125
5026243,101.74875,101.74875,101.74875,101.74875,101.5925
5026246,103.20125,103.13875,103.13875,103.17,103.045
5026251,104.5,104.53125,104.46875,104.5,104.40625
5026252,100.03625,100.09875,100.03625,100.0675,99.9425
5026255,102.5025,102.34625,102.40875,102.44,102.34625
5026260,100.7525,100.84625,100.78375,100.815,100.72125
5026261,102.5025,102.47125,102.40875,102.44,102.47125
5026266,105.76375,105.76375,105.70125,105.7325,105.67
5026268,103.59625,103.59625,103.53375,103.59625,103.565
5026270,104.51625,104.45375,104.45375,104.485,104.485
5026274,101.97125,102.03375,101.97125,102.065,101.7525
5026279,103.40875,103.40875,103.34625,103.34625,103.315
5026283,100.09875,100.09875,100.03625,100.13,99.88
5026286,102.78375,102.84625,102.72125,102.7525,102.6275
5026290,104.19,104.22125,104.09625,104.1275,104.09625
5026294,103.9225,103.89125,103.89125,103.89125,103.76625
5026299,103.485,103.39125,103.39125,103.4225,103.45375
5026302,102.1725,102.26625,102.20375,102.235,102.14125
5026306,102.11,102.14125,102.14125,102.1725,102.07875
5026310,102.065,102.09625,102.09625,102.09625,102.03375
5026312,102.315,102.34625,102.22125,102.315,102.22125
5026316,103.6725,103.76625,103.64125,103.6725,103.70375
5026317,103.7325,103.70125,103.63875,103.7325,103.51375
5026318,97.9425,98.03625,97.97375,98.005,97.78625
5026321,104.32625,104.38875,104.32625,104.3575,104.2325
5026324,101.905,101.81125,101.81125,101.8425,101.87375
5026325,102.6275,102.59625,102.53375,102.565,102.47125
5026328,104.57625,104.57625,104.51375,104.57625,104.545
5026333,100.69,100.72125,100.72125,100.7525,100.65875
5026335,102.485,102.51625,102.51625,102.5475,102.45375
5026338,103.0025,103.03375,102.90875,102.97125,102.97125
5026339,95.98125,95.91875,95.91875,95.95,95.95
5026343,103.565,103.59625,103.53375,103.53375,103.59625
5026345,97.8175,97.78625,97.78625,97.8175,97.78625
5026346,103.5475,103.51625,103.51625,103.5475,103.39125
5026347,100.7525,100.84625,100.78375,100.815,100.72125
5026351,96.575,96.60625,96.48125,96.575,96.48125
5026352,103.70125,103.70125,103.63875,103.67,103.545
5026357,102.19,102.22125,102.15875,102.19,102.22125
5026360,102.485,102.51625,102.51625,102.5475,102.45375
5026363,98.43,98.46125,98.46125,98.4925,98.39875
5026366,102.19,102.22125,102.15875,102.19,102.15875
5026370,104.92,104.95125,104.95125,104.9825,104.82625
5026373,98.88,98.91125,98.84875,98.88,98.91125
5026376,99.53625,99.59875,99.53625,99.5675,99.5675
5026381,103.0,103.03125,103.03125,103.0625,102.84375
5026384,99.47375,99.53625,99.41125,99.4425,99.3175
5026389,101.56125,101.49875,101.49875,101.53,101.53
5026392,103.795,103.82625,103.70125,103.795,103.57625
5026395,102.2525,102.22125,102.15875,102.2525,102.15875
5026400,102.11,102.14125,102.14125,102.1725,102.07875
5026401,101.065,101.09625,101.09625,101.1275,101.03375
5026404,102.6725,102.64125,102.64125,102.735,102.45375
5026409,103.565,103.59625,103.53375,103.53375,103.59625
5026412,103.34625,103.40875,103.28375,103.28375,103.3775
5026417,102.0025,101.97125,101.97125,101.97125,101.97125
5026422,104.5,104.53125,104.46875,104.5,104.40625
5026427,98.47375,98.47375,98.47375,98.505,98.4425
5026429,102.2525,102.22125,102.15875,102.2525,102.15875
5026430,105.13875,105.13875,105.13875,105.13875,105.17
5026435,102.1725,102.26625,102.20375,102.235,102.14125
5026436,101.34625,101.40875,101.40875,101.44,101.315
5026439,103.22125,103.15875,103.15875,103.19,103.065
5026441,104.36375,104.36375,104.36375,104.395,104.2075
5026444,102.90875,102.90875,102.84625,102.84625,102.94
5026446,103.045,103.13875,103.01375,103.07625,102.88875
5026449,103.3775,103.28375,103.28375,103.34625,103.22125
5026450,102.7525,102.84625,102.72125,102.7525,102.65875
5026454,100.69,100.72125,100.72125,100.7525,100.65875
5026459,102.19,102.22125,102.15875,102.19,102.22125
5026463,97.0125,96.98125,96.91875,97.0125,96.79375
5026466,102.3425,102.18625,102.24875,102.28,102.18625
5026467,101.9675,101.93625,101.93625,101.9675,101.93625
5026470,101.97125,102.03375,101.97125,102.065,101.7525
5026472,100.88,100.91125,100.78625,100.8175,100.78625
5026476,103.86,103.89125,103.95375,103.985,103.70375
5026480,103.9675,103.93625,103.87375,103.905,103.87375
5026485,104.1725,104.14125,104.07875,104.1725,103.95375
5026487,102.22125,102.22125,102.15875,102.19,102.19
5026490,99.53625,99.47375,99.47375,99.47375,99.5675
5026492,104.065,104.09625,103.97125,104.0025,104.09625
5026493,100.97125,101.03375,100.97125,101.065,100.7525
5026496,102.94,102.90875,102.84625,102.90875,102.90875
5026501,100.88,100.91125,100.78625,100.8175,100.78625
5026506,105.70375,105.70375,105.64125,105.6725,105.61
5026511,103.2325,103.20125,103.13875,103.2325,103.13875
5026512,102.90875,102.90875,102.84625,102.84625,102.94
5026516,102.72125,102.65875,102.65875,102.69,102.69
5026517,102.565,102.47125,102.47125,102.5025,102.40875
5026519,101.065,100.97125,101.03375,101.065,100.90875
5026523,104.065,104.09625,104.03375,104.03375,103.97125
5026524,103.82625,103.88875,103.82625,103.8575,103.8575
5026527,104.28375,104.28375,104.22125,104.2525,104.315
5026530,105.61,105.64125,105.51625,105.5475,105.51625
5026534,101.34625,101.40875,101.40875,101.44,101.315
5026539,103.20125,103.20125,103.13875,103.17,103.17
5026544,102.03375,102.03375,101.97125,102.03375,101.815
5026546,103.17,103.20125,103.13875,103.17,103.13875
5026551,95.0125,95.10625,95.04375,95.075,94.98125
5026556,97.38,97.41125,97.41125,97.4425,97.34875
5026559,103.01375,103.01375,102.95125,103.01375,102.795
5026564,101.59625,101.65875,101.53375,101.59625,101.5025
5026567,101.47125,101.53375,101.47125,101.47125,101.44
5026568,103.295,103.32625,103.20125,103.295,103.20125
5026570,98.59875,98.59875,98.59875,98.59875,98.4425
5026572,103.545,103.45125,103.51375,103.545,103.38875
5026573,99.3175,99.28625,99.28625,99.3175,99.16125
5026574,101.47125,101.53375,101.47125,101.565,101.3775
5026575,102.69,102.72125,102.65875,102.69,102.59625
5026577,99.4425,99.53625,99.41125,99.4425,99.34875
5026581,103.26625,103.20375,103.20375,103.20375,103.11
5026582,99.005,99.03625,98.91125,99.005,98.91125
5026586,104.32625,104.38875,104.26375,104.26375,104.3575
5026589,100.28625,100.28625,100.22375,100.28625,100.255
5026591,100.38,100.41125,100.28625,100.3175,100.41125
5026595,105.26375,105.26375,105.20125,105.2325,105.295
5026596,102.2525,102.22125,102.15875,102.2525,102.15875
5026600,103.40875,103.40875,103.34625,103.34625,103.315
5026605,104.19,104.15875,104.15875,104.22125,104.15875
5026608,102.735,102.76625,102.70375,102.7975,102.51625
5026611,101.34625,101.28375,101.28375,101.28375,101.315
5026613,103.565,103.59625,103.53375,103.53375,103.59625
5026616,102.92,102.88875,102.88875,102.95125,102.76375
5026619,102.90875,102.90875,102.84625,102.84625,102.94
5026620,103.44,103.40875,103.34625,103.40875,103.28375
5026622,103.3775,103.28375,103.28375,103.34625,103.22125
5026627,97.4425,97.53625,97.47375,97.505,97.41125
5026630,100.09875,100.09875,100.03625,100.03625,100.005
5026633,101.2525,101.22125,101.15875,101.2525,101.15875
5026635,102.6725,102.76625,102.70375,102.735,102.51625
5026639,99.3175,99.28625,99.28625,99.3175,99.16125
5026643,98.91875,98.91875,98.85625,98.8875,98.95
5026645,104.32875,104.32875,104.26625,104.26625,104.36
5026648,102.19,102.22125,102.15875,102.19,102.15875
5026650,103.1275,103.09625,103.03375,103.065,103.03375
5026654,102.36,102.26625,102.32875,102.36,102.32875
5026659,102.97125,103.03375,102.90875,102.90875,103.0025
5026663,104.59375,104.59375,104.59375,104.625,104.5625
5026665,101.97125,102.03375,101.97125,102.065,101.7525
5026668,104.28375,104.28375,104.22125,104.2525,104.315
5026669,102.5475,102.64125,102.57875,102.61,102.51625
5026672,102.19,102.22125,102.15875,102.19,102.22125
5026675,0.0,0.0,0.0,0.0,0.0
5026679,106.20375,106.20375,106.14125,106.1725,106.11
5026682,103.20375,103.20375,103.20375,103.235,103.0475
5026687,102.90875,102.90875,102.84625,102.84625,102.94
5026690,105.17,105.20125,105.07625,105.1075,105.07625
5026693,105.485,105.39125,105.39125,105.4225,105.39125
5026696,102.2525,102.22125,102.15875,102.2525,102.15875
5026699,101.18625,101.24875,101.24875,101.28,101.03
5026701,102.84625,102.90875,102.84625,102.8775,102.8775
5026704,104.03,104.06125,103.93625,103.9675,103.93625
5026709,100.7525,100.84625,100.78375,100.815,100.72125
5026712,102.065,101.97125,101.97125,102.0025,102.03375
5026717,102.11,102.14125,102.14125,102.1725,102.07875
5026719,104.5,104.53125,104.46875,104.5,104.40625
5026722,102.69,102.72125,102.65875,102.69,102.59625
5026723,101.19,101.22125,101.15875,101.19,101.15875
5026727,103.6725,103.64125,103.57875,103.6725,103.57875
5026731,102.74875,102.74875,102.68625,102.78,102.655
5026734,103.1075,103.07625,103.07625,103.1075,103.07625
5026739,102.7525,102.84625,102.72125,102.7525,102.65875
5026741,0.0,0.0,0.0,0.0,0.0
5026746,102.28375,102.34625,102.22125,102.2525,102.2525
5026750,102.84625,102.78375,102.78375,102.78375,102.8775
5026752,103.17,103.20125,103.13875,103.17,103.13875
5026756,103.565,103.59625,103.53375,103.53375,103.59625
5026758,102.69,102.72125,102.65875,102.69,102.53375
5026763,104.065,104.09625,104.03375,104.03375,103.97125
5026768,104.59375,104.65625,104.53125,104.5625,104.4375
5026772,103.51625,103.57875,103.45375,103.51625,103.2975
5026777,102.065,101.97125,101.97125,102.0025,102.03375
5026780,101.1275,101.22125,101.15875,101.19,101.09625
5026781,103.61,103.51625,103.51625,103.61,103.51625
5026784,100.1925,100.22375,100.09875,100.16125,100.03625
5026785,98.66125,98.72375,98.66125,98.755,98.4425
5026787,104.38875,104.38875,104.32625,104.42,104.17
5026791,100.16125,100.22375,100.09875,100.09875,100.0675
5026793,102.78375,102.78375,102.78375,102.815,102.7525
5026795,101.47125,101.53375,101.47125,101.47125,101.44
5026797,101.47125,101.40875,101.40875,101.47125,101.3775
5026801,96.325,96.23125,96.29375,96.325,96.29375
5026803,103.4675,103.43625,103.37375,103.405,103.49875
5026808,102.69,102.72125,102.65875,102.69,102.59625
5026811,103.5025,103.53375,103.40875,103.47125,103.34625
5026814,100.84625,100.90875,100.84625,100.94,100.7525
5026819,104.03,104.06125,103.93625,103.9675,103.93625
5026822,99.04375,99.04375,98.98125,99.0125,98.95
5026825,105.9375,105.90625,105.84375,105.875,105.84375
5026829,97.23125,97.29375,97.16875,97.16875,97.2625
5026833,103.5475,103.51625,103.45375,103.485,103.51625
5026836,104.89125,104.95375,104.82875,104.82875,104.7975
5026839,101.93,101.96125,101.83625,101.8675,101.83625
5026841,102.57625,102.63875,102.51375,102.57625,102.4825
5026845,103.17,103.20125,103.13875,103.17,103.13875
5026849,102.565,102.59625,102.59625,102.69,102.34625
5026853,104.11,104.14125,104.07875,104.14125,103.89125
5026857,0.0,0.0,0.0,0.0,0.0
5026862,104.3575,104.26375,104.26375,104.32625,104.20125
5026864,103.59625,103.59625,103.53375,103.59625,103.565
5026868,105.09375,105.09375,105.09375,105.125,104.9375
5026869,103.44,103.40875,103.34625,103.40875,103.28375
5026873,102.9225,102.95375,102.89125,102.95375,102.89125
5026877,100.16125,100.22375,100.09875,100.09875,100.0675
5026882,104.09625,104.09625,104.03375,104.09625,103.94
5026883,0.0,0.0,0.0,0.0,0.0
5026887,101.5675,101.53625,101.53625,101.5675,101.59875
5026890,102.2325,102.20125,102.20125,102.295,102.01375
5026893,102.94,102.90875,102.84625,102.90875,102.90875
5026898,97.9425,98.03625,97.97375,98.005,97.78625
5026899,104.70375,104.70375,104.70375,104.735,104.5475
5026900,104.28375,104.28375,104.22125,104.2525,104.315
5026901,101.72125,101.78375,101.78375,101.815,101.69
5026904,103.985,104.01625,103.95375,103.985,104.01625
5026909,104.44125,104.44125,104.37875,104.41,104.41
5026914,103.69,103.72125,103.59625,103.6275,103.59625
5026919,100.69,100.72125,100.72125,100.7525,100.65875
5026924,97.73125,97.79375,97.66875,97.66875,97.6375
5026927,100.6275,100.59625,100.59625,100.6275,100.59625
5026931,101.3775,101.47125,101.34625,101.44,101.15875
5026933,104.76625,104.82875,104.76625,104.7975,104.6725
5026936,96.325,96.23125,96.29375,96.325,96.29375
5026941,102.2525,102.34625,102.22125,102.2525,102.28375
5026946,105.4375,105.40625,105.34375,105.375,105.46875
5026948,98.8175,98.78625,98.78625,98.8175,98.78625
5026949,100.28625,100.28625,100.22375,100.28625,100.13
5026952,104.78375,104.78375,104.72125,104.7525,104.69
5026954,102.735,102.76625,102.76625,102.76625,102.70375
5026959,102.6725,102.64125,102.64125,102.735,102.45375
5026964,102.97125,103.03375,102.90875,102.90875,103.0025
5026967,105.1075,105.07625,105.01375,105.045,105.01375
5026968,103.6725,103.64125,103.57875,103.6725,103.57875
5026971,102.4825,102.51375,102.45125,102.51375,102.45125
5026974,102.19,102.22125,102.15875,102.19,102.22125
5026979,104.11,104.14125,104.07875,104.11,104.01625
5026980,105.61,105.57875,105.57875,105.64125,105.57875
5026981,102.32625,102.38875,102.38875,102.42,102.295
5026984,101.6725,101.76625,101.70375,101.735,101.51625
5026988,104.065,103.97125,103.97125,104.0025,103.97125
5026992,100.755,100.78625,100.72375,100.72375,100.66125
5026995,102.545,102.63875,102.51375,102.57625,102.51375
5027000,105.9375,105.90625,105.84375,105.875,105.84375
5027001,101.40875,101.40875,101.40875,101.40875,101.3775
5027005,102.19,102.22125,102.15875,102.19,102.15875
5027007,104.32625,104.38875,104.32625,104.3575,104.2325
5027010,103.985,104.01625,104.01625,104.11,103.76625
5027013,101.72125,101.78375,101.78375,101.815,101.69
5027014,103.40875,103.40875,103.34625,103.44,103.19
5027016,103.44,103.40875,103.34625,103.40875,103.28375
5027019,100.02375,100.02375,100.02375,100.055,99.8675
5027023,101.065,100.97125,101.03375,101.065,100.90875
5027026,107.36375,107.36375,107.30125,107.3325,107.27
5027028,102.1275,102.09625,102.09625,102.1275,102.09625
5027029,103.44,103.47125,103.34625,103.3775,103.34625
5027034,102.5475,102.51625,102.45375,102.485,102.51625
5027037,103.2325,103.20125,103.13875,103.2325,103.13875
5027041,103.565,103.47125,103.47125,103.5025,103.59625
5027044,106.0,106.03125,105.90625,105.9375,105.90625
5027049,104.65625,104.59375,104.59375,104.59375,104.6875
5027052,103.985,103.89125,103.89125,103.9225,103.82875
5027055,97.755,97.66125,97.72375,97.755,97.59875
5027057,102.90875,102.90875,102.84625,102.84625,102.94
5027060,104.0475,104.01625,104.01625,104.0475,103.95375
5027065,103.47125,103.53375,103.40875,103.40875,103.3775
5027069,103.6275,103.59625,103.53375,103.565,103.65875
5027074,102.78375,102.78375,102.78375,102.815,102.7525
5027078,104.67,104.70125,104.57625,104.6075,104.70125
5027081,99.59875,99.59875,99.53625,99.53625,99.63
5027086,104.5,104.53125,104.46875,104.5,104.34375
5027087,104.19,104.22125,104.09625,104.1275,104.09625
5027088,103.5475,103.51625,103.45375,103.485,103.51625
5027091,104.38875,104.38875,104.32625,104.42,104.17
5027093,100.88,100.91125,100.78625,100.8175,100.78625
5027095,103.26625,103.20375,103.26625,103.26625,103.11
5027099,103.6725,103.76625,103.64125,103.6725,103.70375
5027103,102.65875,102.72125,102.65875,102.72125,102.5025
5027105,100.315,100.34625,100.28375,100.3775,100.22125
5027109,102.5925,102.56125,102.49875,102.5925,102.37375
5027110,103.9225,103.95375,103.82875,103.89125,103.76625
5027111,98.755,98.78625,98.78625,98.78625,98.72375
5027115,0.0,0.0,0.0,0.0,0.0
5027119,100.8775,100.97125,100.84625,100.94,100.78375
5027121,103.61,103.64125,103.57875,103.64125,103.51625
5027122,104.9225,104.95375,104.82875,104.89125,104.76625
5027125,100.69,100.72125,100.65875,100.69,100.65875
5027126,105.1075,105.07625,105.01375,105.045,105.01375
5027127,103.4825,103.45125,103.45125,103.45125,103.32625
5027132,102.4675,102.43625,102.37375,102.405,102.31125
5027133,103.7325,103.70125,103.63875,103.7325,103.51375
5027134,103.69,103.72125,103.59625,103.6275,103.72125
5027135,105.76375,105.76375,105.70125,105.7325,105.67
5027140,103.565,103.59625,103.53375,103.53375,103.59625
5027141,101.72125,101.78375,101.78375,101.815,101.69
5027143,103.77,103.80125,103.73875,103.77,103.73875
5027147,101.59625,101.65875,101.53375,101.59625,101.5025
5027150,100.315,100.34625,100.28375,100.315,100.28375
5027151,98.755,98.78625,98.78625,98.78625,98.72375
5027155,102.1275,102.09625,102.09625,102.1275,102.09625
5027159,99.91125,99.84875,99.84875,99.88,99.755
5027160,98.005,98.03625,97.97375,98.0675,97.78625
5027164,99.34875,99.41125,99.34875,99.41125,99.1925
5027165,101.1275,101.09625,101.09625,101.1275,100.97125
5027170,102.76625,102.82875,102.82875,102.86,102.735
5027173,98.03625,98.09875,98.09875,98.13,98.005
5027176,102.78375,102.78375,102.78375,102.815,102.7525
5027179,100.905,100.93625,100.93625,100.9675,100.87375
5027183,106.0,106.03125,105.90625,105.9375,105.90625
5027187,99.97375,99.97375,99.97375,100.005,99.8175
5027190,102.44,102.34625,102.34625,102.3775,102.40875
5027195,100.13,100.09875,100.03625,100.09875,99.97375
5027196,103.59625,103.59625,103.53375,103.59625,103.565
5027200,104.11,104.14125,104.07875,104.11,104.01625
5027205,101.34625,101.40875,101.40875,101.44,101.315
5027207,95.575,95.60625,95.48125,95.575,95.48125
5027211,98.97375,99.03625,98.91125,98.9425,98.9425
5027215,96.3875,96.35625,96.29375,96.325,96.35625
5027219,0.0,0.0,0.0,0.0,0.0
5027222,97.6925,97.66125,97.66125,97.6925,97.66125
5027225,105.875,105.90625,105.84375,105.84375,105.78125
5027230,98.755,98.66125,98.72375,98.755,98.72375
5027235,102.94,102.90875,102.84625,102.90875,102.90875
5027240,101.28375,101.28375,101.28375,101.315,101.2525
5027243,104.19,104.22125,104.09625,104.1275,104.09625
5027244,95.575,95.60625,95.54375,95.6375,95.35625
5027246,102.69,102.72125,102.65875,102.69,102.59625
5027251,102.4675,102.43625,102.37375,102.4675,102.37375
5027256,0.0,0.0,0.0,0.0,0.0
5027259,102.78,102.74875,102.68625,102.74875,102.74875
5027260,99.6925,99.72375,99.59875,99.66125,99.66125
5027264,103.47125,103.53375,103.40875,103.40875,103.3775
5027265,99.255,99.16125,99.16125,99.1925,99.09875
5027270,101.19,101.22125,101.22125,101.2525,101.03375
5027275,102.09625,102.15875,102.03375,102.09625,101.8775
5027280,101.40875,101.40875,101.34625,101.34625,101.3775
5027284,103.26625,103.32875,103.32875,103.36,103.11
5027286,106.20375,106.20375,106.14125,106.1725,106.11
5027287,104.03,104.06125,103.93625,103.9675,103.93625
5027292,104.1275,104.09625,104.03375,104.065,104.03375
5027293,102.065,101.97125,102.03375,102.065,102.03375
5027294,102.78375,102.84625,102.72125,102.7525,102.6275
5027295,103.735,103.76625,103.64125,103.735,103.64125
5027297,98.6925,98.72375,98.66125,98.72375,98.53625
5027302,101.97125,102.03375,101.97125,102.065,101.7525
