loan_id,loan_amount,first_payment_date,principal_interest_payment,interest_rate,loan_term,next_payment_due_date,payment_periods_made,current_balance
5024559,145000,2021-10-01,582.4,0.02625,360,2021-10-01,0,145000.0
5024564,245000,2021-10-01,1066.26,0.0325,360,2021-10-01,0,245000.0
5024568,155000,2021-10-01,663.99,0.03125,360,2021-10-01,0,155000.0
5024571,155000,2021-11-01,1033.53,0.025,180,2021-11-01,0,155000.0
5024574,775000,2021-10-01,3319.91,0.03125,360,2021-10-01,0,775000.0
5024578,125000,2021-10-01,544.01,0.0325,360,2021-10-01,0,125000.0
5024579,395000,2021-11-01,1638.83,0.02875,360,2021-11-01,0,395000.0
5024582,245000,2021-11-01,1016.49,0.02875,360,2021-11-01,0,245000.0
5024584,445000,2021-10-01,1922.05,0.0319,360,2021-10-01,0,445000.0
5024587,145000,2021-10-01,966.85,0.025,180,2021-10-01,0,145000.0
5024591,705000,2021-10-01,2968.51,0.029900000000000003,360,2021-10-01,0,705000.0
5024593,85000,2021-11-01,791.67,0.0225,120,2021-11-01,0,85000.0
5024597,205000,2021-10-01,878.17,0.03125,360,2021-10-01,0,205000.0
5024602,165000,2021-11-01,1679.88,0.02125,108,2021-11-01,0,165000.0
5024605,75000,2021-10-01,603.4,0.025,144,2021-10-01,0,75000.0
5024610,105000,2021-10-01,456.97,0.0325,360,2021-10-01,0,105000.0
5024615,435000,2021-10-01,1923.12,0.03375,360,2021-10-01,0,435000.0
5024617,255000,2021-10-01,1127.35,0.03375,360,2021-10-01,0,255000.0
5024618,515000,2021-10-01,2342.94,0.02625,300,2021-10-01,0,515000.0
5024621,375000,2021-10-01,1941.79,0.0225,240,2021-10-01,0,375000.0
5024626,105000,2021-10-01,428.66,0.0275,360,2021-10-01,0,105000.0
5024629,375000,2021-11-01,1362.75,0.01875,360,2021-11-01,0,375000.0
5024632,75000,2021-10-01,315.8,0.029900000000000003,360,2021-10-01,0,75000.0
5024636,165000,2021-10-01,775.9,0.03875,360,2021-10-01,0,165000.0
5024638,315000,2021-10-01,1306.92,0.02875,360,2021-10-01,0,315000.0
5024640,115000,2021-10-01,508.42,0.03375,360,2021-10-01,0,115000.0
5024642,625000,2021-11-01,2720.04,0.0325,360,2021-11-01,0,625000.0
5024644,275000,2021-10-01,1358.35,0.03375,300,2021-10-01,0,275000.0
5024646,185000,2021-11-01,767.56,0.02875,360,2021-11-01,0,185000.0
5024651,185000,2021-10-01,778.98,0.029900000000000003,360,2021-10-01,0,185000.0
5024652,285000,2021-10-01,1510.23,0.025,240,2021-10-01,0,285000.0
5024657,85000,2021-10-01,369.93,0.0325,360,2021-10-01,0,85000.0
5024660,415000,2021-10-01,1806.11,0.0325,360,2021-10-01,0,415000.0
5024662,125000,2021-11-01,840.87,0.02625,180,2021-11-01,0,125000.0
5024664,285000,2021-10-01,1182.45,0.02875,360,2021-10-01,0,285000.0
5024668,265000,2021-10-01,1137.36,0.031400000000000004,360,2021-10-01,0,265000.0
5024673,175000,2021-10-01,959.64,0.02875,240,2021-11-01,1,174459.63083333333
5024676,395000,2021-10-01,1663.21,0.029900000000000003,360,2021-11-01,1,394320.9983333333
5024679,105000,2021-10-01,724.61,0.029900000000000003,180,2021-10-01,0,105000.0
5024681,265000,2021-10-01,1115.83,0.029900000000000003,360,2021-10-01,0,265000.0
5024683,255000,2021-10-01,1109.78,0.0325,360,2021-10-01,0,255000.0
5024684,305000,2021-10-01,1435.76,0.03375,324,2021-10-01,0,305000.0
5024689,155000,2021-10-01,830.83,0.02625,240,2021-10-01,0,155000.0
5024693,185000,2021-10-01,778.98,0.029900000000000003,360,2021-10-01,0,185000.0
5024695,75000,2021-10-01,326.41,0.0325,360,2021-10-01,0,75000.0
5024700,545000,2021-10-01,2207.64,0.0269,360,2021-11-01,1,544014.0683333334
5024704,135000,2021-11-01,587.53,0.0325,360,2021-11-01,0,135000.0
5024708,125000,2021-11-01,840.87,0.02625,180,2021-11-01,0,125000.0
5024711,155000,2021-10-01,652.66,0.029900000000000003,360,2021-10-01,0,155000.0
5024716,305000,2021-10-01,1265.43,0.02875,360,2021-10-01,0,305000.0
5024719,335000,2021-10-01,1481.03,0.03375,360,2021-10-01,0,335000.0
5024724,585000,2021-10-01,2463.23,0.029900000000000003,360,2021-10-01,0,585000.0
5024727,105000,2021-11-01,428.66,0.0275,360,2021-11-01,0,105000.0
5024728,515000,2021-10-01,2001.57,0.02375,360,2021-10-01,0,515000.0
5024729,455000,2021-11-01,1739.22,0.0225,360,2021-11-01,0,455000.0
5024734,485000,2021-10-01,3310.08,0.0199,168,2021-10-01,0,485000.0
5024736,165000,2021-11-01,1080.89,0.0225,180,2021-11-01,0,165000.0
5024738,395000,2021-10-01,1638.83,0.02875,360,2021-10-01,0,395000.0
5024741,315000,2021-10-01,1306.92,0.02875,360,2021-10-01,0,315000.0
5024746,325000,2021-10-01,2129.03,0.0225,180,2021-10-01,0,325000.0
5024749,205000,2021-10-01,1331.03,0.02125,180,2021-10-01,0,205000.0
5024750,245000,2021-10-01,1633.64,0.025,180,2021-10-01,0,245000.0
5024753,155000,2021-10-01,1024.43,0.02375,180,2021-10-01,0,155000.0
5024757,265000,2021-10-01,1188.84,0.025,300,2021-10-01,0,265000.0
5024758,125000,2021-11-01,580.01,0.0325,324,2021-11-01,0,125000.0
5024763,185000,2021-10-01,778.98,0.029900000000000003,360,2021-11-01,1,184681.97833333333
5024766,375000,2021-10-01,1555.85,0.02875,360,2021-10-01,0,375000.0
5024768,145000,2021-10-01,975.4,0.02625,180,2021-10-01,0,145000.0
5024770,255000,2021-11-01,1351.26,0.025,240,2021-11-01,0,255000.0
5024773,435000,2021-10-01,1893.15,0.0325,360,2021-10-01,0,435000.0
5024777,135000,2021-10-01,568.44,0.029900000000000003,360,2021-10-01,0,135000.0
5024782,105000,2021-10-01,456.97,0.0325,360,2021-10-01,0,105000.0
5024785,325000,2021-10-01,1359.72,0.0294,360,2021-10-01,0,325000.0
5024789,215000,2021-11-01,1446.29,0.02625,180,2021-11-01,0,215000.0
5024794,165000,2021-10-01,694.76,0.029900000000000003,360,2021-10-01,0,165000.0
5024797,165000,2021-10-01,1080.89,0.0225,180,2021-10-01,0,165000.0
5024800,545000,2021-10-01,2371.88,0.0325,360,2021-10-01,0,545000.0
5024802,305000,2021-11-01,1306.55,0.03125,360,2021-11-01,0,305000.0
5024805,125000,2021-10-01,833.49,0.025,180,2021-10-01,0,125000.0
5024808,215000,2021-10-01,1408.44,0.0225,180,2021-10-01,0,215000.0
5024810,355000,2021-10-01,1494.79,0.029900000000000003,360,2021-10-01,0,355000.0
5024815,375000,2021-11-01,1579.0,0.029900000000000003,360,2021-11-01,0,375000.0
5024817,335000,2021-10-01,1410.57,0.029900000000000003,360,2021-10-01,0,335000.0
5024818,265000,2021-11-01,1081.84,0.0275,360,2021-11-01,0,265000.0
5024823,605000,2021-10-01,4069.78,0.02625,180,2021-10-01,0,605000.0
5024828,255000,2021-10-01,1127.35,0.03375,360,2021-10-01,0,255000.0
5024833,285000,2021-10-01,1867.0,0.0225,180,2021-10-01,0,285000.0
5024837,735000,2021-10-01,3000.58,0.0275,360,2021-10-01,0,735000.0
5024839,405000,2021-10-01,1705.32,0.029900000000000003,360,2021-10-01,0,405000.0
5024842,205000,2021-10-01,823.39,0.02625,360,2021-10-01,0,205000.0
5024845,265000,2021-10-01,1144.59,0.0319,360,2021-10-01,0,265000.0
5024849,275000,2021-10-01,1225.69,0.0344,360,2021-10-01,0,275000.0
5024852,75000,2021-10-01,715.59,0.0275,120,2021-10-01,0,75000.0
5024856,415000,2021-10-01,1747.42,0.029900000000000003,360,2021-10-01,0,415000.0
5024857,155000,2021-11-01,632.78,0.0275,360,2021-11-01,0,155000.0
5024860,405000,2021-11-01,1680.32,0.02875,360,2021-11-01,0,405000.0
5024863,185000,2021-10-01,767.56,0.02875,360,2021-10-01,0,185000.0
5024865,425000,2021-09-01,1763.3,0.02875,360,2021-09-01,0,425000.0
5024870,465000,2021-11-01,2055.75,0.03375,360,2021-11-01,0,465000.0
5024874,265000,2021-10-01,1081.84,0.0275,360,2021-10-01,0,265000.0
5024876,195000,2021-10-01,809.05,0.02875,360,2021-10-01,0,195000.0
5024879,135000,2021-10-01,578.31,0.03125,360,2021-10-01,0,135000.0
5024880,705000,2021-10-01,2878.11,0.0275,360,2021-10-01,0,705000.0
5024882,325000,2021-10-01,1368.47,0.029900000000000003,360,2021-10-01,0,325000.0
5024885,225000,2021-10-01,1042.02,0.0375,360,2021-10-01,0,225000.0
5024887,225000,2021-10-01,1500.28,0.025,180,2021-10-01,0,225000.0
5024888,75000,2021-11-01,732.9,0.0325,120,2021-11-01,0,75000.0
5024893,185000,2021-10-01,1189.64,0.0199,180,2021-11-01,1,184117.15166666664
5024895,175000,2021-10-01,761.62,0.0325,360,2021-10-01,0,175000.0
5024898,255000,2021-10-01,1398.33,0.02875,240,2021-10-01,0,255000.0
5024899,225000,2021-10-01,947.4,0.029900000000000003,360,2021-10-01,0,225000.0
5024902,145000,2021-10-01,610.55,0.029900000000000003,360,2021-10-01,0,145000.0
5024906,375000,2021-10-01,1632.03,0.0325,360,2021-10-01,0,375000.0
5024909,625000,2021-10-01,2593.08,0.02875,360,2021-10-01,0,625000.0
5024911,525000,2021-10-01,2126.62,0.0269,360,2021-10-01,0,525000.0
5024915,365000,2021-10-01,1490.09,0.0275,360,2021-10-01,0,365000.0
5024917,145000,2021-10-01,610.55,0.029900000000000003,360,2021-10-01,0,145000.0
5024922,95000,2021-10-01,633.45,0.025,180,2021-10-01,0,95000.0
5024926,215000,2021-10-01,935.7,0.0325,360,2021-10-01,0,215000.0
5024929,115000,2021-10-01,484.23,0.029900000000000003,360,2021-10-01,0,115000.0
5024930,495000,2021-10-01,2084.28,0.029900000000000003,360,2021-10-01,0,495000.0
5024932,175000,2021-10-01,714.43,0.0275,360,2021-10-01,0,175000.0
5024937,435000,2021-10-01,1863.44,0.03125,360,2021-10-01,0,435000.0
5024940,295000,2021-10-01,1242.15,0.029900000000000003,360,2021-10-01,0,295000.0
5024944,305000,2021-10-01,1284.25,0.029900000000000003,360,2021-11-01,1,304475.7083333333
5024947,155000,2021-10-01,652.66,0.029900000000000003,360,2021-10-01,0,155000.0
5024950,205000,2021-10-01,863.19,0.029900000000000003,360,2021-10-01,0,205000.0
5024952,145000,2021-10-01,631.05,0.0325,360,2021-10-01,0,145000.0
5024957,195000,2021-10-01,1069.31,0.02875,240,2021-10-01,0,195000.0
5024958,305000,2021-11-01,1317.36,0.0319,360,2021-11-01,0,305000.0
5024959,125000,2021-10-01,587.8,0.03875,360,2021-10-01,0,125000.0
5024960,255000,2021-11-01,1073.72,0.029900000000000003,360,2021-11-01,0,255000.0
5024963,225000,2021-11-01,1526.9,0.0275,180,2021-11-01,0,225000.0
5024967,485000,2021-11-01,2042.17,0.029900000000000003,360,2021-11-01,0,485000.0
5024971,325000,2021-10-01,2242.83,0.029900000000000003,180,2021-11-01,1,323566.96166666667
5024973,195000,2021-10-01,809.05,0.02875,360,2021-10-01,0,195000.0
5024978,375000,2021-10-01,1619.71,0.0319,360,2021-10-01,0,375000.0
5024983,585000,2021-10-01,2388.22,0.0275,360,2021-10-01,0,585000.0
5024984,235000,2021-10-01,1274.1,0.0275,240,2021-11-01,1,234264.44166666665
5024986,305000,2021-10-01,1616.21,0.025,240,2021-10-01,0,305000.0
5024991,255000,2021-10-01,1073.72,0.029900000000000003,360,2021-11-01,1,254561.655
5024992,265000,2021-10-01,1751.45,0.02375,180,2021-10-01,0,265000.0
5024993,215000,2021-11-01,1395.96,0.02125,180,2021-11-01,0,215000.0
5024995,575000,2021-10-01,2197.92,0.0225,360,2021-10-01,0,575000.0
5025000,135000,2021-10-01,596.83,0.03375,360,2021-11-01,1,134782.8575
5025001,205000,2021-10-01,1111.45,0.0275,240,2021-10-01,0,205000.0
5025005,155000,2021-11-01,643.09,0.02875,360,2021-11-01,0,155000.0
5025010,305000,2021-10-01,1672.51,0.02875,240,2021-10-01,0,305000.0
5025012,545000,2021-11-01,2447.3,0.035,360,2021-11-01,0,545000.0
5025016,245000,2021-10-01,1575.47,0.0199,180,2021-10-01,0,245000.0
5025020,105000,2021-11-01,456.97,0.0325,360,2021-11-01,0,105000.0
5025025,545000,2021-11-01,2261.17,0.02875,360,2021-11-01,0,545000.0
5025029,95000,2021-10-01,400.02,0.029900000000000003,360,2021-10-01,0,95000.0
5025032,315000,2021-10-01,2118.98,0.02625,180,2021-10-01,0,315000.0
5025037,155000,2021-10-01,674.57,0.0325,360,2021-10-01,0,155000.0
5025041,335000,2021-10-01,1367.61,0.0275,360,2021-10-01,0,335000.0
5025043,95000,2021-10-01,520.95,0.02875,240,2021-10-01,0,95000.0
5025048,125000,2021-10-01,818.86,0.0225,180,2021-10-01,0,125000.0
5025049,275000,2021-11-01,1122.67,0.0275,360,2021-11-01,0,275000.0
5025051,405000,2021-10-01,1494.94,0.0199,360,2021-10-01,0,405000.0
5025052,825000,2021-10-01,3473.79,0.029900000000000003,360,2021-10-01,0,825000.0
5025057,325000,2021-10-01,1782.18,0.02875,240,2021-10-01,0,325000.0
5025058,415000,2021-11-01,1694.21,0.0275,360,2021-11-01,0,415000.0
5025061,175000,2021-10-01,1125.34,0.0199,180,2021-10-01,0,175000.0
5025063,115000,2021-10-01,766.81,0.025,180,2021-10-01,0,115000.0
5025064,505000,2021-10-01,3247.4,0.0199,180,2021-10-01,0,505000.0
5025065,75000,2021-10-01,415.58,0.029900000000000003,240,2021-10-01,0,75000.0
5025068,125000,2021-10-01,510.31,0.0275,360,2021-10-01,0,125000.0
5025072,205000,2021-11-01,1098.83,0.02625,240,2021-11-01,0,205000.0
5025077,145000,2021-10-01,1383.46,0.0275,120,2021-10-01,0,145000.0
5025079,135000,2021-11-01,748.04,0.029900000000000003,240,2021-11-01,0,135000.0
5025082,325000,2021-10-01,1359.72,0.0294,360,2021-10-01,0,325000.0
5025085,385000,2021-11-01,1571.73,0.0275,360,2021-11-01,0,385000.0
5025086,305000,2021-10-01,2015.81,0.02375,180,2021-10-01,0,305000.0
5025090,335000,2021-10-01,2194.54,0.0225,180,2021-10-01,0,335000.0
5025092,305000,2021-10-01,1071.01,0.01625,360,2021-10-01,0,305000.0
5025095,215000,2021-10-01,877.72,0.0275,360,2021-10-01,0,215000.0
5025100,465000,2021-11-01,1957.96,0.029900000000000003,360,2021-11-01,0,465000.0
5025103,515000,2021-11-01,2136.7,0.02875,360,2021-11-01,0,515000.0
5025106,545000,2021-11-01,2294.81,0.029900000000000003,360,2021-11-01,0,545000.0
5025108,605000,2021-11-01,2547.45,0.029900000000000003,360,2021-11-01,0,605000.0
5025109,215000,2021-11-01,877.72,0.0275,360,2021-11-01,0,215000.0
5025114,85000,2021-11-01,607.66,0.035,180,2021-11-01,0,85000.0
5025118,295000,2021-10-01,1932.51,0.0225,180,2021-10-01,0,295000.0
5025122,705000,2021-10-01,3045.04,0.0319,360,2021-10-01,0,705000.0
5025126,545000,2021-10-01,3666.16,0.02625,180,2021-10-01,0,545000.0
5025131,505000,2021-10-01,1995.37,0.025,360,2021-10-01,0,505000.0
5025133,205000,2021-10-01,850.53,0.02875,360,2021-10-01,0,205000.0
5025135,345000,2021-10-01,1549.21,0.035,360,2021-10-01,0,345000.0
5025140,305000,2021-10-01,1235.47,0.0269,360,2021-10-01,0,305000.0
5025144,145000,2021-11-01,610.55,0.029900000000000003,360,2021-11-01,0,145000.0
5025145,175000,2021-10-01,726.07,0.02875,360,2021-10-01,0,175000.0
5025150,485000,2021-10-01,2144.17,0.03375,360,2021-10-01,0,485000.0
5025154,115000,2021-10-01,713.33,0.02875,204,2021-10-01,0,115000.0
5025155,215000,2021-10-01,1408.44,0.0225,180,2021-10-01,0,215000.0
5025160,195000,2021-10-01,809.05,0.02875,360,2021-10-01,0,195000.0
5025162,315000,2021-11-01,1370.9,0.0325,360,2021-11-01,0,315000.0
5025167,725000,2021-10-01,3105.73,0.03125,360,2021-10-01,0,725000.0
5025168,325000,2021-10-01,1436.82,0.03375,360,2021-10-01,0,325000.0
5025170,455000,2021-11-01,2980.64,0.0225,180,2021-11-01,0,455000.0
5025173,275000,2021-10-01,1882.62,0.02875,180,2021-10-01,0,275000.0
5025177,635000,2021-10-01,2634.57,0.02875,360,2021-10-01,0,635000.0
5025180,225000,2021-11-01,933.51,0.02875,360,2021-11-01,0,225000.0
5025184,485000,2021-10-01,2012.23,0.02875,360,2021-10-01,0,485000.0
5025187,185000,2021-10-01,755.25,0.0275,360,2021-10-01,0,185000.0
5025189,335000,2021-10-01,1356.99,0.0269,360,2021-10-01,0,335000.0
5025193,145000,2021-10-01,610.55,0.029900000000000003,360,2021-10-01,0,145000.0
5025198,255000,2021-10-01,941.26,0.0199,360,2021-10-01,0,255000.0
5025199,275000,2021-10-01,1157.93,0.029900000000000003,360,2021-10-01,0,275000.0
5025201,275000,2021-10-01,1157.93,0.029900000000000003,360,2021-10-01,0,275000.0
5025204,335000,2021-10-01,2077.95,0.02875,204,2021-10-01,0,335000.0
5025209,275000,2021-10-01,1801.49,0.0225,180,2021-10-01,0,275000.0
5025211,125000,2021-10-01,848.28,0.0275,180,2021-10-01,0,125000.0
5025216,215000,2021-10-01,1459.04,0.0275,180,2021-10-01,0,215000.0
5025220,205000,2021-10-01,863.19,0.029900000000000003,360,2021-10-01,0,205000.0
5025224,465000,2021-10-01,1898.33,0.0275,360,2021-10-01,0,465000.0
5025225,385000,2021-10-01,1597.34,0.02875,360,2021-10-01,0,385000.0
5025227,345000,2021-10-01,2218.52,0.0199,180,2021-10-01,0,345000.0
5025229,255000,2021-11-01,1073.72,0.029900000000000003,360,2021-11-01,0,255000.0
5025233,265000,2021-10-01,1453.16,0.02875,240,2021-10-01,0,265000.0
5025235,315000,2021-10-01,2063.52,0.0225,180,2021-10-01,0,315000.0
5025240,175000,2021-11-01,736.87,0.029900000000000003,360,2021-11-01,0,175000.0
5025245,235000,2021-11-01,1022.74,0.0325,360,2021-11-01,0,235000.0
5025248,445000,2021-11-01,2915.13,0.0225,180,2021-11-01,0,445000.0
5025250,425000,2021-10-01,2330.54,0.02875,240,2021-10-01,0,425000.0
5025251,275000,2021-10-01,1196.82,0.0325,360,2021-11-01,1,274547.9716666667
5025255,105000,2021-10-01,456.97,0.0325,360,2021-10-01,0,105000.0
5025258,115000,2021-10-01,787.28,0.02875,180,2021-10-01,0,115000.0
5025261,145000,2021-10-01,651.12,0.035,360,2021-10-01,0,145000.0
5025265,235000,2021-10-01,1022.74,0.0325,360,2021-10-01,0,235000.0
5025269,115000,2021-10-01,500.49,0.0325,360,2021-10-01,0,115000.0
5025274,125000,2021-10-01,535.47,0.03125,360,2021-10-01,0,125000.0
5025277,305000,2021-10-01,1245.14,0.0275,360,2021-10-01,0,305000.0
5025282,165000,2021-10-01,1527.48,0.02125,120,2021-10-01,0,165000.0
5025283,265000,2021-10-01,1493.56,0.0275,228,2021-10-01,0,265000.0
5025287,245000,2021-10-01,1066.26,0.0325,360,2021-10-01,0,245000.0
5025289,765000,2021-10-01,3173.93,0.02875,360,2021-10-01,0,765000.0
5025292,215000,2021-10-01,1433.6,0.025,180,2021-10-01,0,215000.0
5025297,215000,2021-11-01,1165.66,0.0275,240,2021-11-01,0,215000.0
5025300,375000,2021-10-01,1555.85,0.02875,360,2021-10-01,0,375000.0
5025302,275000,2021-10-01,1268.61,0.0275,300,2021-10-01,0,275000.0
5025303,295000,2021-10-01,1324.69,0.035,360,2021-10-01,0,295000.0
5025307,235000,2021-10-01,2161.27,0.0199,120,2021-10-01,0,235000.0
5025310,165000,2021-11-01,684.58,0.02875,360,2021-11-01,0,165000.0
5025312,175000,2021-10-01,736.87,0.029900000000000003,360,2021-10-01,0,175000.0
5025313,275000,2021-11-01,1157.93,0.029900000000000003,360,2021-11-01,0,275000.0
5025317,255000,2021-10-01,1382.53,0.0275,240,2021-10-01,0,255000.0
5025320,225000,2021-10-01,903.72,0.02625,360,2021-10-01,0,225000.0
5025324,295000,2021-11-01,1283.86,0.0325,360,2021-11-01,0,295000.0
5025325,545000,2021-10-01,3538.58,0.02125,180,2021-10-01,0,545000.0
5025328,425000,2021-10-01,1735.03,0.0275,360,2021-10-01,0,425000.0
5025332,825000,2021-10-01,3473.79,0.029900000000000003,360,2021-10-01,0,825000.0
5025334,95000,2021-10-01,667.54,0.0325,180,2021-10-01,0,95000.0
5025339,365000,2021-10-01,1514.36,0.02875,360,2021-10-01,0,365000.0
5025343,125000,2021-10-01,526.34,0.029900000000000003,360,2021-10-01,0,125000.0
5025348,265000,2021-10-01,1073.44,0.0269,360,2021-10-01,0,265000.0
5025349,325000,2021-10-01,1436.82,0.03375,360,2021-10-01,0,325000.0
5025354,295000,2021-10-01,1127.63,0.0225,360,2021-10-01,0,295000.0
5025359,175000,2021-10-01,1136.25,0.02125,180,2021-10-01,0,175000.0
5025363,115000,2021-10-01,773.6,0.02625,180,2021-10-01,0,115000.0
5025364,165000,2021-11-01,935.88,0.0325,240,2021-11-01,0,165000.0
5025367,1795000,2021-10-01,7447.32,0.02875,360,2021-10-01,0,1795000.0
5025371,135000,2021-10-01,587.53,0.0325,360,2021-10-01,0,135000.0
5025376,285000,2021-10-01,1200.04,0.029900000000000003,360,2021-10-01,0,285000.0
5025381,165000,2021-10-01,1259.2,0.0275,156,2021-10-01,0,165000.0
5025382,545000,2021-11-01,2294.81,0.029900000000000003,360,2021-11-01,0,545000.0
5025383,205000,2021-10-01,863.19,0.029900000000000003,360,2021-10-01,0,205000.0
5025386,145000,2021-10-01,631.05,0.0325,360,2021-10-01,0,145000.0
5025388,215000,2021-10-01,905.29,0.029900000000000003,360,2021-10-01,0,215000.0
5025389,695000,2021-10-01,2977.21,0.03125,360,2021-10-01,0,695000.0
5025390,85000,2021-10-01,581.9,0.02875,180,2021-10-01,0,85000.0
5025392,315000,2021-10-01,1414.5,0.035,360,2021-10-01,0,315000.0
5025397,175000,2021-10-01,1166.89,0.025,180,2021-10-01,0,175000.0
5025399,545000,2021-10-01,2189.0,0.02625,360,2021-10-01,0,545000.0
5025404,305000,2021-10-01,1284.25,0.029900000000000003,360,2021-10-01,0,305000.0
5025405,155000,2021-10-01,674.57,0.0325,360,2021-10-01,0,155000.0
5025409,175000,2021-11-01,726.07,0.02875,360,2021-11-01,0,175000.0
5025412,125000,2021-10-01,878.34,0.0325,180,2021-10-01,0,125000.0
5025413,245000,2021-10-01,1031.61,0.029900000000000003,360,2021-10-01,0,245000.0
5025414,245000,2021-10-01,1145.96,0.02875,300,2021-10-01,0,245000.0
5025415,475000,2021-10-01,1939.15,0.0275,360,2021-10-01,0,475000.0
5025417,115000,2021-10-01,524.46,0.03625,360,2021-10-01,0,115000.0
5025420,175000,2021-10-01,736.87,0.029900000000000003,360,2021-10-01,0,175000.0
5025421,315000,2021-10-01,1306.92,0.02875,360,2021-10-01,0,315000.0
5025426,165000,2021-10-01,1090.52,0.02375,180,2021-10-01,0,165000.0
5025429,495000,2021-10-01,2563.16,0.0225,240,2021-10-01,0,495000.0
5025432,315000,2021-10-01,1326.36,0.029900000000000003,360,2021-10-01,0,315000.0
5025435,145000,2021-10-01,641.04,0.03375,360,2021-10-01,0,145000.0
5025438,485000,2021-10-01,2012.23,0.02875,360,2021-10-01,0,485000.0
5025440,175000,2021-10-01,1407.93,0.025,144,2021-10-01,0,175000.0
5025441,485000,2021-11-01,1884.97,0.02375,360,2021-11-01,0,485000.0
5025444,105000,2021-10-01,464.21,0.03375,360,2021-10-01,0,105000.0
5025445,335000,2021-10-01,1367.61,0.0275,360,2021-11-01,1,334400.0983333333
5025447,165000,2021-10-01,1119.73,0.0275,180,2021-10-01,0,165000.0
5025451,245000,2021-10-01,1548.56,0.0175,180,2021-10-01,0,245000.0
5025452,385000,2021-10-01,1728.83,0.035,360,2021-10-01,0,385000.0
5025454,265000,2021-10-01,1099.47,0.02875,360,2021-10-01,0,265000.0
5025455,1215000,2021-10-01,5455.9,0.035,360,2021-10-01,0,1215000.0
5025459,125000,2021-10-01,552.63,0.03375,360,2021-10-01,0,125000.0
5025462,135000,2021-10-01,916.14,0.0275,180,2021-10-01,0,135000.0
5025463,105000,2021-10-01,456.97,0.0325,360,2021-10-01,0,105000.0
5025468,165000,2021-10-01,1080.89,0.0225,180,2021-10-01,0,165000.0
5025469,275000,2021-10-01,1196.82,0.0325,360,2021-10-01,0,275000.0
5025473,105000,2021-10-01,687.84,0.0225,180,2021-10-01,0,105000.0
5025478,505000,2021-10-01,2126.38,0.029900000000000003,360,2021-10-01,0,505000.0
5025481,455000,2021-10-01,2980.64,0.0225,180,2021-10-01,0,455000.0
5025486,285000,2021-10-01,1867.0,0.0225,180,2021-10-01,0,285000.0
5025488,395000,2021-10-01,1638.83,0.02875,360,2021-10-01,0,395000.0
5025493,105000,2021-10-01,856.92,0.0275,144,2021-10-01,0,105000.0
5025496,445000,2021-10-01,1816.68,0.0275,360,2021-10-01,0,445000.0
5025497,375000,2021-11-01,1579.0,0.029900000000000003,360,2021-11-01,0,375000.0
5025501,55000,2021-10-01,262.27,0.039900000000000005,360,2021-10-01,0,55000.0
5025504,235000,2021-10-01,959.37,0.0275,360,2021-10-01,0,235000.0
5025507,355000,2021-10-01,1449.26,0.0275,360,2021-10-01,0,355000.0
5025510,295000,2021-11-01,1599.4,0.0275,240,2021-11-01,0,295000.0
5025511,535000,2021-10-01,2252.7,0.029900000000000003,360,2021-11-01,1,534080.3416666667
5025513,175000,2021-10-01,761.62,0.0325,360,2021-10-01,0,175000.0
5025514,365000,2021-10-01,2347.13,0.0199,180,2021-10-01,0,365000.0
5025518,815000,2021-10-01,3220.24,0.025,360,2021-10-01,0,815000.0
5025521,155000,2021-10-01,643.09,0.02875,360,2021-10-01,0,155000.0
5025523,545000,2021-11-01,2409.43,0.03375,360,2021-11-01,0,545000.0
5025527,295000,2021-10-01,1967.03,0.025,180,2021-10-01,0,295000.0
5025531,755000,2021-11-01,3058.28,0.0269,360,2021-11-01,0,755000.0
5025533,405000,2021-10-01,1749.28,0.0319,360,2021-10-01,0,405000.0
5025536,145000,2021-10-01,850.29,0.03625,240,2021-10-01,0,145000.0
5025537,205000,2021-10-01,770.6,0.02125,360,2021-10-01,0,205000.0
5025538,385000,2021-10-01,1621.1,0.029900000000000003,360,2021-10-01,0,385000.0
5025539,545000,2021-10-01,3698.49,0.0275,180,2021-10-01,0,545000.0
5025544,285000,2021-10-01,1220.88,0.03125,360,2021-10-01,0,285000.0
5025545,245000,2021-10-01,1016.49,0.02875,360,2021-10-01,0,245000.0
5025546,195000,2021-10-01,848.66,0.0325,360,2021-10-01,0,195000.0
5025551,425000,2021-10-01,1820.6,0.03125,360,2021-10-01,0,425000.0
5025553,345000,2021-10-01,2260.05,0.0225,180,2021-10-01,0,345000.0
5025554,135000,2021-10-01,634.83,0.03875,360,2021-10-01,0,135000.0
5025557,245000,2021-11-01,1031.61,0.029900000000000003,360,2021-11-01,0,245000.0
5025558,655000,2021-10-01,2850.61,0.0325,360,2021-10-01,0,655000.0
5025561,215000,2021-10-01,1459.04,0.0275,180,2021-10-01,0,215000.0
5025564,515000,2021-10-01,2168.49,0.029900000000000003,360,2021-10-01,0,515000.0
5025566,115000,2021-10-01,477.13,0.02875,360,2021-10-01,0,115000.0
5025568,265000,2021-10-01,1189.97,0.035,360,2021-10-01,0,265000.0
5025572,265000,2021-10-01,1263.63,0.039900000000000005,360,2021-10-01,0,265000.0
5025576,115000,2021-10-01,484.23,0.029900000000000003,360,2021-10-01,0,115000.0
5025580,325000,2021-10-01,1368.47,0.029900000000000003,360,2021-10-01,0,325000.0
5025582,225000,2021-10-01,1513.56,0.02625,180,2021-10-01,0,225000.0
