loan_id,closing_date,file_in_audit,file_audit_complete,file_sent_to_custodian,file_at_custodian
5030267,2021-08-31,2021-09-06 17:24:51.678,2021-09-09 14:07:08.220,2021-09-10 14:07:08.220,2021-09-13 14:07:08.220
5022058,2021-08-31,2021-09-06 18:00:00.353,2021-09-07 09:53:24.474,2021-09-08 09:53:24.474,2021-09-10 09:53:24.474
5037594,2021-08-31,2021-09-06 18:32:36.667,2021-09-06 18:32:36.667,2021-09-07 18:32:36.667,2021-09-09 18:32:36.667
5037556,2021-08-31,2021-09-06 19:24:00.002,2021-09-07 19:24:00.002,2021-09-08 20:39:10.339,2021-09-10 20:39:10.339
5024559,2021-08-31,2021-09-06 19:36:19.486,2021-09-07 15:01:10.177,2021-09-08 15:01:10.177,2021-09-10 15:01:10.177
5024416,2021-08-31,2021-09-06 19:42:37.827,2021-09-09 20:16:32.831,2021-09-10 20:16:32.831,2021-09-13 20:16:32.831
5031567,2021-08-31,2021-09-06 19:56:58.245,2021-09-08 19:56:58.245,2021-09-09 19:56:58.245,2021-09-13 19:56:58.245
5032842,2021-08-31,2021-09-06 20:13:21.925,2021-09-13 05:41:27.747,2021-09-13 06:23:40.464,2021-09-15 06:23:40.464
5025676,2021-08-31,2021-09-06 20:28:31.335,2021-09-06 20:28:31.335,2021-09-09 01:27:37.706,2021-09-13 01:27:37.706
5022728,2021-08-31,2021-09-06 21:49:38.585,2021-09-07 21:49:38.585,2021-09-09 10:23:38.584,2021-09-13 10:23:38.584
5035786,2021-08-31,2021-09-06 21:51:10.201,2021-09-07 21:51:10.201,2021-09-09 01:19:11.620,2021-09-13 01:19:11.620
5021373,2021-08-31,2021-09-06 22:55:17.554,2021-09-08 10:38:48.141,2021-09-13 04:01:51.806,2021-09-15 04:01:51.806
5034060,2021-08-31,2021-09-07 00:08:19.275,2021-09-09 00:08:19.275,2021-09-10 15:50:33.568,2021-09-13 15:50:33.568
5032776,2021-08-31,2021-09-07 08:12:05.021,2021-09-09 08:12:05.021,2021-09-13 02:27:51.137,2021-09-15 02:27:51.137
5023950,2021-08-31,2021-09-07 10:15:24.417,2021-09-13 23:33:23.309,2021-09-13 01:35:11.256,2021-09-15 01:35:11.256
5035429,2021-08-31,2021-09-07 12:52:36.205,2021-09-13 02:22:21.033,2021-09-13 02:22:21.033,2021-09-15 02:22:21.033
5021844,2021-08-31,2021-09-07 19:24:26.441,2021-09-09 19:24:26.441,2021-09-13 06:26:22.353,2021-09-15 06:26:22.353
5033388,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5029603,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5029838,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5026427,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5027286,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5024494,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5033032,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5025507,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5035594,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5035994,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5036121,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5033398,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 00:00:00.000
5036989,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 05:13:31.595,2021-09-08 05:13:31.595
5031870,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 07:27:18.970,2021-09-08 07:27:18.970
5026161,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 10:32:26.278,2021-09-08 10:32:26.278
5024418,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 11:27:03.247,2021-09-08 11:27:03.247
5028915,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 12:27:18.065,2021-09-08 12:27:18.065
5033337,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 14:10:21.983,2021-09-08 14:10:21.983
5036899,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 15:33:06.071,2021-09-08 15:33:06.071
5028173,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 17:42:06.362,2021-09-08 17:42:06.362
5029242,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 20:57:51.633,2021-09-08 20:57:51.633
5023509,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 22:33:45.324,2021-09-08 22:33:45.324
5033729,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-06 23:24:52.276,2021-09-08 23:24:52.276
5021894,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-07 02:31:40.369,2021-09-09 02:31:40.369
5034754,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-07 04:41:46.955,2021-09-09 04:41:46.955
5026449,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-07 06:46:57.824,2021-09-09 06:46:57.824
5029676,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 01:46:13.569,2021-09-10 01:46:13.569
5022654,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 00:00:00.000,2021-09-08 21:42:13.450,2021-09-10 21:42:13.450
5023097,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 01:22:45.198,2021-09-07 01:22:45.198,2021-09-09 01:22:45.198
5022334,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 01:58:32.932,2021-09-06 01:58:32.932,2021-09-08 01:58:32.932
5026931,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 02:14:13.451,2021-09-07 02:14:13.451,2021-09-09 02:14:13.451
5034213,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 02:40:24.064,2021-09-09 06:38:36.509,2021-09-13 06:38:36.509
5031492,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 03:25:54.333,2021-09-06 03:25:54.333,2021-09-08 03:25:54.333
5030178,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 04:38:38.052,2021-09-07 05:50:38.081,2021-09-09 05:50:38.081
5031040,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 05:00:44.544,2021-09-07 05:00:44.544,2021-09-09 05:00:44.544
5029429,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 05:47:00.916,2021-09-07 15:50:36.745,2021-09-09 15:50:36.745
5024311,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 06:32:03.386,2021-09-07 06:32:03.386,2021-09-09 06:32:03.386
5030486,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 06:44:56.278,2021-09-07 06:44:56.278,2021-09-09 06:44:56.278
5035724,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 07:20:25.397,2021-09-06 11:31:40.602,2021-09-08 11:31:40.602
5027901,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 09:16:22.373,2021-09-06 09:16:22.373,2021-09-08 09:16:22.373
5024615,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 09:32:44.415,2021-09-07 09:32:44.415,2021-09-09 09:32:44.415
5021882,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 10:42:21.336,2021-09-06 10:42:21.336,2021-09-08 10:42:21.336
5036499,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 12:14:02.291,2021-09-06 12:46:31.655,2021-09-08 12:46:31.655
5024734,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 13:00:32.258,2021-09-07 13:00:32.258,2021-09-09 13:00:32.258
5033605,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 14:12:42.719,2021-09-07 04:56:25.222,2021-09-09 04:56:25.222
5026351,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 15:06:07.217,2021-09-07 08:12:49.530,2021-09-09 08:12:49.530
5023433,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 16:35:53.885,2021-09-07 16:35:53.885,2021-09-09 16:35:53.885
5022434,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 16:36:11.286,2021-09-06 16:43:27.891,2021-09-08 16:43:27.891
5024328,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 16:44:07.328,2021-09-06 16:44:07.328,2021-09-08 16:44:07.328
5022181,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 16:52:24.853,2021-09-06 16:52:24.853,2021-09-08 16:52:24.853
5027658,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 20:22:10.181,2021-09-06 20:22:10.181,2021-09-08 20:22:10.181
5025463,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 21:27:09.768,2021-09-07 23:20:01.596,2021-09-09 23:20:01.596
5035677,2021-09-01,2021-09-03 00:00:00.000,2021-09-06 23:54:34.113,2021-09-08 17:11:42.619,2021-09-10 17:11:42.619
5035707,2021-09-01,2021-09-03 00:00:00.000,2021-09-07 00:08:22.317,2021-09-08 00:08:22.317,2021-09-10 00:08:22.317
5028359,2021-09-01,2021-09-03 00:00:00.000,2021-09-07 03:06:38.190,2021-09-08 03:06:38.190,2021-09-10 03:06:38.190
5023240,2021-09-01,2021-09-03 00:00:00.000,2021-09-07 12:18:05.023,2021-09-09 01:51:23.154,2021-09-13 01:51:23.154
5037547,2021-09-01,2021-09-03 00:00:00.000,2021-09-07 19:15:57.630,2021-09-10 05:37:29.612,2021-09-13 05:37:29.612
5021542,2021-09-01,2021-09-03 00:00:00.000,2021-09-07 22:54:31.463,2021-09-08 22:54:31.463,2021-09-10 22:54:31.463
5024306,2021-09-01,2021-09-03 00:00:00.000,2021-09-08 05:49:28.517,2021-09-09 14:17:28.398,2021-09-13 14:17:28.398
5033557,2021-09-01,2021-09-03 00:00:00.000,2021-09-08 06:20:22.179,2021-09-09 20:32:19.895,2021-09-13 20:32:19.895
5024396,2021-09-01,2021-09-03 00:00:00.000,2021-09-08 21:29:51.267,2021-09-09 21:29:51.267,2021-09-13 21:29:51.267
5022501,2021-09-01,2021-09-03 00:00:00.000,2021-09-08 22:57:46.420,2021-09-09 22:57:46.420,2021-09-13 22:57:46.420
5023111,2021-09-01,2021-09-03 00:00:00.000,2021-09-09 04:19:26.404,2021-09-13 09:41:57.260,2021-09-15 09:41:57.260
5025800,2021-09-01,2021-09-03 00:22:15.131,2021-09-08 08:02:35.629,2021-09-09 08:02:35.629,2021-09-13 08:02:35.629
5021461,2021-09-01,2021-09-03 00:32:47.188,2021-09-06 00:32:47.188,2021-09-06 05:18:31.624,2021-09-08 05:18:31.624
5030982,2021-09-01,2021-09-03 01:06:33.130,2021-09-06 21:22:16.267,2021-09-06 21:22:16.267,2021-09-08 21:22:16.267
5037134,2021-09-01,2021-09-03 01:23:33.546,2021-09-06 01:23:33.546,2021-09-06 01:23:33.546,2021-09-08 01:23:33.546
5028862,2021-09-01,2021-09-03 01:26:51.097,2021-09-06 06:51:42.153,2021-09-07 06:51:42.153,2021-09-09 06:51:42.153
5036450,2021-09-01,2021-09-03 01:57:18.796,2021-09-06 09:08:55.689,2021-09-06 11:27:56.367,2021-09-08 11:27:56.367
5036630,2021-09-01,2021-09-03 02:11:49.540,2021-09-06 02:11:49.540,2021-09-06 02:11:49.540,2021-09-08 02:11:49.540
5022731,2021-09-01,2021-09-03 02:18:57.753,2021-09-06 13:25:55.621,2021-09-07 13:25:55.621,2021-09-09 13:25:55.621
5021433,2021-09-01,2021-09-03 02:46:06.029,2021-09-06 02:46:06.029,2021-09-07 03:27:33.740,2021-09-09 03:27:33.740
5022960,2021-09-01,2021-09-03 02:57:20.618,2021-09-06 16:22:06.776,2021-09-07 21:58:22.035,2021-09-09 21:58:22.035
5022832,2021-09-01,2021-09-03 03:27:13.305,2021-09-07 10:08:02.831,2021-09-08 10:08:02.831,2021-09-10 10:08:02.831
5026627,2021-09-01,2021-09-03 04:04:54.017,2021-09-06 04:04:54.017,2021-09-06 04:04:54.017,2021-09-08 04:04:54.017
5036339,2021-09-01,2021-09-03 05:12:12.888,2021-09-06 05:12:12.888,2021-09-06 17:53:04.576,2021-09-08 17:53:04.576
5033724,2021-09-01,2021-09-03 06:40:29.697,2021-09-06 00:35:57.865,2021-09-07 00:35:57.865,2021-09-09 00:35:57.865
5026919,2021-09-01,2021-09-03 07:22:49.203,2021-09-06 14:40:05.722,2021-09-08 16:37:33.456,2021-09-10 16:37:33.456
5027646,2021-09-01,2021-09-03 07:30:45.282,2021-09-06 07:30:45.282,2021-09-06 16:42:17.101,2021-09-08 16:42:17.101
5028962,2021-09-01,2021-09-03 08:22:56.291,2021-09-06 08:22:56.291,2021-09-06 08:22:56.291,2021-09-08 08:22:56.291
5028867,2021-09-01,2021-09-03 08:25:28.792,2021-09-06 23:45:18.434,2021-09-07 23:45:18.434,2021-09-09 23:45:18.434
5027472,2021-09-01,2021-09-03 08:28:22.731,2021-09-06 08:28:22.731,2021-09-06 08:28:22.731,2021-09-08 08:28:22.731
5027527,2021-09-01,2021-09-03 09:09:16.617,2021-09-06 18:05:58.496,2021-09-06 18:05:58.496,2021-09-08 18:05:58.496
5035916,2021-09-01,2021-09-03 09:18:45.065,2021-09-06 09:18:45.065,2021-09-06 09:18:45.065,2021-09-08 09:18:45.065
5022472,2021-09-01,2021-09-03 09:27:19.001,2021-09-06 09:27:19.001,2021-09-06 09:27:19.001,2021-09-08 09:27:19.001
5035649,2021-09-01,2021-09-03 10:39:48.031,2021-09-06 10:39:48.031,2021-09-06 17:27:00.885,2021-09-08 17:27:00.885
5026904,2021-09-01,2021-09-03 11:15:13.672,2021-09-06 11:15:13.672,2021-09-06 21:53:59.163,2021-09-08 21:53:59.163
5025421,2021-09-01,2021-09-03 11:26:15.556,2021-09-06 11:26:15.556,2021-09-06 11:26:15.556,2021-09-08 11:26:15.556
5027853,2021-09-01,2021-09-03 13:21:55.610,2021-09-06 13:21:55.610,2021-09-06 13:21:55.610,2021-09-08 13:21:55.610
5033277,2021-09-01,2021-09-03 13:47:40.137,2021-09-06 13:47:40.137,2021-09-06 13:47:40.137,2021-09-08 13:47:40.137
5032918,2021-09-01,2021-09-03 13:59:19.875,2021-09-06 13:59:19.875,2021-09-06 13:59:19.875,2021-09-08 13:59:19.875
5021492,2021-09-01,2021-09-03 14:43:40.437,2021-09-06 14:43:40.437,2021-09-07 09:28:17.192,2021-09-09 09:28:17.192
5027088,2021-09-01,2021-09-03 14:57:50.750,2021-09-06 23:57:29.734,2021-09-07 08:14:20.462,2021-09-09 08:14:20.462
5025745,2021-09-01,2021-09-03 15:41:11.441,2021-09-06 15:41:11.441,2021-09-06 22:34:31.725,2021-09-08 22:34:31.725
5027609,2021-09-01,2021-09-03 15:43:06.349,2021-09-06 15:43:06.349,2021-09-06 15:43:06.349,2021-09-08 15:43:06.349
5034507,2021-09-01,2021-09-03 16:22:41.173,2021-09-06 16:22:41.173,2021-09-06 16:22:41.173,2021-09-08 16:22:41.173
5021380,2021-09-01,2021-09-03 16:23:05.945,2021-09-06 06:02:28.858,2021-09-07 06:02:28.858,2021-09-09 06:02:28.858
5027147,2021-09-01,2021-09-03 16:23:39.024,2021-09-08 17:09:52.897,2021-09-09 17:09:52.897,2021-09-13 17:09:52.897
5022997,2021-09-01,2021-09-03 16:37:28.420,2021-09-06 16:37:28.420,2021-09-06 18:17:55.671,2021-09-08 18:17:55.671
5035742,2021-09-01,2021-09-03 16:48:08.655,2021-09-09 10:46:38.234,2021-09-10 10:46:38.234,2021-09-13 10:46:38.234
5027775,2021-09-01,2021-09-03 17:25:50.507,2021-09-07 11:14:50.642,2021-09-10 09:16:55.719,2021-09-13 09:16:55.719
5036282,2021-09-01,2021-09-03 17:38:31.765,2021-09-06 20:27:19.794,2021-09-06 20:27:19.794,2021-09-08 20:27:19.794
5026946,2021-09-01,2021-09-03 17:51:06.536,2021-09-06 17:51:06.536,2021-09-06 17:51:06.536,2021-09-08 17:51:06.536
5035658,2021-09-01,2021-09-03 18:15:55.878,2021-09-06 18:15:55.878,2021-09-07 08:39:58.040,2021-09-09 08:39:58.040
5031810,2021-09-01,2021-09-03 18:47:34.959,2021-09-06 18:47:34.959,2021-09-06 18:47:34.959,2021-09-08 18:47:34.959
5021406,2021-09-01,2021-09-03 21:25:12.751,2021-09-09 08:48:08.944,2021-09-13 16:39:01.023,2021-09-15 16:39:01.023
5026668,2021-09-01,2021-09-03 21:37:43.225,2021-09-06 21:37:43.225,2021-09-07 12:01:49.253,2021-09-09 12:01:49.253
5025821,2021-09-01,2021-09-03 21:44:39.852,2021-09-06 21:44:39.852,2021-09-06 21:44:39.852,2021-09-08 21:44:39.852
5034149,2021-09-01,2021-09-03 21:57:11.081,2021-09-09 07:35:13.631,2021-09-13 09:05:40.154,2021-09-15 09:05:40.154
5034386,2021-09-01,2021-09-03 22:11:50.142,2021-09-09 17:26:57.130,2021-09-10 17:26:57.130,2021-09-13 17:26:57.130
5032525,2021-09-01,2021-09-03 22:35:14.508,2021-09-07 12:50:21.849,2021-09-09 04:24:29.619,2021-09-13 04:24:29.619
5030871,2021-09-01,2021-09-03 22:52:40.236,2021-09-06 23:59:36.594,2021-09-07 17:38:54.159,2021-09-09 17:38:54.159
5035938,2021-09-01,2021-09-03 22:58:24.049,2021-09-06 22:58:24.049,2021-09-08 06:21:43.910,2021-09-10 06:21:43.910
5033006,2021-09-01,2021-09-03 23:01:03.240,2021-09-06 13:38:54.267,2021-09-07 20:07:28.127,2021-09-09 20:07:28.127
5025359,2021-09-01,2021-09-03 23:12:05.964,2021-09-06 23:12:05.964,2021-09-07 22:37:04.105,2021-09-09 22:37:04.105
5027792,2021-09-01,2021-09-06 00:02:20.217,2021-09-07 00:02:20.217,2021-09-08 00:02:20.217,2021-09-10 00:02:20.217
5023619,2021-09-01,2021-09-06 00:03:00.584,2021-09-07 00:03:00.584,2021-09-08 00:03:00.584,2021-09-10 00:03:00.584
5030621,2021-09-01,2021-09-06 00:08:26.590,2021-09-07 00:08:26.590,2021-09-08 00:08:26.590,2021-09-10 00:08:26.590
5032488,2021-09-01,2021-09-06 00:09:12.505,2021-09-06 11:52:00.487,2021-09-07 11:52:00.487,2021-09-09 11:52:00.487
5029894,2021-09-01,2021-09-06 00:11:11.363,2021-09-07 00:11:11.363,2021-09-08 00:11:11.363,2021-09-10 00:11:11.363
5023665,2021-09-01,2021-09-06 00:31:44.286,2021-09-08 14:18:17.783,2021-09-09 14:18:17.783,2021-09-13 14:18:17.783
5035644,2021-09-01,2021-09-06 00:33:57.196,2021-09-08 00:33:57.196,2021-09-09 00:33:57.196,2021-09-13 00:33:57.196
5035739,2021-09-01,2021-09-06 00:34:12.228,2021-09-08 00:34:12.228,2021-09-09 03:13:38.549,2021-09-13 03:13:38.549
5032904,2021-09-01,2021-09-06 00:35:38.311,2021-09-09 01:17:39.948,2021-09-10 01:17:39.948,2021-09-13 01:17:39.948
5035524,2021-09-01,2021-09-06 00:47:23.467,2021-09-06 05:13:42.987,2021-09-08 03:51:18.560,2021-09-10 03:51:18.560
5021418,2021-09-01,2021-09-06 00:47:41.336,2021-09-08 06:14:36.876,2021-09-09 06:14:36.876,2021-09-13 06:14:36.876
5027751,2021-09-01,2021-09-06 00:49:05.578,2021-09-08 00:49:05.578,2021-09-09 13:17:03.902,2021-09-13 13:17:03.902
5031618,2021-09-01,2021-09-06 01:02:57.616,2021-09-08 01:02:57.616,2021-09-10 14:46:49.091,2021-09-13 14:46:49.091
5036315,2021-09-01,2021-09-06 01:04:48.290,2021-09-07 01:04:48.290,2021-09-08 01:04:48.290,2021-09-10 01:04:48.290
5036296,2021-09-01,2021-09-06 01:27:50.182,2021-09-08 18:02:51.972,2021-09-09 18:02:51.972,2021-09-13 18:02:51.972
5029022,2021-09-01,2021-09-06 01:32:54.030,2021-09-07 01:32:54.030,2021-09-08 01:32:54.030,2021-09-10 01:32:54.030
5023313,2021-09-01,2021-09-06 01:39:18.015,2021-09-08 01:39:18.015,2021-09-09 01:39:18.015,2021-09-13 01:39:18.015
5033570,2021-09-01,2021-09-06 01:42:09.480,2021-09-06 01:42:09.480,2021-09-07 07:31:15.947,2021-09-09 07:31:15.947
5029424,2021-09-01,2021-09-06 02:23:11.319,2021-09-10 05:46:32.719,2021-09-13 05:46:32.719,2021-09-15 05:46:32.719
5024794,2021-09-01,2021-09-06 02:26:33.292,2021-09-06 02:26:33.292,2021-09-07 02:26:33.292,2021-09-09 02:26:33.292
5024638,2021-09-01,2021-09-06 02:34:10.217,2021-09-08 02:34:10.217,2021-09-09 02:34:10.217,2021-09-13 02:34:10.217
5021391,2021-09-01,2021-09-06 02:45:50.732,2021-09-10 03:04:34.059,2021-09-13 07:31:09.451,2021-09-15 07:31:09.451
5023175,2021-09-01,2021-09-06 02:55:38.143,2021-09-08 03:28:01.312,2021-09-09 03:28:01.312,2021-09-13 03:28:01.312
5035821,2021-09-01,2021-09-06 02:57:06.907,2021-09-06 02:57:06.907,2021-09-07 15:25:04.279,2021-09-09 15:25:04.279
5026036,2021-09-01,2021-09-06 03:06:32.492,2021-09-06 03:06:32.492,2021-09-07 23:37:46.634,2021-09-09 23:37:46.634
5037130,2021-09-01,2021-09-06 03:16:39.009,2021-09-06 03:16:39.009,2021-09-07 22:57:11.547,2021-09-09 22:57:11.547
5025733,2021-09-01,2021-09-06 03:28:21.988,2021-09-06 03:28:21.988,2021-09-07 11:01:09.534,2021-09-09 11:01:09.534
5036250,2021-09-01,2021-09-06 03:44:25.865,2021-09-06 03:44:25.865,2021-09-07 18:01:06.052,2021-09-09 18:01:06.052
5026731,2021-09-01,2021-09-06 03:46:17.806,2021-09-08 03:46:17.806,2021-09-09 23:23:41.168,2021-09-13 23:23:41.168
5021768,2021-09-01,2021-09-06 03:47:55.131,2021-09-09 23:25:17.950,2021-09-10 23:25:17.950,2021-09-13 23:25:17.950
5029020,2021-09-01,2021-09-06 03:51:51.140,2021-09-07 07:04:38.075,2021-09-08 10:15:29.363,2021-09-10 10:15:29.363
5036220,2021-09-01,2021-09-06 03:58:05.843,2021-09-06 03:58:05.843,2021-09-07 03:58:05.843,2021-09-09 03:58:05.843
5030113,2021-09-01,2021-09-06 04:18:48.781,2021-09-09 18:59:57.735,2021-09-13 23:54:12.775,2021-09-15 23:54:12.775
5023580,2021-09-01,2021-09-06 04:22:28.925,2021-09-08 09:05:06.917,2021-09-10 23:43:58.382,2021-09-13 23:43:58.382
5036285,2021-09-01,2021-09-06 04:23:17.211,2021-09-10 18:32:08.582,2021-09-13 02:02:28.418,2021-09-15 02:02:28.418
5025898,2021-09-01,2021-09-06 04:28:23.555,2021-09-08 04:28:23.555,2021-09-09 04:28:23.555,2021-09-13 04:28:23.555
5031947,2021-09-01,2021-09-06 04:42:52.150,2021-09-07 04:42:52.150,2021-09-08 04:42:52.150,2021-09-10 04:42:52.150
5026936,2021-09-01,2021-09-06 04:43:46.505,2021-09-09 12:38:33.817,2021-09-13 00:56:14.375,2021-09-15 00:56:14.375
5024716,2021-09-01,2021-09-06 04:46:21.503,2021-09-08 19:33:03.543,2021-09-09 19:33:03.543,2021-09-13 19:33:03.543
5030181,2021-09-01,2021-09-06 04:50:32.423,2021-09-13 07:02:40.690,2021-09-14 01:38:40.519,2021-09-16 01:38:40.519
5035872,2021-09-01,2021-09-06 05:19:15.426,2021-09-09 02:12:27.196,2021-09-10 02:12:27.196,2021-09-13 02:12:27.196
5035978,2021-09-01,2021-09-06 05:40:19.242,2021-09-08 20:48:07.867,2021-09-10 23:15:05.566,2021-09-13 23:15:05.566
5032514,2021-09-01,2021-09-06 05:47:14.046,2021-09-10 16:14:18.874,2021-09-13 16:14:18.874,2021-09-15 16:14:18.874
5026317,2021-09-01,2021-09-06 05:54:18.739,2021-09-09 00:34:03.409,2021-09-10 17:32:09.348,2021-09-13 17:32:09.348
5035617,2021-09-01,2021-09-06 06:02:09.159,2021-09-06 16:17:16.463,2021-09-08 00:25:50.510,2021-09-10 00:25:50.510
5025405,2021-09-01,2021-09-06 06:13:57.205,2021-09-10 08:21:18.065,2021-09-13 17:47:16.773,2021-09-15 17:47:16.773
5033251,2021-09-01,2021-09-06 06:23:43.286,2021-09-07 06:23:43.286,2021-09-08 06:23:43.286,2021-09-10 06:23:43.286
5024441,2021-09-01,2021-09-06 06:32:54.423,2021-09-13 03:59:06.921,2021-09-13 13:13:55.440,2021-09-15 13:13:55.440
5023797,2021-09-01,2021-09-06 06:34:19.981,2021-09-10 10:41:39.123,2021-09-13 09:21:11.627,2021-09-15 09:21:11.627
5026633,2021-09-01,2021-09-06 06:34:40.865,2021-09-08 17:03:11.137,2021-09-09 23:48:15.951,2021-09-13 23:48:15.951
5021472,2021-09-01,2021-09-06 06:39:46.251,2021-09-07 00:56:58.170,2021-09-09 04:03:22.675,2021-09-13 04:03:22.675
5033594,2021-09-01,2021-09-06 06:50:04.941,2021-09-07 15:10:41.806,2021-09-08 15:10:41.806,2021-09-10 15:10:41.806
5029587,2021-09-01,2021-09-06 07:09:34.906,2021-09-07 07:09:34.906,2021-09-08 07:09:34.906,2021-09-10 07:09:34.906
5034181,2021-09-01,2021-09-06 07:13:49.005,2021-09-07 20:19:32.735,2021-09-08 20:19:32.735,2021-09-10 20:19:32.735
5031629,2021-09-01,2021-09-06 07:16:52.170,2021-09-06 07:16:52.170,2021-09-08 06:53:14.290,2021-09-10 06:53:14.290
5029178,2021-09-01,2021-09-06 07:29:03.293,2021-09-07 01:21:48.625,2021-09-08 01:21:48.625,2021-09-10 01:21:48.625
5022112,2021-09-01,2021-09-06 07:30:18.984,2021-09-06 08:05:23.350,2021-09-07 08:05:23.350,2021-09-09 08:05:23.350
5028045,2021-09-01,2021-09-06 07:36:09.914,2021-09-08 07:36:09.914,2021-09-10 00:28:56.120,2021-09-13 00:28:56.120
5035352,2021-09-01,2021-09-06 07:39:21.218,2021-09-07 14:21:20.969,2021-09-08 23:44:56.985,2021-09-10 23:44:56.985
5029023,2021-09-01,2021-09-06 07:41:44.207,2021-09-09 20:59:36.064,2021-09-13 13:25:27.557,2021-09-15 13:25:27.557
5028926,2021-09-01,2021-09-06 07:49:08.276,2021-09-08 22:27:47.732,2021-09-10 21:24:45.034,2021-09-13 21:24:45.034
5031662,2021-09-01,2021-09-06 07:52:09.720,2021-09-07 11:37:01.267,2021-09-08 22:29:24.669,2021-09-10 22:29:24.669
5036335,2021-09-01,2021-09-06 07:52:19.850,2021-09-06 07:52:19.850,2021-09-07 10:32:24.625,2021-09-09 10:32:24.625
5028079,2021-09-01,2021-09-06 08:07:51.380,2021-09-06 08:07:51.380,2021-09-07 08:07:51.380,2021-09-09 08:07:51.380
