loan_id,closing_date,file_in_audit,file_audit_complete,file_sent_to_custodian,file_at_custodian,audit_tat_days,custodian_tat_days
5028085,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5032348,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5026117,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5036409,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5031536,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5022368,2021-09-02,2021-09-06,2021-09-09,2021-09-13,2021-09-15,7,6
5027614,2021-09-02,2021-09-06,2021-09-06,2021-09-08,2021-09-10,4,4
5024477,2021-09-02,2021-09-06,2021-09-09,2021-09-13,2021-09-15,7,6
5021420,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5030238,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5024352,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5036426,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5025992,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5025417,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5035598,2021-09-02,2021-09-06,2021-09-13,2021-09-14,2021-09-16,11,3
5027010,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5028051,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5029199,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5024516,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5024753,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5030734,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5029735,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5031288,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5033021,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5033755,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5033136,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5034820,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5026752,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5023361,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5034182,2021-09-02,2021-09-06,2021-09-07,2021-09-13,2021-09-15,5,8
5027439,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5037646,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5032953,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5030028,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5026582,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5030281,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5034748,2021-09-02,2021-09-06,2021-09-06,2021-09-08,2021-09-10,4,4
5024833,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5031838,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5024845,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5029056,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5030935,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5032382,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5030072,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5033472,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5032060,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5024828,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5031705,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5031821,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5035694,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5036659,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5030200,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5028806,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5029721,2021-09-02,2021-09-06,2021-09-09,2021-09-13,2021-09-15,7,6
5029896,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5025455,2021-09-02,2021-09-06,2021-09-07,2021-09-10,2021-09-13,5,6
5037415,2021-09-02,2021-09-06,2021-09-06,2021-09-08,2021-09-10,4,4
5021499,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5033753,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5032470,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5036413,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5023167,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5034270,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5022846,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5022863,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5022891,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5024689,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5027536,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5028819,2021-09-02,2021-09-06,2021-09-08,2021-09-13,2021-09-15,6,7
5024025,2021-09-02,2021-09-06,2021-09-09,2021-09-13,2021-09-15,7,6
5032406,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5026980,2021-09-02,2021-09-06,2021-09-09,2021-09-13,2021-09-15,7,6
5028121,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5022475,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5025913,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5022442,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5033830,2021-09-02,2021-09-06,2021-09-06,2021-09-08,2021-09-10,4,4
5029352,2021-09-02,2021-09-06,2021-09-06,2021-09-10,2021-09-13,4,7
5033750,2021-09-02,2021-09-06,2021-09-13,2021-09-13,2021-09-15,11,2
5036218,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5026780,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5023800,2021-09-02,2021-09-06,2021-09-06,2021-09-08,2021-09-10,4,4
5025876,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5032982,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5034228,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5028233,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5025859,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5022151,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5032719,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5036660,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5026051,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5023444,2021-09-02,2021-09-06,2021-09-07,2021-09-10,2021-09-13,5,6
5030232,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5026015,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5031112,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5032971,2021-09-02,2021-09-06,2021-09-06,2021-09-08,2021-09-10,4,4
5029100,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5034206,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5023318,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5033143,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5024863,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5025537,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5032668,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5032537,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5030331,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5029328,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5030461,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5024777,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5030706,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5027985,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5023971,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5026596,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5031922,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5029117,2021-09-02,2021-09-06,2021-09-08,2021-09-13,2021-09-15,6,7
5034233,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5022604,2021-09-02,2021-09-06,2021-09-07,2021-09-10,2021-09-13,5,6
5023001,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5029605,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5030657,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5026321,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5034840,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5025893,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5029443,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5022362,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5033446,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5021437,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5029498,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5022833,2021-09-02,2021-09-06,2021-09-07,2021-09-13,2021-09-15,5,8
5032183,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5033743,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5035060,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5028169,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5033835,2021-09-02,2021-09-06,2021-09-08,2021-09-13,2021-09-15,6,7
5022118,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5027317,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5036613,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5028213,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5023330,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5025999,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5030156,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5029646,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5030003,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5029107,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5028930,2021-09-02,2021-09-06,2021-09-13,2021-09-13,2021-09-15,11,2
5027534,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5030792,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5036782,2021-09-02,2021-09-06,2021-09-13,2021-09-13,2021-09-15,11,2
5034178,2021-09-02,2021-09-06,2021-09-13,2021-09-13,2021-09-15,11,2
5021921,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5030673,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5033739,2021-09-02,2021-09-06,2021-09-10,2021-09-13,2021-09-15,8,5
5028349,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5025825,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5036031,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5032000,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5033096,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5024952,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5033795,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5029782,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5026134,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5022930,2021-09-02,2021-09-06,2021-09-09,2021-09-10,2021-09-13,7,4
5027488,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5024724,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5033934,2021-09-02,2021-09-06,2021-09-09,2021-09-13,2021-09-15,7,6
5022342,2021-09-02,2021-09-06,2021-09-06,2021-09-08,2021-09-10,4,4
5030956,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5034689,2021-09-02,2021-09-06,2021-09-07,2021-09-08,2021-09-10,5,3
5026709,2021-09-02,2021-09-06,2021-09-07,2021-09-10,2021-09-13,5,6
5027349,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5030456,2021-09-02,2021-09-06,2021-09-08,2021-09-09,2021-09-13,6,5
5027577,2021-09-02,2021-09-06,2021-09-07,2021-09-09,2021-09-13,5,6
5034726,2021-09-02,2021-09-06,2021-09-08,2021-09-13,2021-09-15,6,7
5036277,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-09,4,3
5023712,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5034702,2021-09-02,2021-09-06,2021-09-08,2021-09-10,2021-09-13,6,5
5031907,2021-09-02,2021-09-07,2021-09-13,2021-09-14,2021-09-16,11,3
5028138,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5021511,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5022868,2021-09-02,2021-09-07,2021-09-10,2021-09-13,2021-09-15,8,5
5022786,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5037269,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5034780,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5024668,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5034897,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5032062,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5024506,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5035599,2021-09-02,2021-09-07,2021-09-10,2021-09-13,2021-09-15,8,5
5036063,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5030338,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5036024,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5031316,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5022146,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5034981,2021-09-02,2021-09-07,2021-09-13,2021-09-15,2021-09-17,11,4
5021907,2021-09-02,2021-09-07,2021-09-14,2021-09-17,2021-09-20,12,6
5029986,2021-09-02,2021-09-07,2021-09-10,2021-09-13,2021-09-15,8,5
5026302,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5025527,2021-09-02,2021-09-07,2021-09-10,2021-09-13,2021-09-15,8,5
5030496,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5026941,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5036648,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5033373,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5031993,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5024238,2021-09-02,2021-09-07,2021-09-10,2021-09-13,2021-09-15,8,5
5036379,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5021503,2021-09-02,2021-09-07,2021-09-09,2021-09-13,2021-09-15,7,6
5025775,2021-09-02,2021-09-07,2021-09-10,2021-09-13,2021-09-15,8,5
5033774,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5029122,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5035702,2021-09-02,2021-09-07,2021-09-09,2021-09-13,2021-09-15,7,6
5024605,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5028384,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5029033,2021-09-02,2021-09-07,2021-09-09,2021-09-13,2021-09-15,7,6
5034899,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5033000,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5033555,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5029779,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5030821,2021-09-02,2021-09-07,2021-09-09,2021-09-13,2021-09-15,7,6
5029768,2021-09-02,2021-09-07,2021-09-13,2021-09-14,2021-09-16,11,3
5036527,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5022743,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5033791,2021-09-02,2021-09-07,2021-09-09,2021-09-13,2021-09-15,7,6
5036457,2021-09-02,2021-09-07,2021-09-09,2021-09-13,2021-09-15,7,6
5033502,2021-09-02,2021-09-07,2021-09-09,2021-09-10,2021-09-13,7,4
5023093,2021-09-02,2021-09-07,2021-09-10,2021-09-13,2021-09-15,8,5
5028157,2021-09-02,2021-09-07,2021-09-10,2021-09-15,2021-09-17,8,7
5021515,2021-09-02,2021-09-07,2021-09-10,2021-09-13,2021-09-15,8,5
5035945,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5033263,2021-09-02,2021-09-07,2021-09-09,2021-09-13,2021-09-15,7,6
5023454,2021-09-02,2021-09-07,2021-09-13,2021-09-13,2021-09-15,11,2
5024773,2021-09-02,2021-09-07,2021-09-14,2021-09-16,2021-09-20,12,6
5027028,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5024782,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5031554,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5021456,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5032046,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5029959,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5030574,2021-09-02,2021-09-08,2021-09-10,2021-09-14,2021-09-16,8,6
5032562,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5032188,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5032463,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5033771,2021-09-02,2021-09-08,2021-09-13,2021-09-14,2021-09-16,11,3
5028994,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5032016,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5032624,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5037281,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5035564,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5037037,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5030045,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5033170,2021-09-02,2021-09-08,2021-09-13,2021-09-15,2021-09-17,11,4
5024632,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5027841,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5029998,2021-09-02,2021-09-08,2021-09-13,2021-09-14,2021-09-16,11,3
5030222,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5032546,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5027570,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5037330,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5029280,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5030897,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5033433,2021-09-02,2021-09-08,2021-09-13,2021-09-14,2021-09-16,11,3
5029805,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5024750,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5032951,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5021792,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5025753,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5031257,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5021888,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5035907,2021-09-02,2021-09-08,2021-09-13,2021-09-14,2021-09-16,11,3
5037254,2021-09-02,2021-09-08,2021-09-10,2021-09-13,2021-09-15,8,5
5026251,2021-09-02,2021-09-08,2021-09-13,2021-09-13,2021-09-15,11,2
5028279,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5035765,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5033047,2021-09-02,2021-09-09,2021-09-13,2021-09-14,2021-09-16,11,3
5034217,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5035936,2021-09-02,2021-09-09,2021-09-13,2021-09-14,2021-09-16,11,3
5028296,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5023512,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5033044,2021-09-02,2021-09-09,2021-09-13,2021-09-14,2021-09-16,11,3
5035838,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5030318,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5022196,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5034106,2021-09-02,2021-09-09,2021-09-13,2021-09-14,2021-09-16,11,3
5024805,2021-09-02,2021-09-09,2021-09-13,2021-09-14,2021-09-16,11,3
5022038,2021-09-02,2021-09-09,2021-09-13,2021-09-13,2021-09-15,11,2
5023530,2021-09-02,2021-09-09,2021-09-13,2021-09-14,2021-09-16,11,3
5029692,2021-09-02,2021-09-10,2021-09-13,2021-09-14,2021-09-16,11,3
5025808,2021-09-02,2021-09-10,2021-09-13,2021-09-13,2021-09-15,11,2
5032256,2021-09-02,2021-09-10,2021-09-13,2021-09-14,2021-09-16,11,3
5036043,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5033690,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5023519,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5025061,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5033457,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5036580,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5030873,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5035043,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5032771,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5023303,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5025216,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5030052,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5024521,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5028432,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5033076,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5034272,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5031637,2021-09-03,2021-09-06,2021-09-07,2021-09-09,2021-09-13,4,6
5023352,2021-09-03,2021-09-06,2021-09-07,2021-09-09,2021-09-13,4,6
5021545,2021-09-03,2021-09-06,2021-09-07,2021-09-09,2021-09-13,4,6
5025885,2021-09-03,2021-09-06,2021-09-07,2021-09-09,2021-09-13,4,6
5027909,2021-09-03,2021-09-06,2021-09-07,2021-09-10,2021-09-13,4,6
5021929,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5034391,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5032862,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5029263,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5036002,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5022898,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5027632,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5035991,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5027702,2021-09-03,2021-09-06,2021-09-07,2021-09-09,2021-09-13,4,6
5030840,2021-09-03,2021-09-06,2021-09-07,2021-09-09,2021-09-13,4,6
5036011,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-10,4,3
5033353,2021-09-03,2021-09-06,2021-09-08,2021-09-09,2021-09-13,5,5
5022975,2021-09-03,2021-09-06,2021-09-08,2021-09-09,2021-09-13,5,5
5034062,2021-09-03,2021-09-06,2021-09-08,2021-09-09,2021-09-13,5,5
5026981,2021-09-03,2021-09-06,2021-09-08,2021-09-09,2021-09-13,5,5
5032801,2021-09-03,2021-09-06,2021-09-08,2021-09-10,2021-09-13,5,5
