loan_id,state_code,county,derived_dwelling_category,property_value,loan_amount,ltv_ratio,ltv_tier
5031046,FL,Broward    ,Single Family (1-4 Units):Site-Built,394496.0,215000.0,54.5,Standard Risk (<=80%)
5031089,NC,Wayne    ,Single Family (1-4 Units):Site-Built,242661.0,205000.0,84.48,High Risk (>80%)
5031140,CT,Middlesex    ,Single Family (1-4 Units):Site-Built,523899.0,365000.0,69.67,Standard Risk (<=80%)
5031221,IL,Lake    ,Single Family (1-4 Units):Site-Built,400000.0,275000.0,68.75,Standard Risk (<=80%)
5031223,VA,Fairfax    ,Single Family (1-4 Units):Site-Built,1006234.0,565000.0,56.15,Standard Risk (<=80%)
5031340,TX,Collin    ,Single Family (1-4 Units):Site-Built,760961.0,545000.0,71.62,Standard Risk (<=80%)
5031369,CA,Sacramento    ,Single Family (1-4 Units):Site-Built,364584.0,175000.0,48.0,Standard Risk (<=80%)
5031429,DC,District of Columbia  ,Single Family (1-4 Units):Site-Built,375000.0,195000.0,52.0,Standard Risk (<=80%)
5031472,TX,Tarrant    ,Single Family (1-4 Units):Site-Built,181250.0,145000.0,80.0,Standard Risk (<=80%)
5031541,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,147533.0,55000.0,37.28,Standard Risk (<=80%)
5031576,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,1110172.0,525000.0,47.29,Standard Risk (<=80%)
5031616,NJ,Monmouth    ,Single Family (1-4 Units):Site-Built,668750.0,535000.0,80.0,Standard Risk (<=80%)
5031651,CA,Ventura    ,Single Family (1-4 Units):Site-Built,771277.0,725000.0,94.0,High Risk (>80%)
5031659,ME,Penobscot    ,Single Family (1-4 Units):Site-Built,219102.0,195000.0,89.0,High Risk (>80%)
5031704,NY,Dutchess    ,Single Family (1-4 Units):Site-Built,381250.0,305000.0,80.0,Standard Risk (<=80%)
5031743,WA,Spokane    ,Single Family (1-4 Units):Site-Built,575004.0,455000.0,79.13,Standard Risk (<=80%)
5031771,TX,Bastrop    ,Single Family (1-4 Units):Site-Built,618750.0,495000.0,80.0,Standard Risk (<=80%)
5031847,PA,Cumberland    ,Single Family (1-4 Units):Site-Built,458859.0,295000.0,64.29,Standard Risk (<=80%)
5031873,SC,Charleston    ,Single Family (1-4 Units):Site-Built,428222.0,105000.0,24.52,Standard Risk (<=80%)
5031889,TX,Bexar    ,Single Family (1-4 Units):Site-Built,197406.0,105000.0,53.19,Standard Risk (<=80%)
5031976,GA,Glynn    ,Single Family (1-4 Units):Site-Built,221519.0,175000.0,79.0,Standard Risk (<=80%)
5031998,TX,Travis    ,Single Family (1-4 Units):Site-Built,525010.0,275000.0,52.38,Standard Risk (<=80%)
5032005,CA,Santa Clara   ,Single Family (1-4 Units):Site-Built,1556604.0,825000.0,53.0,Standard Risk (<=80%)
5032046,CA,Alameda    ,Single Family (1-4 Units):Site-Built,1660109.0,675000.0,40.66,Standard Risk (<=80%)
5032073,CA,Orange    ,Single Family (1-4 Units):Site-Built,598936.0,135000.0,22.54,Standard Risk (<=80%)
5032074,OH,Columbiana    ,Single Family (1-4 Units):Site-Built,281358.0,155000.0,55.09,Standard Risk (<=80%)
5032152,TX,Jefferson    ,Single Family (1-4 Units):Site-Built,390625.0,345000.0,88.32,High Risk (>80%)
5032166,IL,Cook    ,Single Family (1-4 Units):Site-Built,248071.0,135000.0,54.42,Standard Risk (<=80%)
5032199,MN,Anoka    ,Single Family (1-4 Units):Site-Built,250000.0,105000.0,42.0,Standard Risk (<=80%)
5032223,CO,Jefferson    ,Single Family (1-4 Units):Site-Built,355068.0,165000.0,46.47,Standard Risk (<=80%)
5032304,PA,Lycoming    ,Single Family (1-4 Units):Site-Built,193750.0,155000.0,80.0,Standard Risk (<=80%)
5032334,TX,Travis    ,Single Family (1-4 Units):Site-Built,549600.0,405000.0,73.69,Standard Risk (<=80%)
5032412,TX,Bexar    ,Single Family (1-4 Units):Site-Built,472384.0,325000.0,68.8,Standard Risk (<=80%)
5032422,TX,Collin    ,Single Family (1-4 Units):Site-Built,543963.0,305000.0,56.07,Standard Risk (<=80%)
5032456,NY,Onondaga    ,Single Family (1-4 Units):Site-Built,200923.0,135000.0,67.19,Standard Risk (<=80%)
5032469,MS,Pike    ,Single Family (1-4 Units):Site-Built,232524.0,155000.0,66.66,Standard Risk (<=80%)
5032549,TX,Fort Bend   ,Single Family (1-4 Units):Site-Built,384251.0,365000.0,94.99,High Risk (>80%)
5032711,TX,Harris    ,Single Family (1-4 Units):Site-Built,437318.0,135000.0,30.87,Standard Risk (<=80%)
5032724,MI,Osceola    ,Single Family (1-4 Units):Site-Built,348531.0,185000.0,53.08,Standard Risk (<=80%)
5032733,NY,Queens    ,Single Family (1-4 Units):Site-Built,1185209.0,375000.0,31.64,Standard Risk (<=80%)
5032737,MI,Livingston    ,Single Family (1-4 Units):Site-Built,438889.0,395000.0,90.0,High Risk (>80%)
5032759,TX,Harris    ,Single Family (1-4 Units):Site-Built,193750.0,155000.0,80.0,Standard Risk (<=80%)
5032784,OH,Cuyahoga    ,Single Family (1-4 Units):Site-Built,368056.0,265000.0,72.0,Standard Risk (<=80%)
5032803,ID,Bannock    ,Single Family (1-4 Units):Site-Built,223405.0,105000.0,47.0,Standard Risk (<=80%)
5032821,CT,Fairfield    ,Single Family (1-4 Units):Site-Built,616551.0,415000.0,67.31,Standard Risk (<=80%)
5032834,NC,Wake    ,Single Family (1-4 Units):Site-Built,750000.0,375000.0,50.0,Standard Risk (<=80%)
5033198,CO,Summit    ,Single Family (1-4 Units):Site-Built,856250.0,685000.0,80.0,Standard Risk (<=80%)
5033277,MA,Norfolk    ,Single Family (1-4 Units):Site-Built,572547.0,395000.0,68.99,Standard Risk (<=80%)
5033337,MD,Howard    ,Single Family (1-4 Units):Site-Built,212517.0,145000.0,68.23,Standard Risk (<=80%)
5033398,MD,Baltimore    ,Single Family (1-4 Units):Site-Built,409542.0,285000.0,69.59,Standard Risk (<=80%)
5033433,WA,King    ,Single Family (1-4 Units):Site-Built,1214286.0,425000.0,35.0,Standard Risk (<=80%)
5033472,MI,Genesee    ,Single Family (1-4 Units):Site-Built,264437.0,185000.0,69.96,Standard Risk (<=80%)
5033715,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,692858.0,485000.0,70.0,Standard Risk (<=80%)
5033753,IN,Delaware    ,Single Family (1-4 Units):Site-Built,197425.0,115000.0,58.25,Standard Risk (<=80%)
5033769,GA,Paulding    ,Single Family (1-4 Units):Site-Built,245030.0,175000.0,71.42,Standard Risk (<=80%)
5033837,CA,Orange    ,Single Family (1-4 Units):Site-Built,1205747.0,705000.0,58.47,Standard Risk (<=80%)
5033866,IL,Cook    ,Single Family (1-4 Units):Site-Built,318750.0,255000.0,80.0,Standard Risk (<=80%)
5033929,CA,Placer    ,Single Family (1-4 Units):Site-Built,624507.0,475000.0,76.06,Standard Risk (<=80%)
5034134,NY,Westchester    ,Single Family (1-4 Units):Site-Built,313334.0,235000.0,75.0,Standard Risk (<=80%)
5034138,OH,Knox    ,Single Family (1-4 Units):Site-Built,278948.0,265000.0,95.0,High Risk (>80%)
5034250,TX,Denton    ,Single Family (1-4 Units):Site-Built,875408.0,215000.0,24.56,Standard Risk (<=80%)
5034307,NC,Wilson    ,Single Family (1-4 Units):Site-Built,281250.0,225000.0,80.0,Standard Risk (<=80%)
5034337,MN,Chisago    ,Single Family (1-4 Units):Site-Built,269152.0,195000.0,72.45,Standard Risk (<=80%)
5034438,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,265625.0,85000.0,32.0,Standard Risk (<=80%)
5034451,VA,Fauquier    ,Single Family (1-4 Units):Site-Built,959460.0,355000.0,37.0,Standard Risk (<=80%)
5034465,CA,Contra Costa   ,Single Family (1-4 Units):Site-Built,501645.0,305000.0,60.8,Standard Risk (<=80%)
5034466,PA,Philadelphia    ,Single Family (1-4 Units):Site-Built,124579.0,85000.0,68.23,Standard Risk (<=80%)
5034519,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,858491.0,455000.0,53.0,Standard Risk (<=80%)
5034535,PA,York    ,Single Family (1-4 Units):Site-Built,222973.0,185000.0,82.97,High Risk (>80%)
5034662,TX,Webb    ,Single Family (1-4 Units):Site-Built,161881.0,115000.0,71.04,Standard Risk (<=80%)
5034855,GA,Forsyth    ,Single Family (1-4 Units):Site-Built,533189.0,245000.0,45.95,Standard Risk (<=80%)
5034877,NC,Wilson    ,Single Family (1-4 Units):Site-Built,194133.0,135000.0,69.54,Standard Risk (<=80%)
5034925,CA,Alameda    ,Single Family (1-4 Units):Site-Built,1000724.0,415000.0,41.47,Standard Risk (<=80%)
5035005,OH,Clermont    ,Single Family (1-4 Units):Site-Built,208861.0,165000.0,79.0,Standard Risk (<=80%)
5035009,TX,Wise    ,Single Family (1-4 Units):Site-Built,350936.0,105000.0,29.92,Standard Risk (<=80%)
5035160,FL,Miami-Dade,Single Family (1-4 Units):Site-Built,336957.0,155000.0,46.0,Standard Risk (<=80%)
5035169,IL,Cook    ,Single Family (1-4 Units):Site-Built,329710.0,185000.0,56.11,Standard Risk (<=80%)
5035260,VA,Charlotte    ,Single Family (1-4 Units):Site-Built,168760.0,125000.0,74.07,Standard Risk (<=80%)
5035294,WA,Thurston    ,Single Family (1-4 Units):Site-Built,273662.0,205000.0,74.91,Standard Risk (<=80%)
5035465,IL,Kendall    ,Single Family (1-4 Units):Site-Built,289460.0,265000.0,91.55,High Risk (>80%)
5035466,NY,Steuben    ,Single Family (1-4 Units):Site-Built,168000.0,105000.0,62.5,Standard Risk (<=80%)
5035473,CA,Ventura    ,Single Family (1-4 Units):Site-Built,1190151.0,435000.0,36.55,Standard Risk (<=80%)
5035479,OR,Lane    ,Single Family (1-4 Units):Site-Built,532512.0,285000.0,53.52,Standard Risk (<=80%)
5035668,CA,Orange    ,Single Family (1-4 Units):Site-Built,656527.0,505000.0,76.92,Standard Risk (<=80%)
5035729,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,813334.0,305000.0,37.5,Standard Risk (<=80%)
5035739,CO,Douglas    ,Single Family (1-4 Units):Site-Built,927803.0,595000.0,64.13,Standard Risk (<=80%)
5035742,MD,Montgomery    ,Single Family (1-4 Units):Site-Built,353334.0,265000.0,75.0,Standard Risk (<=80%)
5035765,WV,Monongalia    ,Single Family (1-4 Units):Site-Built,185211.0,135000.0,72.89,Standard Risk (<=80%)
5035838,MI,Oakland    ,Single Family (1-4 Units):Site-Built,440678.0,325000.0,73.75,Standard Risk (<=80%)
5035945,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,1210527.0,575000.0,47.5,Standard Risk (<=80%)
5036044,MI,Oakland    ,Single Family (1-4 Units):Site-Built,327957.0,305000.0,93.0,High Risk (>80%)
5036085,IN,Marion    ,Single Family (1-4 Units):Site-Built,309131.0,215000.0,69.55,Standard Risk (<=80%)
5036137,GA,Fayette    ,Single Family (1-4 Units):Site-Built,480012.0,335000.0,69.79,Standard Risk (<=80%)
5036201,TX,Tarrant    ,Single Family (1-4 Units):Site-Built,229940.0,145000.0,63.06,Standard Risk (<=80%)
5036325,MI,Charlevoix    ,Single Family (1-4 Units):Site-Built,303345.0,205000.0,67.58,Standard Risk (<=80%)
5036386,CA,Butte    ,Single Family (1-4 Units):Site-Built,350747.0,235000.0,67.0,Standard Risk (<=80%)
5036405,AR,Benton    ,Single Family (1-4 Units):Site-Built,333786.0,295000.0,88.38,High Risk (>80%)
5036512,TX,Taylor    ,Single Family (1-4 Units):Site-Built,131448.0,105000.0,79.88,Standard Risk (<=80%)
5036540,FL,Leon    ,Single Family (1-4 Units):Site-Built,242648.0,165000.0,68.0,Standard Risk (<=80%)
5036624,TN,Shelby    ,Single Family (1-4 Units):Site-Built,398101.0,285000.0,71.59,Standard Risk (<=80%)
5036692,TX,Jefferson    ,Single Family (1-4 Units):Site-Built,273334.0,205000.0,75.0,Standard Risk (<=80%)
5036789,CO,Arapahoe    ,Single Family (1-4 Units):Site-Built,460000.0,345000.0,75.0,Standard Risk (<=80%)
5036885,IL,Will    ,Single Family (1-4 Units):Site-Built,207143.0,145000.0,70.0,Standard Risk (<=80%)
5036935,MI,Eaton    ,Single Family (1-4 Units):Site-Built,204919.0,125000.0,61.0,Standard Risk (<=80%)
5036941,NC,Ashe    ,Single Family (1-4 Units):Site-Built,300000.0,225000.0,75.0,Standard Risk (<=80%)
5036951,MA,Barnstable    ,Single Family (1-4 Units):Site-Built,482457.0,275000.0,57.0,Standard Risk (<=80%)
5036958,FL,Santa Rosa   ,Single Family (1-4 Units):Site-Built,210085.0,75000.0,35.7,Standard Risk (<=80%)
5037026,FL,St. Lucie   ,Single Family (1-4 Units):Site-Built,231250.0,185000.0,80.0,Standard Risk (<=80%)
5037067,NC,Union    ,Single Family (1-4 Units):Site-Built,749037.0,525000.0,70.09,Standard Risk (<=80%)
5037077,TX,Collin    ,Single Family (1-4 Units):Site-Built,241471.0,155000.0,64.19,Standard Risk (<=80%)
5037083,NV,Clark    ,Single Family (1-4 Units):Site-Built,435774.0,325000.0,74.58,Standard Risk (<=80%)
5037088,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,300931.0,165000.0,54.83,Standard Risk (<=80%)
5037091,PA,Bucks    ,Single Family (1-4 Units):Site-Built,286667.0,215000.0,75.0,Standard Risk (<=80%)
5037149,VA,Stafford    ,Single Family (1-4 Units):Site-Built,281250.0,225000.0,80.0,Standard Risk (<=80%)
5037176,WA,Kitsap    ,Single Family (1-4 Units):Site-Built,686441.0,405000.0,59.0,Standard Risk (<=80%)
5037299,TN,Rutherford    ,Single Family (1-4 Units):Site-Built,381250.0,305000.0,80.0,Standard Risk (<=80%)
5037450,NC,Alamance    ,Single Family (1-4 Units):Site-Built,206798.0,115000.0,55.61,Standard Risk (<=80%)
5037486,WA,King    ,Single Family (1-4 Units):Site-Built,427778.0,385000.0,90.0,High Risk (>80%)
5037519,MI,Washtenaw    ,Single Family (1-4 Units):Site-Built,339786.0,165000.0,48.56,Standard Risk (<=80%)
5037525,MI,Macomb    ,Single Family (1-4 Units):Site-Built,230159.0,145000.0,63.0,Standard Risk (<=80%)
5037603,NH,Belknap    ,Single Family (1-4 Units):Site-Built,415392.0,285000.0,68.61,Standard Risk (<=80%)
5037604,FL,Polk    ,Single Family (1-4 Units):Site-Built,242289.0,205000.0,84.61,High Risk (>80%)
5037629,NC,Iredell    ,Single Family (1-4 Units):Site-Built,143750.0,115000.0,80.0,Standard Risk (<=80%)
5024123,CO,Jefferson    ,Single Family (1-4 Units):Site-Built,731250.0,585000.0,80.0,Standard Risk (<=80%)
5024330,CA,Kern    ,Single Family (1-4 Units):Site-Built,324582.0,225000.0,69.32,Standard Risk (<=80%)
5024341,MD,Washington    ,Single Family (1-4 Units):Site-Built,209456.0,105000.0,50.13,Standard Risk (<=80%)
5024406,OR,Clackamas    ,Single Family (1-4 Units):Site-Built,650085.0,345000.0,53.07,Standard Risk (<=80%)
5024621,CA,El Dorado   ,Single Family (1-4 Units):Site-Built,694445.0,375000.0,54.0,Standard Risk (<=80%)
5024852,VA,Virginia Beach city  ,Single Family (1-4 Units):Site-Built,155023.0,75000.0,48.38,Standard Risk (<=80%)
5024856,CA,San Joaquin   ,Single Family (1-4 Units):Site-Built,528192.0,415000.0,78.57,Standard Risk (<=80%)
5024880,NC,Mecklenburg    ,Single Family (1-4 Units):Site-Built,1162350.0,705000.0,60.65,Standard Risk (<=80%)
5025041,WA,Clark    ,Single Family (1-4 Units):Site-Built,648722.0,335000.0,51.64,Standard Risk (<=80%)
5025090,CA,Alameda    ,Single Family (1-4 Units):Site-Built,996135.0,335000.0,33.63,Standard Risk (<=80%)
5025227,FL,Broward    ,Single Family (1-4 Units):Site-Built,502330.0,345000.0,68.68,Standard Risk (<=80%)
5025332,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,1272167.0,825000.0,64.85,Standard Risk (<=80%)
5025404,WI,Fond du Lac  ,Single Family (1-4 Units):Site-Built,314466.0,305000.0,96.99,High Risk (>80%)
5025440,CA,San Diego   ,Single Family (1-4 Units):Site-Built,728863.0,175000.0,24.01,Standard Risk (<=80%)
5025501,GA,Cobb    ,Single Family (1-4 Units):Site-Built,203931.0,55000.0,26.97,Standard Risk (<=80%)
5025504,FL,Brevard    ,Single Family (1-4 Units):Site-Built,391667.0,235000.0,60.0,Standard Risk (<=80%)
5025658,CT,Hartford    ,Single Family (1-4 Units):Site-Built,256250.0,205000.0,80.0,Standard Risk (<=80%)
5025722,TX,Collin    ,Single Family (1-4 Units):Site-Built,460162.0,365000.0,79.32,Standard Risk (<=80%)
5026074,CA,San Benito   ,Single Family (1-4 Units):Site-Built,664180.0,445000.0,67.0,Standard Risk (<=80%)
5026156,FL,Volusia    ,Single Family (1-4 Units):Site-Built,224346.0,155000.0,69.09,Standard Risk (<=80%)
5026363,GA,Fannin    ,Single Family (1-4 Units):Site-Built,412227.0,205000.0,49.73,Standard Risk (<=80%)
5026436,FL,Collier    ,Single Family (1-4 Units):Site-Built,256250.0,205000.0,80.0,Standard Risk (<=80%)
5026476,VA,Chesapeake city   ,Single Family (1-4 Units):Site-Built,256250.0,205000.0,80.0,Standard Risk (<=80%)
5026534,CA,Fresno    ,Single Family (1-4 Units):Site-Built,506504.0,405000.0,79.96,Standard Risk (<=80%)
5026654,TN,Rhea    ,Single Family (1-4 Units):Site-Built,200033.0,125000.0,62.49,Standard Risk (<=80%)
5026927,NE,Douglas    ,Single Family (1-4 Units):Site-Built,317244.0,255000.0,80.38,High Risk (>80%)
5027055,CA,Santa Barbara   ,Single Family (1-4 Units):Site-Built,967273.0,665000.0,68.75,Standard Risk (<=80%)
5027150,FL,Miami-Dade,Single Family (1-4 Units):Site-Built,268478.0,85000.0,31.66,Standard Risk (<=80%)
5027246,IL,Cook    ,Single Family (1-4 Units):Site-Built,316032.0,165000.0,52.21,Standard Risk (<=80%)
5027402,GA,Gwinnett    ,Single Family (1-4 Units):Site-Built,346775.0,215000.0,62.0,Standard Risk (<=80%)
5027579,VA,Spotsylvania    ,Single Family (1-4 Units):Site-Built,368750.0,295000.0,80.0,Standard Risk (<=80%)
5027848,CA,Alameda    ,Single Family (1-4 Units):Site-Built,1077587.0,625000.0,58.0,Standard Risk (<=80%)
5027918,NJ,Hudson    ,Single Family (1-4 Units):Site-Built,470000.0,235000.0,50.0,Standard Risk (<=80%)
5027995,AZ,Yuma    ,Single Family (1-4 Units):Site-Built,155556.0,105000.0,67.5,Standard Risk (<=80%)
5028104,MI,Wayne    ,Single Family (1-4 Units):Site-Built,452250.0,385000.0,85.13,High Risk (>80%)
5028112,CA,Sacramento    ,Single Family (1-4 Units):Site-Built,300000.0,165000.0,55.0,Standard Risk (<=80%)
5028636,CA,San Diego   ,Single Family (1-4 Units):Site-Built,453847.0,295000.0,65.0,Standard Risk (<=80%)
5028736,RI,Kent    ,Single Family (1-4 Units):Site-Built,265152.0,175000.0,66.0,Standard Risk (<=80%)
5028862,CA,San Bernardino   ,Single Family (1-4 Units):Site-Built,583334.0,245000.0,42.0,Standard Risk (<=80%)
5028926,AZ,Pima    ,Single Family (1-4 Units):Site-Built,493921.0,195000.0,39.48,Standard Risk (<=80%)
5028994,GA,Monroe    ,Single Family (1-4 Units):Site-Built,251163.0,135000.0,53.75,Standard Risk (<=80%)
5029098,NJ,Middlesex    ,Single Family (1-4 Units):Site-Built,461146.0,235000.0,50.96,Standard Risk (<=80%)
5029318,FL,Pasco    ,Single Family (1-4 Units):Site-Built,300000.0,225000.0,75.0,Standard Risk (<=80%)
5029506,TX,Fort Bend   ,Single Family (1-4 Units):Site-Built,1003558.0,835000.0,83.2,High Risk (>80%)
5029510,CA,Contra Costa   ,Single Family (1-4 Units):Site-Built,552632.0,525000.0,95.0,High Risk (>80%)
5029522,NY,Suffolk    ,Single Family (1-4 Units):Site-Built,416272.0,395000.0,94.89,High Risk (>80%)
5029526,GA,Coweta    ,Single Family (1-4 Units):Site-Built,336969.0,275000.0,81.61,High Risk (>80%)
5029864,TN,Madison    ,Single Family (1-4 Units):Site-Built,293773.0,225000.0,76.59,Standard Risk (<=80%)
5030151,MO,Greene    ,Single Family (1-4 Units):Site-Built,346154.0,225000.0,65.0,Standard Risk (<=80%)
5030324,CA,Sacramento    ,Single Family (1-4 Units):Site-Built,531250.0,425000.0,80.0,Standard Risk (<=80%)
5030388,CA,Contra Costa   ,Single Family (1-4 Units):Site-Built,970111.0,555000.0,57.21,Standard Risk (<=80%)
5030508,CA,San Diego   ,Single Family (1-4 Units):Site-Built,555176.0,325000.0,58.54,Standard Risk (<=80%)
5030553,TX,Lubbock    ,Single Family (1-4 Units):Site-Built,359502.0,245000.0,68.15,Standard Risk (<=80%)
5030561,FL,Hillsborough    ,Single Family (1-4 Units):Site-Built,354839.0,165000.0,46.5,Standard Risk (<=80%)
5030749,NC,Wake    ,Single Family (1-4 Units):Site-Built,567003.0,355000.0,62.61,Standard Risk (<=80%)
5030761,TX,Dallas    ,Single Family (1-4 Units):Site-Built,223574.0,125000.0,55.91,Standard Risk (<=80%)
5031030,AR,Yell    ,Single Family (1-4 Units):Site-Built,296656.0,165000.0,55.62,Standard Risk (<=80%)
5031306,MD,Harford    ,Single Family (1-4 Units):Site-Built,337534.0,225000.0,66.66,Standard Risk (<=80%)
5031524,CA,San Mateo   ,Single Family (1-4 Units):Site-Built,984849.0,325000.0,33.0,Standard Risk (<=80%)
5031535,MI,Oakland    ,Single Family (1-4 Units):Site-Built,316627.0,235000.0,74.22,Standard Risk (<=80%)
5031550,TX,Fort Bend   ,Single Family (1-4 Units):Site-Built,468750.0,375000.0,80.0,Standard Risk (<=80%)
5031804,VA,Virginia Beach city  ,Single Family (1-4 Units):Site-Built,324725.0,215000.0,66.21,Standard Risk (<=80%)
5031876,CA,Orange    ,Single Family (1-4 Units):Site-Built,515724.0,205000.0,39.75,Standard Risk (<=80%)
5032208,TX,Montgomery    ,Single Family (1-4 Units):Site-Built,346872.0,275000.0,79.28,Standard Risk (<=80%)
5032257,WA,King    ,Single Family (1-4 Units):Site-Built,562318.0,365000.0,64.91,Standard Risk (<=80%)
5032277,CA,San Francisco   ,Single Family (1-4 Units):Site-Built,1410336.0,685000.0,48.57,Standard Risk (<=80%)
5032367,KY,Christian    ,Single Family (1-4 Units):Site-Built,114707.0,95000.0,82.82,High Risk (>80%)
5032657,CA,San Diego   ,Single Family (1-4 Units):Site-Built,398180.0,245000.0,61.53,Standard Risk (<=80%)
5032715,NV,Clark    ,Single Family (1-4 Units):Site-Built,595326.0,405000.0,68.03,Standard Risk (<=80%)
5032802,VA,Fairfax    ,Single Family (1-4 Units):Site-Built,183111.0,85000.0,46.42,Standard Risk (<=80%)
5033072,NY,Nassau    ,Single Family (1-4 Units):Site-Built,791367.0,385000.0,48.65,Standard Risk (<=80%)
5033101,CA,Riverside    ,Single Family (1-4 Units):Site-Built,430395.0,145000.0,33.69,Standard Risk (<=80%)
5033160,MN,Anoka    ,Single Family (1-4 Units):Site-Built,366667.0,275000.0,75.0,Standard Risk (<=80%)
5033918,IN,St. Joseph   ,Single Family (1-4 Units):Site-Built,163037.0,125000.0,76.67,Standard Risk (<=80%)
5034199,TX,Dallas    ,Single Family (1-4 Units):Site-Built,844962.0,545000.0,64.5,Standard Risk (<=80%)
5034442,NV,Clark    ,Single Family (1-4 Units):Site-Built,288462.0,75000.0,26.0,Standard Risk (<=80%)
5034784,FL,Escambia    ,Single Family (1-4 Units):Site-Built,253624.0,175000.0,69.0,Standard Risk (<=80%)
5034878,IN,Allen    ,Single Family (1-4 Units):Site-Built,142046.0,105000.0,73.92,Standard Risk (<=80%)
5035246,MN,Ramsey    ,Single Family (1-4 Units):Site-Built,170030.0,75000.0,44.11,Standard Risk (<=80%)
5035286,MI,Cass    ,Single Family (1-4 Units):Site-Built,337534.0,225000.0,66.66,Standard Risk (<=80%)
5035298,GA,Cobb    ,Single Family (1-4 Units):Site-Built,261745.0,195000.0,74.5,Standard Risk (<=80%)
5035309,NY,Queens    ,Single Family (1-4 Units):Site-Built,663027.0,255000.0,38.46,Standard Risk (<=80%)
5035346,SC,York    ,Single Family (1-4 Units):Site-Built,505541.0,365000.0,72.2,Standard Risk (<=80%)
5035419,VA,Northampton    ,Single Family (1-4 Units):Site-Built,361578.0,265000.0,73.29,Standard Risk (<=80%)
5035429,PA,Allegheny    ,Single Family (1-4 Units):Site-Built,593750.0,475000.0,80.0,Standard Risk (<=80%)
5035497,CO,Adams    ,Single Family (1-4 Units):Site-Built,758766.0,435000.0,57.33,Standard Risk (<=80%)
5035649,MI,Wayne    ,Single Family (1-4 Units):Site-Built,208597.0,165000.0,79.1,Standard Risk (<=80%)
5035863,CA,Marin    ,Single Family (1-4 Units):Site-Built,525051.0,415000.0,79.04,Standard Risk (<=80%)
5035893,IL,Madison    ,Single Family (1-4 Units):Site-Built,115302.0,85000.0,73.72,Standard Risk (<=80%)
5035936,ME,Oxford    ,Single Family (1-4 Units):Site-Built,234704.0,145000.0,61.78,Standard Risk (<=80%)
5036031,CA,Contra Costa   ,Single Family (1-4 Units):Site-Built,820097.0,475000.0,57.92,Standard Risk (<=80%)
5036063,CA,Santa Clara   ,Single Family (1-4 Units):Site-Built,1038782.0,825000.0,79.42,Standard Risk (<=80%)
5036218,VA,Warren    ,Single Family (1-4 Units):Site-Built,418750.0,335000.0,80.0,Standard Risk (<=80%)
5036225,TX,Bexar    ,Single Family (1-4 Units):Site-Built,672646.0,465000.0,69.13,Standard Risk (<=80%)
5036494,MA,Middlesex    ,Single Family (1-4 Units):Site-Built,906250.0,725000.0,80.0,Standard Risk (<=80%)
5036609,OR,Washington    ,Single Family (1-4 Units):Site-Built,398744.0,165000.0,41.38,Standard Risk (<=80%)
5036618,CA,Orange    ,Single Family (1-4 Units):Site-Built,688762.0,505000.0,73.32,Standard Risk (<=80%)
5036847,MI,Oakland    ,Single Family (1-4 Units):Site-Built,226316.0,215000.0,95.0,High Risk (>80%)
5036979,CA,Solano    ,Single Family (1-4 Units):Site-Built,453680.0,405000.0,89.27,High Risk (>80%)
5037013,CA,Riverside    ,Single Family (1-4 Units):Site-Built,446667.0,335000.0,75.0,Standard Risk (<=80%)
5037100,OK,Wagoner    ,Single Family (1-4 Units):Site-Built,303031.0,235000.0,77.55,Standard Risk (<=80%)
5037150,NH,Rockingham    ,Single Family (1-4 Units):Site-Built,236843.0,225000.0,95.0,High Risk (>80%)
5037558,CT,Fairfield    ,Single Family (1-4 Units):Site-Built,500000.0,255000.0,51.0,Standard Risk (<=80%)
5037614,TX,Harris    ,Single Family (1-4 Units):Site-Built,298052.0,205000.0,68.78,Standard Risk (<=80%)
5024081,AR,Grant    ,Single Family (1-4 Units):Site-Built,161291.0,95000.0,58.9,Standard Risk (<=80%)
5024107,AZ,Pinal    ,Single Family (1-4 Units):Site-Built,367836.0,215000.0,58.45,Standard Risk (<=80%)
5024124,MI,Ogemaw    ,Single Family (1-4 Units):Site-Built,214286.0,135000.0,63.0,Standard Risk (<=80%)
5024129,FL,Hernando    ,Single Family (1-4 Units):Site-Built,120482.0,75000.0,62.25,Standard Risk (<=80%)
5024180,MD,Prince George   ,Single Family (1-4 Units):Site-Built,433334.0,325000.0,75.0,Standard Risk (<=80%)
5024195,CA,San Diego   ,Single Family (1-4 Units):Site-Built,712301.0,205000.0,28.78,Standard Risk (<=80%)
5024198,WA,Franklin    ,Single Family (1-4 Units):Site-Built,446075.0,225000.0,50.44,Standard Risk (<=80%)
5024207,MD,Montgomery    ,Single Family (1-4 Units):Site-Built,283506.0,275000.0,97.0,High Risk (>80%)
5024302,IA,Polk    ,Single Family (1-4 Units):Site-Built,209182.0,185000.0,88.44,High Risk (>80%)
