loan_id,annual_income,recurring_monthly_debt,principal_interest_pmt,median_fico_score,occupancy_type,dti_ratio,fico_tier
5025890,23000.0,920.0,368.93,687.0,Primary residence,67.25,Good
5026470,126000.0,1260.0,1121.46,687.0,Primary residence,22.68,Good
5026493,48000.0,1800.0,945.05,687.0,Primary residence,68.63,Good
5026814,367000.0,3976.0,525.03,687.0,Second residence,14.72,Good
5026849,165000.0,6188.0,1076.94,687.0,Investment property,52.84,Good
5026883,190000.0,5859.0,1080.1,687.0,Investment property,43.83,Good
5027105,151000.0,1259.0,1794.24,687.0,Primary residence,24.26,Good
5027119,57000.0,2280.0,1730.42,687.0,Primary residence,84.43,Good
5027324,118000.0,2164.0,1520.96,687.0,Primary residence,37.47,Good
5027336,93000.0,2713.0,1869.09,687.0,Investment property,59.12,Good
5027407,46000.0,1534.0,718.6,687.0,Primary residence,58.76,Good
5028074,56000.0,2054.0,575.51,687.0,Primary residence,56.35,Good
5028144,48000.0,1680.0,925.41,687.0,Primary residence,65.14,Good
5028303,123000.0,4100.0,3372.5600000000004,687.0,Primary residence,72.9,Good
5028361,91000.0,2579.0,1155.06,687.0,Primary residence,49.24,Good
5028547,81000.0,2430.0,1405.22,687.0,Primary residence,56.82,Good
5028651,76000.0,2660.0,1107.52,687.0,Primary residence,59.49,Good
5028702,93000.0,3023.0,1077.81,687.0,Primary residence,52.91,Good
5028716,115000.0,2971.0,1303.16,687.0,Primary residence,44.6,Good
5028856,33000.0,1183.0,662.7,687.0,Primary residence,67.12,Good
5029025,93000.0,2713.0,1376.01,688.0,Primary residence,52.76,Good
5029173,79000.0,3226.0,1980.45,688.0,Primary residence,79.09,Good
5029231,263000.0,3507.0,2364.36,688.0,Primary residence,26.79,Good
5029285,92000.0,3680.0,1345.03,688.0,Primary residence,65.54,Good
5029308,147000.0,2695.0,1323.06,688.0,Primary residence,32.8,Good
5029362,63000.0,1103.0,418.82,688.0,Primary residence,28.99,Good
5029457,87000.0,2683.0,1523.18,688.0,Primary residence,58.02,Good
5029523,89000.0,2003.0,956.45,688.0,Primary residence,39.9,Good
5029536,87000.0,3190.0,1356.01,688.0,Primary residence,62.7,Good
5029582,1223000.0,19365.0,6129.99,688.0,Second residence,25.02,Good
5029597,123000.0,2050.0,1388.0,688.0,Primary residence,33.54,Good
5030022,82000.0,2802.0,1407.07,688.0,Primary residence,61.6,Good
5030399,212000.0,5830.0,2346.09,688.0,Primary residence,46.28,Good
5030496,121000.0,3832.0,1701.26,688.0,Primary residence,54.88,Good
5030935,140000.0,5134.0,3482.4900000000002,688.0,Primary residence,73.86,Good
5030956,73000.0,1886.0,1827.08,688.0,Primary residence,61.04,Good
5030965,116000.0,2417.0,1507.05,688.0,Primary residence,40.59,Good
5031073,44000.0,1577.0,623.96,688.0,Primary residence,60.03,Good
5031137,97000.0,1455.0,819.04,688.0,Primary residence,28.13,Good
5031202,67000.0,1675.0,688.64,688.0,Primary residence,42.33,Good
5031216,94000.0,2429.0,1209.64,688.0,Primary residence,46.45,Good
5031287,130000.0,3142.0,1009.26,688.0,Primary residence,38.32,Good
5032070,59000.0,2016.0,903.04,688.0,Primary residence,59.37,Good
5032244,142000.0,4024.0,1676.3,688.0,Primary residence,48.17,Good
5032436,64000.0,1920.0,1111.46,688.0,Primary residence,56.84,Good
5032476,98000.0,3104.0,1540.81,688.0,Primary residence,56.88,Good
5032608,268000.0,6030.0,3370.4500000000003,688.0,Primary residence,42.09,Good
5032633,88000.0,2127.0,1124.19,688.0,Primary residence,44.33,Good
5032722,128000.0,3734.0,2288.8100000000004,688.0,Investment property,56.46,Good
5033031,140000.0,1400.0,1256.45,688.0,Primary residence,22.77,Good
5033211,106000.0,3357.0,1212.36,688.0,Primary residence,51.73,Good
5033283,102000.0,1020.0,724.33,688.0,Primary residence,20.52,Good
5033442,45000.0,1613.0,751.9399999999999,688.0,Primary residence,63.07,Good
5033779,70000.0,1750.0,987.05,688.0,Primary residence,46.92,Good
5033885,49000.0,1430.0,916.45,688.0,Primary residence,57.46,Good
5033947,28000.0,840.0,585.95,688.0,Primary residence,61.11,Good
5033958,53000.0,1723.0,1473.65,688.0,Primary residence,72.38,Good
5034125,92000.0,2147.0,1031.3799999999999,688.0,Primary residence,41.46,Good
5034500,41000.0,855.0,724.33,688.0,Primary residence,46.22,Good
5034501,465000.0,11625.0,6974.2300000000005,688.0,Primary residence,48.0,Good
5034506,42000.0,1400.0,1038.77,688.0,Primary residence,69.68,Good
5034599,55000.0,1880.0,819.04,688.0,Primary residence,58.89,Good
5034923,86000.0,2724.0,859.67,689.0,Investment property,50.0,Good
5034946,216000.0,3780.0,1785.08,689.0,Primary residence,30.92,Good
5035225,174000.0,4350.0,2011.83,689.0,Primary residence,43.87,Good
5035580,30000.0,1050.0,693.04,689.0,Primary residence,69.72,Good
5035637,132000.0,1320.0,1242.29,689.0,Primary residence,23.29,Good
5035707,155000.0,2713.0,1759.08,689.0,Primary residence,34.62,Good
5035724,65000.0,2655.0,777.04,689.0,Primary residence,63.36,Good
5035964,74000.0,2405.0,943.64,689.0,Primary residence,54.3,Good
5036448,179000.0,5370.0,483.03,689.0,Primary residence,39.24,Good
5036450,130000.0,3250.0,1771.79,689.0,Primary residence,46.35,Good
5036479,95000.0,2613.0,1491.07,689.0,Primary residence,51.84,Good
5036499,162000.0,4050.0,2280.7000000000003,689.0,Primary residence,46.89,Good
5036613,127000.0,3705.0,639.25,689.0,Primary residence,41.05,Good
5036621,129000.0,1075.0,672.75,689.0,Primary residence,16.26,Good
5036648,130000.0,3250.0,2227.8,689.0,Primary residence,50.56,Good
5036688,81000.0,2700.0,1281.06,689.0,Primary residence,58.98,Good
5036695,52000.0,1690.0,1239.06,689.0,Primary residence,67.59,Good
5036765,78000.0,2990.0,1634.11,689.0,Primary residence,71.14,Good
5037004,153000.0,1785.0,1572.87,689.0,Primary residence,26.34,Good
5037180,185000.0,3700.0,1540.81,689.0,Primary residence,33.99,Good
5037243,73000.0,2981.0,1912.99,689.0,Primary residence,80.45,Good
5037370,124000.0,4547.0,1520.96,689.0,Primary residence,58.72,Good
5037371,97000.0,1698.0,425.36,689.0,Primary residence,26.27,Good
5037462,62000.0,2274.0,802.96,689.0,Primary residence,59.55,Good
5024041,103000.0,3777.0,931.28,689.0,Primary residence,54.85,Good
5024117,636000.0,19080.0,2238.59,689.0,Primary residence,40.22,Good
5024257,53000.0,1723.0,724.33,689.0,Primary residence,55.41,Good
5024265,94000.0,2272.0,1012.05,689.0,Primary residence,41.92,Good
5024267,132000.0,3520.0,2172.98,689.0,Primary residence,51.75,Good
5024345,204000.0,7140.0,1545.2,689.0,Primary residence,51.09,Good
5024420,23000.0,326.0,722.81,689.0,Investment property,54.72,Good
5024432,105000.0,3150.0,418.82,689.0,Investment property,40.79,Good
5024443,69000.0,1840.0,861.04,689.0,Primary residence,46.97,Good
5024500,390000.0,11700.0,4582.22,689.0,Primary residence,50.1,Good
5024509,162000.0,4185.0,2708.59,689.0,Primary residence,51.06,Good
5024529,28000.0,910.0,484.76,689.0,Primary residence,59.78,Good
5024550,73000.0,1400.0,847.93,689.0,Primary residence,36.95,Good
5024579,100000.0,2500.0,1634.91,689.0,Primary residence,49.62,Good
5024593,63000.0,2258.0,790.1899999999999,689.0,Primary residence,58.06,Good
5024704,100000.0,2417.0,585.95,689.0,Primary residence,36.04,Good
5024708,70000.0,1225.0,839.03,689.0,Primary residence,35.38,Good
5024727,55000.0,1742.0,427.68,689.0,Primary residence,47.34,Good
5024736,122000.0,3254.0,1078.87,689.0,Primary residence,42.62,Good
5024770,203000.0,2200.0,1348.45,689.0,Primary residence,20.98,Good
5024789,100000.0,2750.0,1443.1299999999999,690.0,Primary residence,50.32,Good
5024857,225000.0,2063.0,631.33,690.0,Primary residence,14.37,Good
5024879,61000.0,1424.0,576.81,690.0,Primary residence,39.36,Good
5024882,105000.0,3413.0,1365.06,690.0,Primary residence,54.61,Good
5024917,164000.0,5057.0,609.03,690.0,Second residence,41.46,Good
5024929,48000.0,1280.0,483.03,690.0,Primary residence,44.08,Good
5025092,116000.0,2224.0,1069.56,690.0,Primary residence,34.07,Good
5025118,70000.0,2742.0,1928.89,690.0,Primary residence,80.07,Good
5025282,132000.0,1650.0,1524.78,690.0,Primary residence,28.86,Good
5025359,98000.0,3512.0,1134.24,690.0,Primary residence,56.89,Good
5025392,92000.0,3067.0,1410.3799999999999,690.0,Investment property,58.4,Good
5025420,69000.0,2818.0,735.04,690.0,Primary residence,61.79,Good
5025429,268000.0,6700.0,2558.36,690.0,Primary residence,41.46,Good
5025455,279000.0,9300.0,5440.030000000001,690.0,Primary residence,63.4,Good
5025459,50000.0,1292.0,551.08,690.0,Primary residence,44.23,Good
5025469,55000.0,1971.0,1193.59,690.0,Primary residence,69.05,Good
5025538,170000.0,5242.0,1617.08,690.0,Primary residence,48.42,Good
5025546,77000.0,2054.0,846.37,690.0,Primary residence,45.2,Good
5025551,108000.0,4230.0,1815.87,690.0,Primary residence,67.18,Good
5025620,66000.0,1265.0,595.16,690.0,Primary residence,33.82,Good
5025651,71000.0,2781.0,1031.3799999999999,690.0,Primary residence,64.43,Good
5025791,117000.0,3023.0,1785.08,690.0,Primary residence,49.31,Good
5025799,240000.0,6000.0,2076.32,690.0,Primary residence,40.38,Good
5025871,337000.0,4213.0,2190.4300000000003,690.0,Primary residence,22.8,Good
5025925,87000.0,2248.0,1071.05,690.0,Primary residence,45.78,Good
5025951,124000.0,5064.0,2408.88,690.0,Primary residence,72.32,Good
5025957,96000.0,3520.0,973.28,690.0,Primary residence,56.17,Good
5025987,108000.0,1800.0,580.36,690.0,Primary residence,26.45,Good
5026007,115000.0,4217.0,2541.1200000000003,690.0,Primary residence,70.52,Good
5026008,65000.0,2275.0,991.93,690.0,Primary residence,60.31,Good
5026089,72000.0,2160.0,659.29,690.0,Primary residence,46.99,Good
5026099,92000.0,3144.0,672.75,690.0,Primary residence,49.78,Good
5026107,152000.0,6207.0,1281.06,690.0,Primary residence,59.12,Good
5026207,42000.0,1190.0,683.33,690.0,Primary residence,53.52,Good
5026229,52000.0,1474.0,903.04,690.0,Primary residence,54.85,Good
5026252,184000.0,3987.0,1644.5,690.0,Primary residence,36.73,Good
5026260,103000.0,2919.0,1012.05,690.0,Primary residence,45.8,Good
5026370,148000.0,3454.0,1668.51,690.0,Primary residence,41.53,Good
5026376,68000.0,680.0,565.6,691.0,Primary residence,21.98,Good
5026446,181000.0,6939.0,1934.72,691.0,Primary residence,58.83,Good
5026459,114000.0,3800.0,1298.9,691.0,Primary residence,53.67,Good
5026699,96000.0,2800.0,1348.45,691.0,Primary residence,51.86,Good
5026717,50000.0,1334.0,499.14,691.0,Primary residence,44.0,Good
5026741,72000.0,2460.0,619.54,691.0,Primary residence,51.33,Good
5026873,78000.0,1755.0,551.08,691.0,Primary residence,35.48,Good
5026898,75000.0,2500.0,906.15,691.0,Primary residence,54.5,Good
5026904,123000.0,3998.0,2555.4700000000003,691.0,Primary residence,63.94,Good
5026919,98000.0,2777.0,1445.95,691.0,Primary residence,51.71,Good
5026931,79000.0,1712.0,277.73,691.0,Primary residence,30.22,Good
5026941,117000.0,2048.0,1049.46,691.0,Primary residence,31.77,Good
5027010,42000.0,1540.0,639.25,691.0,Primary residence,62.26,Good
5027099,150000.0,6000.0,2138.1600000000003,691.0,Primary residence,65.11,Good
5027164,73000.0,2920.0,1263.1299999999999,691.0,Primary residence,68.76,Good
5027165,98000.0,3920.0,2172.98,691.0,Primary residence,74.61,Good
5027244,184000.0,5520.0,3498.82,691.0,Primary residence,58.82,Good
5027270,95000.0,3325.0,1113.05,691.0,Primary residence,56.06,Good
5027297,91000.0,2730.0,2059.15,691.0,Primary residence,63.15,Good
5027312,215000.0,5734.0,517.38,691.0,Second residence,34.89,Good
5027451,177000.0,4130.0,1209.64,691.0,Primary residence,36.2,Good
5027479,135000.0,5400.0,1934.72,691.0,Investment property,65.2,Good
5027709,41000.0,1675.0,920.62,691.0,Primary residence,75.97,Good
5027715,54000.0,1440.0,499.14,691.0,Primary residence,43.09,Good
5027774,70000.0,2859.0,1690.33,691.0,Primary residence,77.99,Good
5027793,260000.0,9100.0,807.93,691.0,Investment property,45.73,Good
5027838,41000.0,1470.0,672.75,691.0,Primary residence,62.71,Good
5027942,91000.0,910.0,856.72,691.0,Primary residence,23.3,Good
5027974,93000.0,2403.0,1083.86,691.0,Primary residence,44.99,Good
5028067,291000.0,3395.0,2036.4,691.0,Primary residence,22.4,Good
5028108,188000.0,5014.0,761.77,691.0,Primary residence,36.87,Good
5028148,31000.0,1189.0,441.02,691.0,Primary residence,63.1,Good
5028162,336000.0,8400.0,2785.82,691.0,Primary residence,39.95,Good
5028184,89000.0,3635.0,1953.09,691.0,Primary residence,75.35,Good
5028202,77000.0,2310.0,1510.74,691.0,Primary residence,59.54,Good
5028325,113000.0,3673.0,2692.3500000000004,691.0,Primary residence,67.6,Good
5028341,61000.0,712.0,542.54,691.0,Primary residence,24.68,Good
5028351,119000.0,2083.0,1382.67,691.0,Primary residence,34.95,Good
5028372,59000.0,2115.0,1242.29,691.0,Primary residence,68.28,Good
5028388,116000.0,4737.0,2194.53,691.0,Primary residence,71.71,Good
5028561,130000.0,2600.0,1659.08,691.0,Primary residence,39.31,Good
5028594,55000.0,550.0,531.45,691.0,Primary residence,23.6,Good
5028617,43000.0,1290.0,903.76,691.0,Primary residence,61.22,Good
5028648,118000.0,3147.0,1659.08,691.0,Primary residence,48.88,Good
5028704,72000.0,2940.0,1617.08,691.0,Primary residence,75.95,Good
5028766,31000.0,930.0,462.9,691.0,Primary residence,53.92,Good
5028793,118000.0,3835.0,1348.45,691.0,Primary residence,52.71,Good
5028823,59000.0,1525.0,1029.05,692.0,Primary residence,51.95,Good
5028860,91000.0,1820.0,261.4,692.0,Primary residence,27.45,Good
5028912,76000.0,2280.0,1262.4,692.0,Primary residence,55.93,Good
5029149,79000.0,2436.0,1303.79,692.0,Primary residence,56.81,Good
5029293,57000.0,1710.0,575.51,692.0,Primary residence,48.12,Good
5029317,,,633.09,692.0,Primary residence,,Good
5029326,62000.0,2429.0,1201.56,692.0,Primary residence,70.27,Good
5029411,92000.0,1917.0,1019.98,692.0,Primary residence,38.31,Good
5029453,46000.0,422.0,525.03,692.0,Primary residence,24.71,Good
5029488,61000.0,2491.0,558.77,692.0,Primary residence,60.0,Good
5029489,159000.0,6095.0,3095.71,692.0,Primary residence,69.36,Good
5029571,24000.0,980.0,648.81,692.0,Primary residence,81.44,Good
5029587,451000.0,16913.0,1256.89,692.0,Second residence,48.35,Good
5029675,70000.0,2159.0,1067.0,692.0,Primary residence,55.3,Good
5029676,86000.0,1720.0,1080.1,692.0,Primary residence,39.07,Good
5029782,87000.0,2973.0,1394.98,692.0,Primary residence,60.25,Good
5029805,58000.0,1305.0,777.04,692.0,Primary residence,43.08,Good
5029896,172000.0,2724.0,1199.05,692.0,Primary residence,27.37,Good
5029986,80000.0,2467.0,1273.12,692.0,Primary residence,56.1,Good
5030003,84000.0,2240.0,1316.07,692.0,Primary residence,50.8,Good
5030028,95000.0,2534.0,1508.67,692.0,Primary residence,51.07,Good
5030064,59000.0,2115.0,1168.97,692.0,Primary residence,66.79,Good
5030210,173000.0,4037.0,2202.28,692.0,Primary residence,43.28,Good
5030227,202000.0,6734.0,1942.03,692.0,Primary residence,51.54,Good
5030292,205000.0,5125.0,2504.11,692.0,Primary residence,44.66,Good
5030351,88000.0,3080.0,947.85,692.0,Investment property,54.93,Good
5030361,156000.0,3900.0,1591.12,692.0,Investment property,42.24,Good
5030409,80000.0,3267.0,1800.47,692.0,Primary residence,76.01,Good
5030413,185000.0,7246.0,5423.04,692.0,Primary residence,82.18,Good
5030465,136000.0,3174.0,861.04,692.0,Primary residence,35.6,Good
5030468,51000.0,1615.0,643.34,692.0,Primary residence,53.14,Good
5030538,60000.0,1450.0,856.1,692.0,Primary residence,46.12,Good
5030667,75000.0,2313.0,1626.86,692.0,Primary residence,63.04,Good
5030812,161000.0,4830.0,875.72,692.0,Primary residence,42.53,Good
5030851,75000.0,2688.0,1893.86,692.0,Primary residence,73.31,Good
5030864,43000.0,1290.0,558.77,692.0,Primary residence,51.59,Good
5030917,72000.0,2640.0,1386.57,692.0,Primary residence,67.11,Good
5030950,66000.0,1705.0,1364.08,692.0,Primary residence,55.8,Good
5030992,51000.0,1403.0,710.93,692.0,Primary residence,49.74,Good
5031096,137000.0,3654.0,828.54,692.0,Primary residence,39.26,Good
5031145,45000.0,1050.0,342.11,692.0,Primary residence,37.12,Good
5031179,107000.0,2497.0,933.17,692.0,Primary residence,38.47,Good
5031228,123000.0,4920.0,1686.55,692.0,Primary residence,64.45,Good
5031269,67000.0,2569.0,1376.01,692.0,Primary residence,70.66,Good
5031278,52000.0,1344.0,991.93,692.0,Primary residence,53.91,Good
5031395,58000.0,1740.0,1069.08,692.0,Primary residence,58.12,Good
5031424,51000.0,1275.0,659.29,693.0,Primary residence,45.51,Good
5031427,114000.0,4275.0,2608.46,693.0,Primary residence,72.46,Good
5031431,62000.0,2170.0,933.17,693.0,Primary residence,60.06,Good
5031479,37000.0,1295.0,972.67,693.0,Primary residence,73.55,Good
5031532,132000.0,3960.0,1365.06,693.0,Primary residence,48.41,Good
5031558,132000.0,3960.0,1575.07,693.0,Primary residence,50.32,Good
5031567,58000.0,1837.0,765.72,693.0,Primary residence,53.85,Good
5031568,109000.0,2090.0,1155.06,693.0,Primary residence,35.73,Good
5031583,59000.0,1918.0,1242.29,693.0,Primary residence,64.28,Good
5031629,114000.0,3135.0,1231.29,693.0,Primary residence,45.96,Good
5031662,140000.0,3500.0,1332.49,693.0,Primary residence,41.42,Good
5031716,74000.0,2590.0,1527.41,693.0,Primary residence,66.77,Good
5031786,92000.0,2837.0,1454.01,693.0,Primary residence,55.97,Good
5031870,85000.0,3046.0,1031.3799999999999,693.0,Primary residence,57.56,Good
5031907,52000.0,1864.0,1491.07,693.0,Primary residence,77.42,Good
5031922,129000.0,3548.0,1323.8,693.0,Investment property,45.32,Good
5032000,106000.0,3180.0,1812.52,693.0,Primary residence,56.52,Good
5032016,89000.0,2225.0,1174.98,693.0,Primary residence,45.84,Good
5032194,92000.0,3680.0,1659.08,693.0,Primary residence,69.64,Good
5032318,74000.0,2899.0,1138.23,693.0,Primary residence,65.47,Good
5032374,38000.0,919.0,513.89,693.0,Primary residence,45.25,Good
5032409,138000.0,4255.0,1668.51,693.0,Primary residence,51.51,Good
5032428,332000.0,8024.0,2575.34,693.0,Primary residence,38.31,Good
5032461,233000.0,6214.0,2138.1600000000003,693.0,Investment property,43.02,Good
5032621,100000.0,3500.0,896.6,693.0,Primary residence,52.76,Good
5032669,78000.0,1820.0,611.17,693.0,Primary residence,37.4,Good
5032688,146000.0,3894.0,1593.52,693.0,Primary residence,45.1,Good
5032822,67000.0,2457.0,1252.17,693.0,Primary residence,66.43,Good
5032915,221000.0,2210.0,2307.92,693.0,Primary residence,24.53,Good
5032939,65000.0,1680.0,1014.06,693.0,Primary residence,49.74,Good
5032969,96000.0,2480.0,1230.87,693.0,Primary residence,46.39,Good
5032972,121000.0,4034.0,1474.06,693.0,Primary residence,54.63,Good
5032983,43000.0,1613.0,735.04,693.0,Primary residence,65.53,Good
5032987,79000.0,2239.0,1066.75,693.0,Primary residence,50.21,Good
5033008,790000.0,11192.0,2742.1400000000003,693.0,Primary residence,21.17,Good
5033038,86000.0,1649.0,831.76,693.0,Primary residence,34.62,Good
5033049,121000.0,4840.0,2079.1000000000004,693.0,Primary residence,68.62,Good
5033135,56000.0,2240.0,1924.64,693.0,Primary residence,89.24,Good
5033175,84000.0,2100.0,1690.33,693.0,Primary residence,54.15,Good
5033217,69000.0,2185.0,1687.69,693.0,Primary residence,67.35,Good
5033298,84000.0,2870.0,1323.06,693.0,Primary residence,59.9,Good
5033304,78000.0,1690.0,931.28,694.0,Primary residence,40.33,Good
5033335,33000.0,1265.0,759.56,694.0,Primary residence,73.62,Good
5033371,104000.0,5114.0,1527.41,694.0,Primary residence,76.63,Good
5033420,104000.0,2600.0,1507.09,694.0,Primary residence,47.39,Good
5033495,54000.0,1800.0,674.09,694.0,Primary residence,54.98,Good
5033546,131000.0,4149.0,828.3199999999999,694.0,Investment property,45.59,Good
5033599,107000.0,4013.0,1256.45,694.0,Investment property,59.1,Good
5033634,197000.0,3940.0,2121.1000000000004,694.0,Primary residence,36.92,Good
5033797,60000.0,2050.0,785.5,694.0,Primary residence,56.71,Good
5033862,77000.0,1220.0,753.86,694.0,Primary residence,30.76,Good
5033923,76000.0,2914.0,712.79,694.0,Primary residence,57.27,Good
5034040,90000.0,3075.0,1166.18,694.0,Primary residence,56.55,Good
5034045,47000.0,940.0,330.65,694.0,Primary residence,32.44,Good
5034181,76000.0,2787.0,2328.59,694.0,Primary residence,80.77,Good
5034228,35000.0,1342.0,651.13,694.0,Primary residence,68.34,Good
5034254,50000.0,1875.0,639.25,694.0,Primary residence,60.34,Good
5034269,125000.0,5105.0,1730.42,694.0,Primary residence,65.62,Good
5034272,88000.0,2860.0,483.03,694.0,Primary residence,45.59,Good
5034306,121000.0,4437.0,424.25,694.0,Investment property,48.21,Good
5034435,65000.0,2384.0,807.11,694.0,Primary residence,58.91,Good
5034489,133000.0,4434.0,1340.42,694.0,Primary residence,52.1,Good
5034531,79000.0,1646.0,425.36,694.0,Primary residence,31.46,Good
5034605,59000.0,2164.0,1142.21,694.0,Primary residence,67.24,Good
5034720,75000.0,2563.0,1532.15,694.0,Primary residence,65.52,Good
5034807,91000.0,2806.0,1627.62,694.0,Primary residence,58.47,Good
5034822,131000.0,4913.0,1375.44,694.0,Primary residence,57.6,Good
5034824,56000.0,2147.0,424.25,694.0,Primary residence,55.1,Good
5034870,93000.0,3720.0,1533.07,694.0,Primary residence,67.78,Good
5034942,27000.0,990.0,427.68,694.0,Primary residence,63.01,Good
5034963,171000.0,5843.0,2452.28,694.0,Investment property,58.21,Good
5034995,159000.0,6493.0,1798.54,694.0,Primary residence,62.58,Good
5035030,107000.0,3656.0,2411.15,694.0,Primary residence,68.04,Good
5035133,294000.0,5390.0,2104.07,694.0,Primary residence,30.59,Good
5035167,57000.0,2328.0,1160.83,694.0,Primary residence,73.45,Good
5035185,64000.0,1707.0,1113.05,694.0,Primary residence,52.88,Good
5035314,136000.0,3854.0,1007.76,694.0,Investment property,42.9,Good
5035317,303000.0,10858.0,6842.91,694.0,Primary residence,70.1,Good
5035379,86000.0,3010.0,1812.52,694.0,Primary residence,67.29,Good
5035450,302000.0,4027.0,2407.44,694.0,Primary residence,25.57,Good
5035456,80000.0,2067.0,637.67,694.0,Primary residence,40.57,Good
5035555,,,1281.06,694.0,Primary residence,,Good
5035661,64000.0,2027.0,710.93,694.0,Primary residence,51.34,Good
5035682,112000.0,3920.0,976.5699999999999,694.0,Primary residence,52.46,Good
5035708,97000.0,2830.0,1176.3,694.0,Primary residence,49.56,Good
5035730,83000.0,2905.0,1437.7,694.0,Primary residence,62.79,Good
5035740,132000.0,2200.0,1204.68,695.0,Primary residence,30.95,Good
5035781,88000.0,1834.0,954.16,695.0,Primary residence,38.02,Good
5035817,60000.0,1500.0,889.77,695.0,Primary residence,47.8,Good
5035848,125000.0,3438.0,2028.48,695.0,Primary residence,52.48,Good
5035881,342000.0,4275.0,1365.06,695.0,Second residence,19.79,Good
5036070,181000.0,1961.0,1882.24,695.0,Primary residence,25.48,Good
5036193,106000.0,2650.0,1575.07,695.0,Primary residence,47.83,Good
5036220,77000.0,1412.0,1168.27,695.0,Primary residence,40.21,Good
5036254,289000.0,5540.0,1960.03,695.0,Primary residence,31.14,Good
5036267,132000.0,4180.0,1565.04,695.0,Primary residence,52.23,Good
5036285,212000.0,7774.0,2024.16,695.0,Primary residence,55.46,Good
5036391,40000.0,1267.0,903.76,695.0,Primary residence,65.12,Good
5036409,260000.0,5417.0,2463.07,695.0,Primary residence,36.37,Good
5036426,39000.0,1593.0,694.0,695.0,Primary residence,70.37,Good
5036566,72000.0,1260.0,931.28,695.0,Primary residence,36.52,Good
5036583,66000.0,2640.0,1388.0,695.0,Investment property,73.24,Good
5036629,190000.0,5225.0,3524.92,695.0,Primary residence,55.26,Good
5036652,75000.0,3000.0,1154.33,695.0,Primary residence,66.47,Good
5036690,45000.0,1350.0,441.02,695.0,Primary residence,47.76,Good
5036842,50000.0,1625.0,619.54,695.0,Primary residence,53.87,Good
5036892,178000.0,4302.0,1658.83,695.0,Primary residence,40.19,Good
5036910,109000.0,2090.0,1440.93,695.0,Primary residence,38.87,Good
5036954,80000.0,1734.0,834.99,695.0,Primary residence,38.53,Good
5037056,163000.0,2853.0,1906.89,695.0,Primary residence,35.04,Good
5037233,85000.0,3400.0,1853.26,695.0,Primary residence,74.16,Good
5037334,90000.0,3675.0,931.28,695.0,Primary residence,61.42,Good
5037345,31000.0,1008.0,861.04,695.0,Primary residence,72.35,Good
5037355,43000.0,1147.0,987.05,695.0,Primary residence,59.55,Good
5037377,68000.0,2437.0,1703.29,695.0,Primary residence,73.06,Good
5037399,91000.0,2806.0,1334.09,695.0,Primary residence,54.59,Good
5037425,384000.0,9600.0,2289.11,695.0,Primary residence,37.15,Good
5037457,215000.0,6271.0,2718.4500000000003,695.0,Primary residence,50.17,Good
5037471,83000.0,2698.0,1994.89,695.0,Primary residence,67.85,Good
5037481,172000.0,4157.0,1960.03,695.0,Primary residence,42.68,Good
5037527,41000.0,786.0,609.03,695.0,Primary residence,40.83,Good
5024333,208000.0,6240.0,1455.71,695.0,Primary residence,44.4,Good
5024360,58000.0,2224.0,600.16,695.0,Primary residence,58.43,Good
5024434,109000.0,1726.0,692.6,695.0,Primary residence,26.63,Good
5024646,52000.0,1907.0,765.72,695.0,Primary residence,61.68,Good
5024870,138000.0,4945.0,2049.9900000000002,695.0,Investment property,60.83,Good
5025049,102000.0,3825.0,1120.1,695.0,Primary residence,58.18,Good
5025297,132000.0,3630.0,1163.0,695.0,Primary residence,43.57,Good
5025310,97000.0,3153.0,682.9399999999999,695.0,Primary residence,47.45,Good
5025382,289000.0,4095.0,2289.11,695.0,Primary residence,26.51,Good
5025510,89000.0,2819.0,1595.74,695.0,Primary residence,59.52,Good
5025679,65000.0,2655.0,946.63,695.0,Primary residence,66.49,Good
5026018,85000.0,2550.0,1168.27,696.0,Primary residence,52.49,Good
5026274,146000.0,5232.0,3381.59,696.0,Primary residence,70.8,Good
5026316,73000.0,791.0,629.35,696.0,Primary residence,23.35,Good
5026450,145000.0,4350.0,2121.1000000000004,696.0,Primary residence,53.55,Good
5026454,74000.0,2590.0,1079.37,696.0,Primary residence,59.5,Good
5026519,115000.0,3450.0,2256.0,696.0,Primary residence,59.54,Good
5026682,194000.0,4689.0,815.59,696.0,Primary residence,34.05,Good
5026739,62000.0,2170.0,590.6,696.0,Primary residence,53.43,Good
5026933,123000.0,3178.0,1653.22,696.0,Primary residence,47.13,Good
5026959,82000.0,2119.0,1106.78,696.0,Primary residence,47.21,Good
5027219,72000.0,2580.0,1759.08,696.0,Primary residence,72.32,Good
5027341,117000.0,2730.0,773.4,696.0,Primary residence,35.93,Good
5027389,126000.0,3780.0,2441.5200000000004,696.0,Primary residence,59.25,Good
5027549,77000.0,2695.0,957.18,696.0,Primary residence,56.92,Good
5027751,150000.0,2625.0,1939.35,696.0,Primary residence,36.51,Good
5028166,35000.0,1255.0,759.56,696.0,Primary residence,69.07,Good
5028233,50000.0,1250.0,651.03,696.0,Primary residence,45.62,Good
5028256,166000.0,4980.0,3093.4900000000002,696.0,Primary residence,58.36,Good
5028384,88000.0,3520.0,1788.5,696.0,Primary residence,72.39,Good
5028567,53000.0,2032.0,1160.83,696.0,Primary residence,72.29,Good
