loan_id,loan_amount,interest_rate,loan_term,loan_purpose,closing_date,securitization_price,max_whole_loan_bid,best_whole_loan_buyer,target_profit_usd,best_execution_method,best_execution_price,origination_charges,lender_credits,realized_gross_profit,profit_variance
5035465,265000.0,2.875,360,Refinancing,2021-08-12,104.17,104.38875,Storgan Manley,13250.000000000011,Whole Loan Sale,104.38875,2199.4999999999927,0.0,11630.19,-1619.81
5035466,105000.0,3.25,360,Cash-out refinance,2021-08-25,104.61,102.95375,Storgan Manley,5250.000000000005,Securitization (UMBS),104.61,409.5000000000018,0.0,4840.5,-409.5
5035473,435000.0,2.5,180,Refinancing,2021-08-26,99.88,99.53625,Storgan Manley,21750.00000000002,Securitization (UMBS),99.88,22272.00000000006,0.0,-522.0,-22272.0
5035479,285000.0,2.75,360,Cash-out refinance,2021-08-27,103.19,103.40875,Storgan Manley,14250.000000000013,Whole Loan Sale,103.40875,5158.500000000002,0.0,9714.94,-4535.06
5035668,505000.0,2.5,144,Cash-out refinance,2021-08-30,103.03,103.24875,Storgan Manley,25250.000000000022,Whole Loan Sale,103.24875,9948.500000000025,0.0,16406.19,-8843.81
5035729,305000.0,2.25,180,Cash-out refinance,2021-08-30,103.03,103.3425,Bank of Americans,15250.000000000013,Whole Loan Sale,103.3425,6008.500000000015,0.0,10194.63,-5055.38
5035739,595000.0,2.375,360,Refinancing,2021-09-01,99.88,100.09875,Storgan Manley,29750.000000000025,Whole Loan Sale,100.09875,30464.00000000008,0.0,587.56,-29162.44
5035742,265000.0,2.75,360,Home purchase,2021-09-01,104.17,103.13875,Storgan Manley,13250.000000000011,Securitization (UMBS),104.17,2199.4999999999927,0.0,11050.5,-2199.5
5035765,135000.0,2.75,360,Refinancing,2021-09-02,103.19,101.3775,Bank of Americans,6750.000000000006,Securitization (UMBS),103.19,2443.500000000001,0.0,4306.5,-2443.5
5035838,325000.0,1.99,180,Refinancing,2021-09-02,97.45,96.2,Bank of Americans,16250.000000000015,Securitization (UMBS),97.45,24537.500000000004,0.0,-8287.5,-24537.5
5035945,575000.0,2.99,360,Cash-out refinance,2021-09-02,103.19,101.97125,Bank of Americans,28750.000000000025,Securitization (UMBS),103.19,10407.500000000004,0.0,18342.5,-10407.5
5036044,305000.0,2.125,180,Home purchase,2021-09-03,97.45,95.3875,Bank of Americans,15250.000000000013,Securitization (UMBS),97.45,23027.500000000004,0.0,-7777.5,-23027.5
5036085,215000.0,2.75,180,Cash-out refinance,2021-09-03,103.19,101.34625,Storgan Manley,10750.00000000001,Securitization (UMBS),103.19,3891.500000000001,0.0,6858.5,-3891.5
5036137,335000.0,2.99,360,Cash-out refinance,2021-09-03,103.19,102.34625,Storgan Manley,16750.000000000015,Securitization (UMBS),103.19,6063.500000000002,0.0,10686.5,-6063.5
5036201,145000.0,3.5,360,Cash-out refinance,2021-09-04,104.61,103.07875,Storgan Manley,7250.000000000006,Securitization (UMBS),104.61,565.5000000000018,0.0,6684.5,-565.5
5036325,205000.0,2.875,180,Cash-out refinance,2021-09-04,103.19,101.94,Bank of Americans,10250.00000000001,Securitization (UMBS),103.19,3710.500000000001,0.0,6539.5,-3710.5
5036386,235000.0,2.99,360,Cash-out refinance,2021-09-04,103.19,103.40875,Storgan Manley,11750.000000000011,Whole Loan Sale,103.40875,4253.500000000002,0.0,8010.56,-3739.44
5036405,295000.0,2.69,360,Refinancing,2021-09-04,99.88,97.9425,Bank of Americans,14750.000000000013,Securitization (UMBS),99.88,15104.00000000004,0.0,-354.0,-15104.0
5036512,105000.0,2.99,240,Refinancing,2021-09-06,103.19,102.72125,Storgan Manley,5250.000000000005,Securitization (UMBS),103.19,1900.5000000000005,0.0,3349.5,-1900.5
5036540,165000.0,3.875,360,Cash-out refinance,2021-09-06,105.77,103.7075,Golden Sachs,8250.000000000007,Securitization (UMBS),105.77,-1270.499999999971,0.0,9520.5,1270.5
5036624,285000.0,2.875,240,Cash-out refinance,2021-09-07,103.19,101.94,Bank of Americans,14250.000000000013,Securitization (UMBS),103.19,5158.500000000002,0.0,9091.5,-5158.5
5036692,205000.0,2.375,180,Cash-out refinance,2021-09-07,99.88,97.5675,Bank of Americans,10250.00000000001,Securitization (UMBS),99.88,10496.000000000027,0.0,-246.0,-10496.0
5036789,345000.0,2.75,180,Home purchase,2021-09-08,103.19,101.1275,Golden Sachs,17250.000000000015,Securitization (UMBS),103.19,6244.500000000002,0.0,11005.5,-6244.5
5036885,145000.0,2.94,360,Other,2021-09-09,103.19,101.1275,Golden Sachs,7250.000000000006,Securitization (UMBS),103.19,2624.500000000001,0.0,4625.5,-2624.5
5036935,125000.0,2.75,360,Refinancing,2021-09-09,103.19,101.815,Bank of Americans,6250.0000000000055,Securitization (UMBS),103.19,2262.5000000000005,0.0,3987.5,-2262.5
5036941,225000.0,2.99,360,Home purchase,2021-09-09,104.17,101.82625,Storgan Manley,11250.00000000001,Securitization (UMBS),104.17,1867.4999999999927,0.0,9382.5,-1867.5
5036951,275000.0,3.375,360,Home purchase,2021-09-10,105.0,103.1875,Bank of Americans,13750.000000000013,Securitization (UMBS),105.0,0.0,0.0,13750.0,-0.0
5036958,75000.0,2.875,120,Cash-out refinance,2021-09-11,103.19,103.40875,Storgan Manley,3750.000000000003,Whole Loan Sale,103.40875,1357.5,0.0,2556.56,-1193.44
5037026,185000.0,2.99,360,Home purchase,2021-09-11,103.19,103.40875,Storgan Manley,9250.00000000001,Whole Loan Sale,103.40875,3348.500000000002,0.0,6306.19,-2943.81
5037067,525000.0,2.625,156,Cash-out refinance,2021-09-11,103.03,101.99875,Storgan Manley,26250.000000000022,Securitization (UMBS),103.03,10342.500000000025,0.0,15907.5,-10342.5
5037077,155000.0,3.75,360,Cash-out refinance,2021-09-13,105.77,103.9575,Bank of Americans,7750.000000000007,Securitization (UMBS),105.77,-1193.499999999971,0.0,8943.5,1193.5
5037083,325000.0,3.25,360,Cash-out refinance,2021-09-14,104.61,102.0475,Golden Sachs,16250.000000000015,Securitization (UMBS),104.61,1267.5000000000055,0.0,14982.5,-1267.5
5037088,165000.0,2.875,300,Refinancing,2021-09-14,103.19,101.97125,Bank of Americans,8250.000000000007,Securitization (UMBS),103.19,2986.500000000001,0.0,5263.5,-2986.5
5037091,215000.0,3.25,360,Home purchase,2021-09-14,104.61,103.39125,Bank of Americans,10750.00000000001,Securitization (UMBS),104.61,838.5000000000018,0.0,9911.5,-838.5
5037149,225000.0,2.99,360,Cash-out refinance,2021-09-14,104.17,102.51375,Storgan Manley,11250.00000000001,Securitization (UMBS),104.17,1867.4999999999927,0.0,9382.5,-1867.5
5037176,405000.0,2.99,360,Cash-out refinance,2021-09-15,103.19,102.22125,Storgan Manley,20250.00000000002,Securitization (UMBS),103.19,7330.500000000002,0.0,12919.5,-7330.5
5037299,305000.0,2.99,360,Cash-out refinance,2021-09-15,103.19,102.84625,Storgan Manley,15250.000000000013,Securitization (UMBS),103.19,5520.5,0.0,9729.5,-5520.5
5037450,115000.0,2.5,180,Refinancing,2021-09-16,99.88,98.72375,Storgan Manley,5750.0000000000055,Securitization (UMBS),99.88,5888.0000000000155,0.0,-138.0,-5888.0
5037486,385000.0,2.875,360,Home purchase,2021-09-17,103.19,101.1275,Golden Sachs,19250.00000000002,Securitization (UMBS),103.19,6968.500000000004,0.0,12281.5,-6968.5
5037519,165000.0,2.99,312,Refinancing,2021-09-08,103.19,101.34625,Storgan Manley,8250.000000000007,Securitization (UMBS),103.19,2986.500000000001,0.0,5263.5,-2986.5
5037525,145000.0,2.25,120,Refinancing,2021-09-03,99.88,99.53625,Storgan Manley,7250.000000000006,Securitization (UMBS),99.88,7424.000000000019,0.0,-174.0,-7424.0
5037603,285000.0,2.75,180,Refinancing,2021-09-07,103.19,100.6275,Golden Sachs,14250.000000000013,Securitization (UMBS),103.19,5158.500000000002,0.0,9091.5,-5158.5
5037604,205000.0,2.99,360,Refinancing,2021-08-24,103.19,101.565,Bank of Americans,10250.00000000001,Securitization (UMBS),103.19,3710.500000000001,0.0,6539.5,-3710.5
5037629,115000.0,3.375,360,Home purchase,2021-08-26,104.61,103.36,Bank of Americans,5750.0000000000055,Securitization (UMBS),104.61,448.5000000000018,0.0,5301.5,-448.5
5024123,585000.0,3.19,360,Home purchase,2021-08-26,103.19,101.1275,Bank of Americans,29250.000000000025,Securitization (UMBS),103.19,10588.500000000004,0.0,18661.5,-10588.5
5024330,225000.0,2.625,360,Cash-out refinance,2021-08-31,99.88,98.005,Bank of Americans,11250.00000000001,Securitization (UMBS),99.88,11520.00000000003,0.0,-270.0,-11520.0
5024341,105000.0,2.75,180,Refinancing,2021-09-01,103.19,100.97125,Storgan Manley,5250.000000000005,Securitization (UMBS),103.19,1900.5000000000005,0.0,3349.5,-1900.5
5024406,345000.0,2.75,360,Refinancing,2021-09-01,103.19,101.47125,Storgan Manley,17250.000000000015,Securitization (UMBS),103.19,6244.500000000002,0.0,11005.5,-6244.5
5024621,375000.0,2.25,240,Cash-out refinance,2021-09-01,99.88,98.28625,Storgan Manley,18750.00000000002,Securitization (UMBS),99.88,19200.00000000005,0.0,-450.0,-19200.0
5024852,75000.0,2.75,120,Cash-out refinance,2021-09-03,104.17,104.38875,Storgan Manley,3750.000000000003,Whole Loan Sale,104.38875,622.4999999999977,0.0,3291.56,-458.44
5024856,415000.0,2.99,360,Refinancing,2021-09-03,103.19,102.34625,Storgan Manley,20750.00000000002,Securitization (UMBS),103.19,7511.500000000002,0.0,13238.5,-7511.5
5024880,705000.0,2.75,360,Cash-out refinance,2021-09-04,103.19,102.84625,Storgan Manley,35250.00000000003,Securitization (UMBS),103.19,12760.5,0.0,22489.5,-12760.5
5025041,335000.0,2.75,360,Cash-out refinance,2021-09-04,103.19,102.22125,Storgan Manley,16750.000000000015,Securitization (UMBS),103.19,6063.500000000002,0.0,10686.5,-6063.5
5025090,335000.0,2.25,180,Refinancing,2021-09-06,99.88,98.72375,Storgan Manley,16750.000000000015,Securitization (UMBS),99.88,17152.000000000044,0.0,-402.0,-17152.0
5025227,345000.0,1.99,180,Cash-out refinance,2021-09-06,97.45,96.16875,Storgan Manley,17250.000000000015,Securitization (UMBS),97.45,26047.500000000004,0.0,-8797.5,-26047.5
5025332,825000.0,2.99,360,Home purchase,2021-09-06,103.19,101.47125,Storgan Manley,41250.00000000004,Securitization (UMBS),103.19,14932.500000000004,0.0,26317.5,-14932.5
5025404,305000.0,2.99,360,Home purchase,2021-09-07,103.19,101.565,Bank of Americans,15250.000000000013,Securitization (UMBS),103.19,5520.5,0.0,9729.5,-5520.5
5025440,175000.0,2.5,144,Refinancing,2021-09-08,99.88,98.005,Bank of Americans,8750.000000000007,Securitization (UMBS),99.88,8960.000000000024,0.0,-210.0,-8960.0
5025501,55000.0,3.99,360,Home improvement,2021-09-08,105.77,103.4575,Bank of Americans,2750.0000000000023,Securitization (UMBS),105.77,-423.49999999999,0.0,3173.5,423.5
5025504,235000.0,2.75,360,Cash-out refinance,2021-09-08,104.17,101.95125,Storgan Manley,11750.000000000011,Securitization (UMBS),104.17,1950.4999999999945,0.0,9799.5,-1950.5
5025658,205000.0,2.875,360,Cash-out refinance,2021-09-08,103.19,101.47125,Storgan Manley,10250.00000000001,Securitization (UMBS),103.19,3710.500000000001,0.0,6539.5,-3710.5
5025722,365000.0,2.99,360,Refinancing,2021-09-11,104.17,101.8575,Bank of Americans,18250.000000000015,Securitization (UMBS),104.17,3029.499999999989,0.0,15220.5,-3029.5
5026074,445000.0,2.99,360,Cash-out refinance,2021-09-11,104.17,102.2325,Bank of Americans,22250.00000000002,Securitization (UMBS),104.17,3693.4999999999854,0.0,18556.5,-3693.5
5026156,155000.0,3.375,360,Cash-out refinance,2021-09-13,104.61,102.26625,Storgan Manley,7750.000000000007,Securitization (UMBS),104.61,604.5000000000027,0.0,7145.5,-604.5
5026363,205000.0,1.99,180,Refinancing,2021-09-13,100.93,98.4925,Bank of Americans,10250.00000000001,Securitization (UMBS),100.93,8343.49999999999,0.0,1906.5,-8343.5
5026436,205000.0,3.125,360,Home purchase,2021-09-15,103.19,101.44,Bank of Americans,10250.00000000001,Securitization (UMBS),103.19,3710.500000000001,1417.88,6539.5,-3710.5
5026476,205000.0,3.625,360,Cash-out refinance,2021-09-15,104.61,103.985,Bank of Americans,10250.00000000001,Securitization (UMBS),104.61,799.5000000000036,0.0,9450.5,-799.5
5026534,405000.0,2.75,360,Refinancing,2021-09-15,103.19,101.44,Bank of Americans,20250.00000000002,Securitization (UMBS),103.19,7330.500000000002,0.0,12919.5,-7330.5
5026654,125000.0,3.625,360,Cash-out refinance,2021-09-16,104.61,102.36,Golden Sachs,6250.0000000000055,Securitization (UMBS),104.61,487.5000000000018,0.0,5762.5,-487.5
5026927,255000.0,2.875,360,Home purchase,2021-09-16,103.19,100.6275,Golden Sachs,12750.000000000011,Securitization (UMBS),103.19,4615.500000000001,0.0,8134.5,-4615.5
5027055,665000.0,2.69,360,Refinancing,2021-09-16,99.88,97.755,Golden Sachs,33250.00000000003,Securitization (UMBS),99.88,34048.00000000009,0.0,-798.0,-34048.0
5027150,85000.0,2.99,360,Cash-out refinance,2021-09-16,103.19,100.34625,Storgan Manley,4250.000000000004,Securitization (UMBS),103.19,1538.5000000000005,0.0,2711.5,-1538.5
5027246,165000.0,2.75,240,Refinancing,2021-09-17,103.19,102.72125,Storgan Manley,8250.000000000007,Securitization (UMBS),103.19,2986.500000000001,0.0,5263.5,-2986.5
5027402,215000.0,2.25,180,Cash-out refinance,2021-09-17,99.88,97.9425,Bank of Americans,10750.00000000001,Securitization (UMBS),99.88,11008.00000000003,0.0,-258.0,-11008.0
5027579,295000.0,2.99,360,Home purchase,2021-09-17,103.19,101.565,Bank of Americans,14750.000000000013,Securitization (UMBS),103.19,5339.500000000002,0.0,9410.5,-5339.5
5027848,625000.0,3.625,360,Cash-out refinance,2021-09-10,104.61,101.735,Bank of Americans,31250.00000000003,Securitization (UMBS),104.61,2437.500000000011,0.0,28812.5,-2437.5
5027918,235000.0,1.99,120,Refinancing,2021-08-18,100.93,100.08625,Storgan Manley,11750.000000000011,Securitization (UMBS),100.93,9564.49999999999,0.0,2185.5,-9564.5
5027995,105000.0,2.875,360,Cash-out refinance,2021-08-24,104.17,103.26375,Storgan Manley,5250.000000000005,Securitization (UMBS),104.17,871.4999999999973,0.0,4378.5,-871.5
5028104,385000.0,1.99,180,Home purchase,2021-08-26,97.45,97.10625,Storgan Manley,19250.00000000002,Securitization (UMBS),97.45,29067.500000000007,0.0,-9817.5,-29067.5
5028112,165000.0,2.75,360,Cash-out refinance,2021-08-27,103.19,102.84625,Storgan Manley,8250.000000000007,Securitization (UMBS),103.19,2986.500000000001,0.0,5263.5,-2986.5
5028636,295000.0,2.99,360,Refinancing,2021-08-30,103.19,101.3775,Bank of Americans,14750.000000000013,Securitization (UMBS),103.19,5339.500000000002,0.0,9410.5,-5339.5
5028736,175000.0,2.25,144,Refinancing,2021-08-30,103.03,101.905,Bank of Americans,8750.000000000007,Securitization (UMBS),103.03,3447.500000000008,0.0,5302.5,-3447.5
5028862,245000.0,2.375,360,Refinancing,2021-09-01,99.88,98.09875,Storgan Manley,12250.000000000011,Securitization (UMBS),99.88,12544.000000000033,0.0,-294.0,-12544.0
5028926,195000.0,2.75,180,Refinancing,2021-09-01,103.19,102.03375,Storgan Manley,9750.00000000001,Securitization (UMBS),103.19,3529.500000000002,0.0,6220.5,-3529.5
5028994,135000.0,2.75,360,Cash-out refinance,2021-09-02,103.19,100.97125,Storgan Manley,6750.000000000006,Securitization (UMBS),103.19,2443.500000000001,0.0,4306.5,-2443.5
5029098,235000.0,2.75,180,Cash-out refinance,2021-09-02,103.19,102.84625,Storgan Manley,11750.000000000011,Securitization (UMBS),103.19,4253.500000000002,0.0,7496.5,-4253.5
5029318,225000.0,3.25,360,Home purchase,2021-09-03,104.61,102.86,Bank of Americans,11250.00000000001,Securitization (UMBS),104.61,877.5000000000018,0.0,10372.5,-877.5
5029506,835000.0,3.375,360,Refinancing,2021-09-03,104.61,104.0475,Golden Sachs,41750.00000000004,Securitization (UMBS),104.61,3256.5000000000146,0.0,38493.5,-3256.5
5029510,525000.0,2.75,360,Home purchase,2021-09-03,104.17,103.70125,Storgan Manley,26250.000000000022,Securitization (UMBS),104.17,4357.499999999985,1006.19,21892.5,-4357.5
5029522,395000.0,2.75,360,Home purchase,2021-09-04,103.19,102.90875,Storgan Manley,19750.00000000002,Securitization (UMBS),103.19,7149.500000000002,0.0,12600.5,-7149.5
5029526,275000.0,2.75,360,Refinancing,2021-09-04,103.19,102.72125,Storgan Manley,13750.000000000013,Securitization (UMBS),103.19,4977.500000000002,0.0,8772.5,-4977.5
5029864,225000.0,2.75,360,Cash-out refinance,2021-09-04,104.17,102.3575,Bank of Americans,11250.00000000001,Securitization (UMBS),104.17,1867.4999999999927,0.0,9382.5,-1867.5
5030151,225000.0,1.99,144,Refinancing,2021-09-04,97.45,96.8875,Golden Sachs,11250.00000000001,Securitization (UMBS),97.45,16987.5,0.0,-5737.5,-16987.5
5030324,425000.0,2.875,360,Home purchase,2021-09-08,103.19,101.34625,Storgan Manley,21250.00000000002,Securitization (UMBS),103.19,7692.500000000002,0.0,13557.5,-7692.5
5030388,555000.0,2.75,360,Refinancing,2021-09-08,103.19,101.1275,Bank of Americans,27750.000000000025,Securitization (UMBS),103.19,10045.500000000004,0.0,17704.5,-10045.5
5030508,325000.0,2.25,180,Refinancing,2021-09-08,99.88,98.0675,Bank of Americans,16250.000000000015,Securitization (UMBS),99.88,16640.000000000044,0.0,-390.0,-16640.0
5030553,245000.0,2.75,360,Refinancing,2021-09-09,103.19,102.22125,Storgan Manley,12250.000000000011,Securitization (UMBS),103.19,4434.500000000001,0.0,7815.5,-4434.5
5030561,165000.0,2.875,360,Cash-out refinance,2021-09-10,104.17,102.63875,Storgan Manley,8250.000000000007,Securitization (UMBS),104.17,1369.4999999999955,0.0,6880.5,-1369.5
5030749,355000.0,2.25,168,Cash-out refinance,2021-09-10,99.88,100.09875,Storgan Manley,17750.000000000015,Whole Loan Sale,100.09875,18176.000000000047,0.0,350.56,-17399.44
5030761,125000.0,3.375,360,Refinancing,2021-09-10,104.61,103.485,Bank of Americans,6250.0000000000055,Securitization (UMBS),104.61,487.5000000000018,0.0,5762.5,-487.5
5031030,165000.0,2.99,360,Refinancing,2021-09-11,104.17,101.82625,Storgan Manley,8250.000000000007,Securitization (UMBS),104.17,1369.4999999999955,0.0,6880.5,-1369.5
5031306,225000.0,2.875,360,Other,2021-09-11,103.19,102.72125,Storgan Manley,11250.00000000001,Securitization (UMBS),103.19,4072.5,0.0,7177.5,-4072.5
5031524,325000.0,1.875,120,Refinancing,2021-09-13,97.45,95.575,Bank of Americans,16250.000000000015,Securitization (UMBS),97.45,24537.500000000004,0.0,-8287.5,-24537.5
5031535,235000.0,3.125,360,Refinancing,2021-09-13,104.17,102.295,Bank of Americans,11750.000000000011,Securitization (UMBS),104.17,1950.4999999999945,0.0,9799.5,-1950.5
5031550,375000.0,2.5,360,Home purchase,2021-09-13,99.88,99.53625,Storgan Manley,18750.00000000002,Securitization (UMBS),99.88,19200.00000000005,0.0,-450.0,-19200.0
5031804,215000.0,2.99,360,Refinancing,2021-09-13,103.19,103.40875,Storgan Manley,10750.00000000001,Whole Loan Sale,103.40875,3891.500000000001,0.0,7328.81,-3421.19
5031876,205000.0,2.875,360,Cash-out refinance,2021-09-13,104.17,101.95125,Storgan Manley,10250.00000000001,Securitization (UMBS),104.17,1701.4999999999945,0.0,8548.5,-1701.5
5032208,275000.0,2.99,240,Refinancing,2021-09-13,103.19,102.84625,Storgan Manley,13750.000000000013,Securitization (UMBS),103.19,4977.500000000002,0.0,8772.5,-4977.5
5032257,365000.0,2.875,180,Cash-out refinance,2021-09-14,104.17,102.92,Bank of Americans,18250.000000000015,Securitization (UMBS),104.17,3029.499999999989,0.0,15220.5,-3029.5
5032277,685000.0,3.375,360,Refinancing,2021-09-14,104.61,104.14125,Storgan Manley,34250.00000000003,Securitization (UMBS),104.61,2671.5000000000073,0.0,31578.5,-2671.5
5032367,95000.0,2.75,360,Refinancing,2021-09-15,103.19,102.59625,Storgan Manley,4750.000000000005,Securitization (UMBS),103.19,1719.500000000001,0.0,3030.5,-1719.5
5032657,245000.0,2.94,360,Refinancing,2021-09-15,103.19,102.03375,Storgan Manley,12250.000000000011,Securitization (UMBS),103.19,4434.500000000001,0.0,7815.5,-4434.5
5032715,405000.0,3.25,360,Refinancing,2021-09-15,104.61,102.7975,Bank of Americans,20250.00000000002,Securitization (UMBS),104.61,1579.5000000000073,0.0,18670.5,-1579.5
5032802,85000.0,2.625,108,Refinancing,2021-09-15,99.88,97.9425,Bank of Americans,4250.000000000004,Securitization (UMBS),99.88,4352.000000000011,0.0,-102.0,-4352.0
5033072,385000.0,2.99,360,Cash-out refinance,2021-09-17,103.19,101.2525,Bank of Americans,19250.00000000002,Securitization (UMBS),103.19,6968.500000000004,0.0,12281.5,-6968.5
5033101,145000.0,2.5,120,Refinancing,2021-09-08,99.88,97.755,Golden Sachs,7250.000000000006,Securitization (UMBS),99.88,7424.000000000019,0.0,-174.0,-7424.0
5033160,275000.0,2.625,180,Cash-out refinance,2021-08-24,99.88,99.53625,Storgan Manley,13750.000000000013,Securitization (UMBS),99.88,14080.000000000038,0.0,-330.0,-14080.0
5033918,125000.0,2.99,360,Cash-out refinance,2021-08-24,103.19,100.565,Golden Sachs,6250.0000000000055,Securitization (UMBS),103.19,2262.5000000000005,0.0,3987.5,-2262.5
5034199,545000.0,2.875,360,Home purchase,2021-08-25,103.19,102.84625,Storgan Manley,27250.000000000025,Securitization (UMBS),103.19,9864.500000000004,0.0,17385.5,-9864.5
5034442,75000.0,3.25,360,Cash-out refinance,2021-08-26,104.61,103.45375,Storgan Manley,3750.000000000003,Securitization (UMBS),104.61,292.5000000000009,0.0,3457.5,-292.5
5034784,175000.0,3.25,360,Cash-out refinance,2021-08-27,104.61,102.76625,Storgan Manley,8750.000000000007,Securitization (UMBS),104.61,682.5000000000018,0.0,8067.5,-682.5
5034878,105000.0,3.125,360,Refinancing,2021-08-28,104.17,102.1075,Golden Sachs,5250.000000000005,Securitization (UMBS),104.17,871.4999999999973,0.0,4378.5,-871.5
5035246,75000.0,3.5,360,Home improvement,2021-08-28,104.61,103.485,Bank of Americans,3750.000000000003,Securitization (UMBS),104.61,292.5000000000009,0.0,3457.5,-292.5
5035286,225000.0,2.75,240,Refinancing,2021-08-28,103.19,102.34625,Storgan Manley,11250.00000000001,Securitization (UMBS),103.19,4072.5,0.0,7177.5,-4072.5
5035298,195000.0,2.99,360,Refinancing,2021-08-28,103.19,102.34625,Storgan Manley,9750.00000000001,Securitization (UMBS),103.19,3529.500000000002,0.0,6220.5,-3529.5
5035309,255000.0,3.25,360,Cash-out refinance,2021-08-30,104.61,103.57875,Storgan Manley,12750.000000000011,Securitization (UMBS),104.61,994.5000000000036,0.0,11755.5,-994.5
5035346,365000.0,2.69,360,Refinancing,2021-08-30,99.88,98.66125,Bank of Americans,18250.000000000015,Securitization (UMBS),99.88,18688.000000000047,0.0,-438.0,-18688.0
5035419,265000.0,2.99,240,Refinancing,2021-08-30,103.19,101.3775,Bank of Americans,13250.000000000011,Securitization (UMBS),103.19,4796.5,0.0,8453.5,-4796.5
5035429,475000.0,2.625,360,Home purchase,2021-08-31,99.88,97.66125,Storgan Manley,23750.000000000022,Securitization (UMBS),99.88,24320.000000000065,0.0,-570.0,-24320.0
5035497,435000.0,2.69,360,Cash-out refinance,2021-08-31,99.88,97.5675,Bank of Americans,21750.00000000002,Securitization (UMBS),99.88,22272.00000000006,0.0,-522.0,-22272.0
5035649,165000.0,2.99,360,Refinancing,2021-09-01,103.19,102.72125,Storgan Manley,8250.000000000007,Securitization (UMBS),103.19,2986.500000000001,0.0,5263.5,-2986.5
5035863,415000.0,3.19,360,Home purchase,2021-09-01,103.19,102.72125,Storgan Manley,20750.00000000002,Securitization (UMBS),103.19,7511.500000000002,0.0,13238.5,-7511.5
5035893,85000.0,3.5,360,Cash-out refinance,2021-09-02,104.61,103.485,Bank of Americans,4250.000000000004,Securitization (UMBS),104.61,331.5000000000009,0.0,3918.5,-331.5
5035936,145000.0,2.375,180,Cash-out refinance,2021-09-02,99.88,98.755,Bank of Americans,7250.000000000006,Securitization (UMBS),99.88,7424.000000000019,0.0,-174.0,-7424.0
5036031,475000.0,2.75,360,Refinancing,2021-09-02,103.19,100.84625,Storgan Manley,23750.000000000022,Securitization (UMBS),103.19,8597.500000000004,0.0,15152.5,-8597.5
5036063,825000.0,2.875,360,Home purchase,2021-09-02,103.19,102.84625,Storgan Manley,41250.00000000004,Securitization (UMBS),103.19,14932.500000000004,0.0,26317.5,-14932.5
5036218,335000.0,2.875,360,Home purchase,2021-09-02,103.19,100.8775,Bank of Americans,16750.000000000015,Securitization (UMBS),103.19,6063.500000000002,0.0,10686.5,-6063.5
5036225,465000.0,2.99,360,Refinancing,2021-09-03,103.19,100.72125,Storgan Manley,23250.000000000022,Securitization (UMBS),103.19,8416.500000000004,0.0,14833.5,-8416.5
5036494,725000.0,2.875,240,Cash-out refinance,2021-09-03,103.19,102.84625,Storgan Manley,36250.00000000003,Securitization (UMBS),103.19,13122.5,0.0,23127.5,-13122.5
5036609,165000.0,1.99,180,Refinancing,2021-09-03,97.45,95.73125,Storgan Manley,8250.000000000007,Securitization (UMBS),97.45,12457.500000000002,0.0,-4207.5,-12457.5
5036618,505000.0,2.875,360,Refinancing,2021-09-04,103.19,100.97125,Storgan Manley,25250.000000000022,Securitization (UMBS),103.19,9140.500000000002,0.0,16109.5,-9140.5
5036847,215000.0,3.375,360,Home purchase,2021-09-06,104.61,103.64125,Storgan Manley,10750.00000000001,Securitization (UMBS),104.61,838.5000000000018,1640.27,9911.5,-838.5
5036979,405000.0,2.75,360,Refinancing,2021-09-07,104.17,102.295,Bank of Americans,20250.00000000002,Securitization (UMBS),104.17,3361.499999999989,0.0,16888.5,-3361.5
5037013,335000.0,3.25,360,Refinancing,2021-09-08,104.61,104.01625,Storgan Manley,16750.000000000015,Securitization (UMBS),104.61,1306.5000000000055,0.0,15443.5,-1306.5
5037100,235000.0,3.25,360,Cash-out refinance,2021-09-09,105.0,103.1875,Bank of Americans,11750.000000000011,Securitization (UMBS),105.0,0.0,0.0,11750.0,-0.0
5037150,225000.0,3.25,360,Home purchase,2021-09-09,104.61,104.26625,Storgan Manley,11250.00000000001,Securitization (UMBS),104.61,877.5000000000018,0.0,10372.5,-877.5
5037558,255000.0,2.125,360,Refinancing,2021-09-10,100.93,99.18,Bank of Americans,12750.000000000011,Securitization (UMBS),100.93,10378.499999999989,0.0,2371.5,-10378.5
5037614,205000.0,2.99,324,Refinancing,2021-09-11,103.19,100.84625,Storgan Manley,10250.00000000001,Securitization (UMBS),103.19,3710.500000000001,0.0,6539.5,-3710.5
5024081,95000.0,2.75,240,Refinancing,2021-09-13,103.19,102.84625,Storgan Manley,4750.000000000005,Securitization (UMBS),103.19,1719.500000000001,0.0,3030.5,-1719.5
5024107,215000.0,2.875,360,Refinancing,2021-09-13,103.19,102.22125,Storgan Manley,10750.00000000001,Securitization (UMBS),103.19,3891.500000000001,0.0,6858.5,-3891.5
5024124,135000.0,2.875,360,Refinancing,2021-09-15,104.17,103.13875,Storgan Manley,6750.000000000006,Securitization (UMBS),104.17,1120.4999999999973,0.0,5629.5,-1120.5
5024129,75000.0,3.25,360,Refinancing,2021-09-15,104.61,103.45375,Storgan Manley,3750.000000000003,Securitization (UMBS),104.61,292.5000000000009,0.0,3457.5,-292.5
5024180,325000.0,3.25,360,Refinancing,2021-09-15,105.0,102.4375,Golden Sachs,16250.000000000015,Securitization (UMBS),105.0,0.0,0.0,16250.0,-0.0
